"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"SNhorn",2,2,2.28631051752922,2.71368948247078,3,3,3,2.71368948247078,2.28631051752922,2.57262103505843,3.14106844741235,3.28631051752922,3.28631051752922,3.71368948247078,4.85893155258765,5.85475792988314,5.71368948247078,3.71368948247078,2.14524207011686,1.42737896494157,1.28631051752922,1,1,1,1,1,1.28631051752922,1.42737896494157,1.28631051752922,1,1.57262103505843,2.14106844741235,2.57262103505843,2.71368948247078,3,2.42737896494158,1.57262103505843,1.28631051752922,1.42737896494157,1.57262103505843,1.42737896494157,1.28631051752922,1,1,1,1,1,1,1,1,1.28631051752921,1.42737896494157,1.28631051752922,1,1,1,1,1.28631051752921,1.42737896494157,1.28631051752922,1,1,0.713689482470785,0.286310517529215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNstiff",3,3,2.85684474123539,2.5,2.71577629382304,3.42737896494157,4,3.71368948247078,2.71368948247078,1.57262103505843,1,1.14315525876461,1.21368948247078,1.14315525876461,1,1.14315525876461,1.35684474123539,1.64315525876461,1.71368948247078,1.64315525876461,1.64315525876461,1.71368948247078,1.64315525876461,1.5,1.35684474123539,1.14315525876461,1,1,1,1,1,1,1.14315525876461,1.35684474123539,1.35684474123539,1.14315525876461,1,1,1,1.14315525876461,1.35684474123539,1.35684474123539,1.42946577629382,2,2.57053422370618,2.5,2.28631051752922,2.5,3.42946577629382,3.71160267111853,2.50000000000002,0.715776293823038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNbronto",2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.71368948247078,1.28631051752922,1,1,1,1,1.57262103505843,1.85475792988314,1.85893155258765,1.42737896494157,1.28631051752922,1,1,1,1,1,1,1,1.28631051752922,1.42737896494157,1.28631051752922,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.28631051752922,1.42737896494157,1.28631051752922,1,1,1,1,1,1,1.28631051752922,1.14106844741235,0.572621035058431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cPRC",2.38022772768143,2.78631051752922,3.64315525876461,4.57053422370618,5,3.85475792988314,2.14524207011686,1,1,1,1,1,1,1,1,1.14315525876461,2.21577629382304,4.64315525876461,7.14106844741235,7.49791318864775,6.93155258764608,7.21368948247078,9.35893155258765,11.0684474123539,15.3651919866444,18.1306343906511,16.2863105175292,9.71577629382304,4.78631051752923,1.71577629382304,0.286310517529215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"palp",2.85423309189915,3.20042462074472,2.94750308485156,2.26096029614575,1.88841910430428,1.66137402917907,1.42540103070335,1.11807723016622,0.819862814836321,0.661736952892502,0.692585468534514,0.807323800537127,0.841601945271104,0.804347826086957,0.698628148363214,0.599586266966684,0.555835813312042,0.534096682877259,0.459679175437323,0.360183639398998,0.251578718153444,0.161555491035784,0.130434782608696,0.161555491035784,0.176889017928431,0.186452057777455,0.18004645423532,0.173913043478261,0.161555491035784,0.183203890542208,0.167598170864484,0.0963380997314365,0.0341874138056181,0.0155149887493649,0.00622414168541773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"antenna",2.31238595080759,4.12908860446423,4.69109008841897,3.71730662214802,2.42408644036357,1.75103567674519,1.31227972546837,0.968574166821245,0.912709454028319,0.822342793544797,0.566391516725407,0.338712669263587,0.264484016570828,0.227601558152476,0.195711989117665,0.171968713287578,0.12962962962963,0.11910282569715,0.11633586842268,0.108498732455327,0.103196685834415,0.103119396525073,0.0952822605577197,0.097894639213504,0.113723489766895,0.116413157732023,0.100507017869288,0.100584307178631,0.0978173499041613,0.0793761206949855,0.0476411302788598,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037,0.0423390836579484,0.0449514623137328,0.0423390836579484,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037,0.0317349904161256,0.02382056513943,0.0185185185185185,0.0185185185185185,0.0185185185185185,0.0185185185185185,0.0185185185185185,0.0185185185185185,0.0185185185185185,0.0185185185185185,0.0185185185185185,0.0185185185185185,0.0185185185185185,0.0185185185185185,0.0185185185185185,0.0185185185185185,0.0185185185185185,0.0185185185185185,0.0185185185185185,0.0185185185185185,0.0185185185185185,0.0185185185185185,0.0185185185185185,0.0185185185185185,0.0185185185185185,0.0185185185185185,0.0185185185185185,0.0185185185185185,0.0238205651394299,0.0264329437952142,0.0185185185185185,0.0053020466209114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INdecussM",2.23954454463713,2.42737896494157,2.28631051752922,2,2,2,1.71368948247078,1.28631051752922,1,1,1,1,1,1,1.57262103505843,2.14106844741235,2,1.85893155258765,2.14106844741235,2,1.28631051752922,1,1,1.28631051752922,2,3.85893155258764,4.13689482470785,2.71786310517529,1,1.28631051752922,1.71368948247078,1.71368948247078,1.28631051752922,1,1,1.85893155258764,2.28213689482471,1.85893155258765,1,1,1,1,1,1,1,1,1,1,1.28631051752922,1.42737896494157,1.28631051752922,1,1,1,1,1,1,1,1,1,1,1.28631051752922,1.42737896494157,1.28631051752922,1,1,1,1.28631051752922,2.28631051752922,2.56844741235392,2.14524207011686,1.42737896494157,1.57262103505843,1.71368948247078,1.71368948247078,1.57262103505843,2.57262103505843,3.56844741235392,2.71368948247078,0.858931552587646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INdecusshook",2,2,1.71368948247078,1.28631051752922,1,1,1,1,1,1,1,1,1,1.28631051752921,1.42737896494157,1.28631051752922,1,1,1.28631051752922,2,2.71368948247078,2.71368948247078,2,1.57262103505843,1.71368948247078,2,2.57262103505843,2.85475792988314,2.57262103505843,2,2,1.71368948247078,2.14524207011686,2.28213689482471,2.14524207011686,1.71368948247078,1.71368948247078,1.28631051752922,1,1,1,1,1,1,1,1.28631051752922,1.71368948247078,1.71368948247078,1.28631051752922,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.14524207011686,4.14106844741235,4.28213689482471,2.43155258764608,1,1,1,1,1,1.28631051752922,1.42737896494157,1.28631051752922,2.14524207011686,2.99582637729549,2.57262103505843,1.28631051752922,1,1,1,1,1,1,1,1,1,1,1.00000000000001
"INpara",2.8593168169557,2.64106844741235,2.07262103505843,1.35684474123539,1.14315525876461,1.57262103505843,2.57053422370618,3.64315525876461,3.78422370617696,3.14315525876461,2.14315525876461,1.78631051752922,1.57053422370618,1.28631051752922,1,1,1,1,1,1,1,1,1,1.14315525876461,1.64315525876461,1.92737896494157,1.78631051752922,1.5,1.64315525876461,2,2.35684474123539,2.64315525876461,2.85684474123539,2.28422370617696,1.50208681135225,1.07053422370618,1.28631051752922,1.21368948247078,1.85893155258765,2.35475792988314,2.42946577629382,1.42737896494157,0.572621035058431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INZ",2.44011386384072,2.64315525876461,2.57053422370618,2,1.28631051752922,1,1,1,1,1,1,1.14315525876461,1.64315525876461,1.92737896494157,1.64315525876461,1.14315525876461,1,1,1,1,1.14315525876461,1.5,2,2.5,3.42946577629382,3.99791318864775,3.78631051752922,3.42946577629382,3.57053422370618,3.35684474123539,2.64315525876461,2.14315525876461,1.85684474123539,1.64315525876461,1.92946577629382,2.28422370617696,3.14524207011686,5.42946577629382,7.6389816360601,6.78422370617696,4.43155258764608,2.78422370617696,1.92946577629382,1,0.786310517529215,0.570534223706177,0.286310517529215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INlasso",2.41318151487904,2.14245965498052,1.66666666666667,1.19087367835281,1,1,1,1,1,1.19087367835281,1.85754034501948,2.33194212576516,2.28631051752922,1.9045631608236,1.76210350584307,1.76210350584307,1.71368948247078,1.42877017250974,1.09543683917641,1,1.09543683917641,1.33333333333333,1.66666666666667,2.09543683917641,2.09404563160824,2.00139120756817,1.85614913745131,1.85754034501948,1.66666666666667,1.95297718419588,3.14385086254869,4.09265442404007,3.95297718419588,3.28631051752922,2.7607122982749,1.85754034501949,0.857540345019477,0.333333333333333,0.0954368391764051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INW",2,2,1.80912632164719,1.42877017250974,1.28631051752922,1.66666666666667,2.14245965498052,2.61964385086255,3.42877017250974,4.47579298831386,5.23789649415693,4.4259877573734,2.71647189760712,1.61964385086255,1.71368948247078,1.95297718419588,1.85614913745131,1.61964385086255,1.42877017250974,1.38035614913745,1.38174735670562,1.38035614913745,1.61964385086255,1.80912632164719,1.90456316082359,1.85754034501948,1.61825264329438,1.66805787423484,1.85614913745131,1.80912632164719,1.28631051752922,1.19087367835281,1.76210350584307,2.18948247078464,2.38174735670562,2.18948247078464,1.95297718419588,1.57122982749026,1.33333333333333,1,0.762103505843072,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.762103505843072,1,1.52420701168614,1.6652754590985,1.47718419588203,1.90595436839176,2.330550918197,1.90595436839176,1.57262103505843,1.52142459654981,0.905954368391764,0.0954368391764051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INfoot",2.67965840847785,3.07053422370618,2.85684474123539,2,1.28631051752922,1,1,1.28631051752922,1.57053422370618,2.21577629382304,2.64106844741235,2.78631051752922,3.07262103505843,3.21160267111853,2.42946577629382,1.42946577629382,1.5,2.42946577629382,2.85475792988314,2.57262103505843,1.71368948247078,1.28631051752922,1,1.28631051752922,2.57262103505843,4.85684474123538,6.35475792988314,5.42737896494157,4.07470784641069,3.06844741235392,2.35893155258765,1.35684474123539,1.14315525876461,0.713689482470785,0.286310517529215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INproT2",3,3,2.5,2,2,1.75,1.5,1.5,3,3,3,3,3.75,4.5,8.50000000000002,5.5,2.5,2,1.5,1.25,1,1.25,1.5,0.999999999999999,1,1,1.5,2,1.5,1,1,1.5,1.5,1.25,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,0.99999999999999,1,1,1,1.25,1.50000000000001,1.50000000000001,1.25,1,1,0.999999999999992,0.999999999999988,1,0.999999999999989,1,1,1,1,0.999999999999992,1,1.00000000000003,1,1,1,2,2.00000000000001,2,2.00000000000001,1.75,1.5,1.5,1,0.5,0.5,0.5,1.5,1,1,1,1,0.750000000000002,0.500000000000002,0.500000000000002,0.5,0,0,0,0,0,0,0,0
"INhook",2.11977227231857,1.71368948247078,1.28631051752922,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.71786310517529,6.42737896494157,10.7136894824708,14.2863105175292,17.1410684474123,15.5642737896494,9.43155258764608,3.14524207011688,0.572621035058431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNant",2,7,6,5,4,3.5,3,2.32130667067415,2,2.71746112740412,3.33545447930577,4.16622924292453,4.69401072038141,5,5.00000000000001,5.5,5.99999999999999,5.67870053573995,5,4.32146699645994,4.00000000000001,3,2.00000000000001,3.69389226262228,4.84360379468838,5.76479648405802,6.54740753849192,6.23522527625516,5.15660536216604,4.29239648496041,3.88578577180296,3.91462962757462,3.88578899934749,4.29299815205236,5.10284101830828,6.06749386626655,7,7.5,8,8,8,8,5,5,6.5,8.00000000000004,10,8,6,6,6,7.5,9,8.5,7.99999999999994,8.00000000000004,7.5,7.00000000000003,7,7,7.00000000000003,7,7,7.5,8,11.5,15,13.5,12.0000000000001,12.0000000000001,9,6,6.05183021175092,5.99999999999996,4.82890739399453,3.68553758073962,3.68557050303337,4.82891582480781,6.00000000000007,7.5,9.00000000000004,7.00000000000003,5,3.00000000000002,1.94807231078833,0.999999999999984,1,1,1.11813303371964,1.08663991621949,1.11813303371967,1,1,1,1,1,1,1,1,1.00000000000001
