skid,root,nodes,segments,branchpoints,endpoints,cable.length,nTrees,neuron_type,presyn_sites,postsyn_sites,connectors,nsoma,neuron_names
1687698,1,9,1,0,2,362.9522634210246,1,fragment,0,0,0,0,neuron 1687699
1687710,34,34,1,0,2,2164.2327176616163,1,fragment,0,0,0,0,Neuron 1687711
1687759,1,12,1,0,2,627.0939104041622,1,fragment,0,0,0,0,neuron 1687760
1687763,1,3,1,0,2,214.3210112570769,1,fragment,0,0,0,0,neuron 1687764
1687774,1,5,1,0,2,495.93598128105674,1,fragment,0,0,0,0,neuron 1687775
1687805,20,24,1,0,2,8669.658909625547,1,fragment,0,0,0,0,neuron 1687806
1687814,27,27,3,1,3,2823.1876770029517,1,fragment,0,0,0,0,neuron 1687815
1687831,4,17,2,0,2,889.1188076525427,1,fragment,0,0,0,0,neuron 1687832
1687861,105,163,6,2,4,11221.391552873863,1,fragment,0,0,0,0,neuron 1687862
1687868,24,31,2,0,2,1419.7378335282235,1,fragment,0,0,0,0,neuron 1687869
1687904,13,27,2,0,2,1215.2782660431162,1,fragment,0,0,0,0,neuron 1687905
1687944,14,74,2,0,2,4129.437155783893,1,fragment,0,0,0,0,neuron 1687945
1687977,2,6,2,0,2,300.2224686371407,1,fragment,0,0,0,0,neuron 1687978
1687985,18,67,6,2,4,4104.3622825190705,1,fragment,0,0,0,0,neuron 1687986
1688022,14,44,2,0,2,1989.2076324603252,1,fragment,0,0,0,0,neuron 1688023
1688030,6,24,2,0,2,1042.436989066874,1,fragment,0,0,0,0,neuron 1688031
1688088,67,84,14,6,8,12506.975105224772,1,fragment,0,0,0,0,Neuron 1688089
1688112,58,62,4,1,3,5602.798353299037,1,fragment,0,0,0,0,neuron 1688113
1688129,73,89,2,0,2,6011.832255627578,1,fragment,0,0,0,0,neuron 1688130
1688320,14,29,2,0,2,1573.1653145818304,1,fragment,0,0,0,0,neuron 1688321
1688423,1,77,1,0,2,3758.738299261054,1,fragment,0,0,0,0,neuron 1688424
1688566,18,34,2,0,2,2301.131367719027,1,fragment,0,1,1,0,neuron 1688567
1688617,54,79,10,4,6,8933.609016616352,1,fragment,0,0,0,0,neuron 1688618
1688621,8,12,2,0,2,803.1864505078744,1,fragment,0,0,0,0,neuron 1688622
1688635,1,104,1,0,2,5016.30498473376,1,fragment,0,0,0,0,neuron 1688636
1688693,52,81,2,0,2,4815.68959319648,1,fragment,0,0,0,0,neuron 1688694
1688703,1,2,1,0,2,11.727050477630456,1,fragment,0,0,0,0,neuron 1688704
1688712,1,2,1,0,2,10.478435015966047,1,fragment,0,0,0,0,neuron 1688713
1688716,3,5,2,0,2,827.1903225002195,1,fragment,0,0,0,0,neuron 1688717
1688722,3,3,1,0,2,1220.84835987739,1,fragment,0,0,0,0,neuron 1688723
1688805,24,31,5,2,4,1852.2256718743577,1,fragment,0,1,1,0,SHORTNOSOMAneuron 1688806
1688837,4,10,2,0,2,1167.5660492587874,1,fragment,0,0,0,0,neuron 1688838
1688844,16,16,1,0,2,1235.6001161042534,1,fragment,0,0,0,0,neuron 1688845
1688891,1,7,1,0,2,248.2552596275473,1,fragment,0,0,0,0,neuron 1688892
1688919,11,11,1,0,2,520.2352809720882,1,fragment,0,0,0,0,Neuron 1688920
1689110,1,11,1,0,2,410.01001554885863,1,fragment,0,0,0,0,neuron 1689111
1689115,571,851,37,18,20,94767.86364932086,1,fragment,2,1,3,0,fragment 1689116
1689139,1,11,1,0,2,404.8891629628121,1,fragment,0,0,0,0,neuron 1689140
1689157,1,9,1,0,2,377.23040311302606,1,fragment,0,0,0,0,neuron 1689158
1689176,1,15,3,1,3,1049.5945002543183,1,fragment,0,0,0,0,neuron 1689177
1689186,3,78,4,1,3,4640.141397515078,1,fragment,0,0,0,0,Neuron 1689187
1689191,1,11,1,0,2,523.4016432202245,1,fragment,0,0,0,0,neuron 1689192
1689195,69,145,2,0,2,8935.66613952544,1,fragment,0,0,0,0,neuron 1689196
1689209,1,3,1,0,2,102.62409913137918,1,fragment,0,0,0,0,neuron 1689210
1689246,8,12,2,0,2,716.8447376966475,1,fragment,0,0,0,0,neuron 1689247
1689251,13,29,2,0,2,2021.771810421243,1,fragment,0,0,0,0,neuron 1689252
1689291,16,32,2,0,2,2433.2501891390575,1,fragment,0,0,0,0,neuron 1689292
1689296,9,12,2,0,2,1530.6790823464326,1,fragment,0,0,0,0,neuron 1689297
1689316,6,18,2,0,2,2521.1734560499704,1,fragment,0,0,0,0,neuron 1689317
1689336,50,66,12,5,7,14325.601296869814,1,fragment,0,1,1,0,neuron 1689337
1689365,1,42,3,1,3,4831.5930242369595,1,fragment,0,0,0,0,Neuron 1689366
1689381,1,230,3,1,3,14463.591158718003,1,fragment,1,0,1,0,fragment MN 1689382
1689640,41,45,2,0,2,1864.755591685283,1,fragment,0,1,1,0,neuron 1689641
1689715,21,27,4,1,3,2325.807485056718,1,fragment,0,0,0,0,neuron 1689716
1689726,58,331,2,0,2,13897.10784242156,1,fragment,0,2,2,0,Neuron 1689727
1689767,4,5,2,0,2,155.94882894331752,1,fragment,0,0,0,0,neuron 1689768
1689891,6,153,7,3,5,22081.193034288757,1,fragment,0,0,0,0,Neuron 1689892
1689965,1,15,2,0,2,579.3339914834237,1,fragment,0,0,0,0,neuron 1689966
1689981,1,10,1,0,2,444.04100243533617,1,fragment,0,0,0,0,neuron 1689982
1689985,5,7,2,0,2,255.2191627448965,1,fragment,0,0,0,0,neuron 1689986
1690103,14,14,2,0,2,1778.8353828492625,1,fragment,0,1,1,0,neuron 1690104
1690518,1,22,1,0,2,2223.921852768035,1,fragment,0,0,0,0,neuron 1690519
1690524,10,64,3,1,3,7928.081958025803,1,fragment,0,0,0,0,neuron 1690525
1690543,1,10,1,0,2,906.880608737906,1,fragment,0,0,0,0,neuron 1690544
1690561,1,5,1,0,2,185.73010583935005,1,fragment,0,0,0,0,neuron 1690562
1690626,6,6,2,0,2,780.1843297802689,1,fragment,0,1,1,0,neuron 1690627
1690662,10,27,2,0,2,1122.550558179368,1,fragment,0,0,0,0,neuron 1690663
1690697,1,18,1,0,2,1828.1629336185129,1,fragment,0,0,0,0,neuron 1690698
1690740,9,9,1,0,2,333.8302195133567,1,fragment,0,0,0,0,neuron 1690741
1690765,1,2,1,0,2,0.00572918892625578,1,fragment,0,0,0,0,neuron 1690766
1690775,1,9,3,1,3,1187.9611526763872,1,fragment,0,0,0,0,neuron 1690776
1690804,13,22,2,0,2,3084.191893997154,1,fragment,0,1,1,0,neuron 1690805
1690809,1,13,1,0,2,890.524508437991,1,fragment,0,0,0,0,neuron 1690810
1690867,1,14,1,0,2,1875.4852596726296,1,fragment,0,0,0,0,neuron 1690868
1690882,12,42,2,0,2,1822.6269014431184,1,fragment,0,0,0,0,neuron 1690883
1690996,1,8,1,0,2,374.56514473551374,1,fragment,0,0,0,0,neuron 1690997
1691006,1,10,1,0,2,523.9259652903936,1,fragment,0,0,0,0,neuron 1691007
1691010,1,7,1,0,2,764.1067137775913,1,fragment,0,0,0,0,neuron 1691011
1691018,40,41,2,0,2,4170.513265470534,1,fragment,0,0,0,0,neuron 1691019
1691033,19,33,2,0,2,3455.4464995784874,1,fragment,0,0,0,0,neuron 1691034
1691043,52,81,2,0,2,3670.5374938281175,1,fragment,0,0,0,0,neuron 1691044
1691085,18,18,1,0,2,1194.9099382885229,1,fragment,0,0,0,0,neuron 1691086
1691093,11,15,2,0,2,2139.4494257027854,1,fragment,0,0,0,0,neuron 1691094
1691099,1,7,1,0,2,877.5665185594883,1,fragment,0,0,0,0,neuron 1691100
1691108,11,11,3,1,3,881.183513845977,1,fragment,0,0,0,0,neuron 1691109
1691112,18,47,2,0,2,2133.857112453155,1,fragment,0,0,0,0,neuron 1691113
1691119,1,14,1,0,2,566.17057592522,1,fragment,0,0,0,0,neuron 1691120
1691154,45,75,6,2,4,3893.238779468153,1,fragment,0,0,0,0,neuron 1691155
1691165,1,17,1,0,2,1127.1865998110702,1,fragment,0,0,0,0,neuron 1691166
1691186,2,5,2,0,2,142.22488740536917,1,fragment,0,0,0,0,neuron 1691187
1691286,1,12,1,0,2,682.3542294621379,1,fragment,0,0,0,0,neuron 1691287
1691290,1,11,1,0,2,710.8508927462311,1,fragment,0,0,0,0,neuron 1691291
1691294,1,6,1,0,2,365.89678903188866,1,fragment,0,0,0,0,neuron 1691295
1691332,3,4,1,0,2,607.3441924884911,1,fragment,0,0,0,0,neuron 1691333
1691547,47,55,2,0,2,2703.0100897946054,1,fragment,0,1,1,0,neuron 1691548
1691602,5,5,1,0,2,254.14370356030372,1,fragment,0,0,0,0,neuron 1691603
1691606,12,12,1,0,2,451.3761792991719,1,fragment,0,0,0,0,neuron 1691607
1691610,8,19,2,0,2,1056.7577349920527,1,fragment,0,0,0,0,neuron 1691611
1691614,12,34,2,0,2,1436.0990212445038,1,fragment,0,0,0,0,neuron 1691615
1691903,8,21,4,1,3,1340.2532952299698,1,fragment,0,0,0,0,neuron 1691904
1691923,2,6,3,1,3,574.3606529632078,1,fragment,0,0,0,0,neuron 1691924
1691944,1,12,3,1,3,2146.2594644496608,1,fragment,0,0,0,0,neuron 1691945
1691958,1,12,1,0,2,577.1333426113506,1,fragment,0,0,0,0,neuron 1691959
1691962,1,13,1,0,2,775.4364269177393,1,fragment,0,0,0,0,neuron 1691963
1691966,1,7,3,1,3,444.1301558708034,1,fragment,0,0,0,0,neuron 1691967
1691970,1,2,1,0,2,0.00193537515765515,1,fragment,0,0,0,0,neuron 1691971
1692012,20,73,2,0,2,4209.220611560384,1,fragment,0,0,0,0,neuron 1692013
1692016,8,54,2,0,2,2577.3854337368257,1,fragment,0,0,0,0,neuron 1692017
1692029,3,10,2,0,2,488.5297609706806,1,fragment,0,0,0,0,neuron 1692030
1692033,287,347,4,1,3,28779.71507407938,1,fragment,1,0,1,0,fragment MN 1692034
1692043,40,60,2,0,2,2443.1663079104183,1,fragment,0,0,0,0,neuron 1692044
1692051,7,13,2,0,2,1697.6363932601091,1,fragment,0,0,0,0,neuron 1692052
1692070,4,22,2,0,2,3198.6758622480033,1,fragment,0,0,0,0,neuron 1692071
1692079,21,39,4,1,3,2364.4049598442243,1,fragment,0,0,0,0,neuron 1692080
1692119,10,13,2,0,2,522.4631338936792,1,fragment,0,0,0,0,neuron 1692120
1692140,11,67,2,0,2,2774.403837488833,1,fragment,0,0,0,0,neuron 1692141
1692148,68,75,4,1,3,3740.219900346611,1,fragment,0,0,0,0,neuron 1692149
1692181,13,60,6,2,4,3229.8154344518985,1,fragment,0,6,6,0,neuron 1692182
1692220,6,18,2,0,2,946.3495964221522,1,fragment,0,0,0,0,Neuron 1692221
1692248,4,13,2,0,2,589.2587901331417,1,fragment,0,0,0,0,neuron 1692249
1692432,115,211,4,1,3,9980.454391112124,1,fragment,4,0,4,0,neuron 1692433
1692470,10,31,2,0,2,3984.334978915934,1,fragment,0,1,1,0,neuron 1692471
1692518,220,926,4,1,3,47477.56645090913,1,fragment,3,0,3,0,fragment 1692519
1692610,7,30,3,1,3,1825.6434750302317,1,fragment,0,0,0,0,neuron 1692611
1692625,3,3,1,0,2,108.15878605482688,1,fragment,0,0,0,0,Neuron 1692626
1692768,1,7,1,0,2,581.3564404449347,1,fragment,0,0,0,0,neuron 1692769
1692991,13,47,2,0,2,5691.492828951218,1,fragment,0,0,0,0,neuron 1692992
1693042,26,26,3,1,3,1526.77623824763,1,fragment,0,1,1,0,neuron 1693043
1693054,8,8,1,0,2,481.1502240393727,1,fragment,0,0,0,0,neuron 1693055
1693058,123,182,16,6,10,29599.087427640276,1,fragment,1,0,1,0,neuron 1693059
1693062,16,125,2,0,2,5455.530671097383,1,fragment,0,0,0,0,neuron 1693063
1693069,5,10,2,0,2,411.624658056767,1,fragment,0,0,0,0,neuron 1693070
1693146,2,47,6,2,4,2128.6398919809267,1,fragment,0,0,0,0,neuron 1693147
1693185,9,24,2,0,2,1304.055846294202,1,fragment,0,0,0,0,neuron 1693186
1693212,2,6,2,0,2,239.32388471055555,1,fragment,0,0,0,0,neuron 1693213
1693216,13,17,2,0,2,1010.8338080048374,1,fragment,0,0,0,0,neuron 1693217
1693224,8,23,2,0,2,1447.4845165341865,1,fragment,0,0,0,0,Neuron 1693225
1693244,3,18,2,0,2,708.3159436642811,1,fragment,0,0,0,0,neuron 1693245
1693287,8,45,2,0,2,1930.557747470475,1,fragment,0,1,1,0,SHORTNOSOMA 1693288
1693448,1,87,1,0,2,11000.454635483018,1,fragment,0,0,0,0,Neuron 1693449
1693598,45,45,1,0,2,2588.6509279285274,1,fragment,0,0,0,0,Neuron 1693599
1693644,1,6,1,0,2,442.7951060216145,1,fragment,0,0,0,0,neuron 1693645
1693672,24,38,6,2,4,4321.884576009212,1,fragment,0,0,0,0,neuron 1693673
1693682,4,4,1,0,2,239.61016212721387,1,fragment,0,0,0,0,neuron 1693683
1693699,65,71,4,1,3,8624.81482824695,1,fragment,0,0,0,0,neuron 1693700
1693712,14,17,2,0,2,898.2352276286957,1,fragment,0,0,0,0,neuron 1693713
1693716,1,4,1,0,2,245.52069364864636,1,fragment,0,0,0,0,neuron 1693717
1693729,9,9,1,0,2,487.05948867647845,1,fragment,0,0,0,0,neuron 1693730
1693748,125,488,10,4,6,43461.83389492655,1,fragment,2,0,2,0,fragment MN 1693749
1693790,1,8,1,0,2,616.142271667932,1,fragment,0,0,0,0,neuron 1693791
1693800,8,8,1,0,2,607.999566575836,1,fragment,0,0,0,0,neuron 1693801
1693804,1,47,1,0,2,2556.7800094541863,1,fragment,1,0,1,0,neuron 1693805
1693897,2,2,1,0,2,0.16936721063849777,1,fragment,0,0,0,0,Neuron 1693898
1693946,94,120,10,4,6,14603.651682407208,1,fragment,4,0,4,0,MN fragment 1693947
1693973,5,5,1,0,2,285.09350820424584,1,fragment,0,0,0,0,Neuron 1693974
1694009,7,40,3,1,3,6748.77083749809,1,fragment,0,1,1,0,neuron 1694010
1694175,1,30,3,1,3,1717.9719874435652,1,fragment,0,0,0,0,neuron 1694176
1694291,17,52,2,0,2,3094.475555002757,1,fragment,0,0,0,0,neuron 1694292
1694299,7,9,2,0,2,5037.61389657526,1,fragment,0,1,1,0,neuron 1694300
1694603,26,26,7,3,5,2522.1464499480608,1,fragment,0,0,0,0,Neuron 1694604
1694824,4,6,2,0,2,419.3240826719546,1,fragment,0,0,0,0,neuron 1694825
1694841,7,15,2,0,2,655.718726920492,1,fragment,0,0,0,0,neuron 1694842
1695136,1,2,1,0,2,0.04326754748895368,1,fragment,0,0,0,0,neuron 1695137
1695140,1,2,1,0,2,0.13593494032346032,1,fragment,0,0,0,0,neuron 1695141
1695201,1,2,1,0,2,0.04696611736925985,1,fragment,0,0,0,0,neuron 1695202
1695229,2,7,2,0,2,581.4401192285333,1,fragment,0,1,1,0,Neuron 1695230
1695247,2,2,1,0,2,0.02790529272258055,1,fragment,0,0,0,0,neuron 1695248
1695283,300,716,31,14,18,40791.15602190755,1,fragment,6,3,9,0,fragment 1695284
1695383,19,52,6,2,4,3921.58697103367,1,fragment,0,4,4,0,SHORTNOSOMANeuron 1695384
1695524,9,10,2,0,2,747.2128471013813,1,fragment,0,0,0,0,neuron 1695525
1695575,7,21,2,0,2,1409.3989875260295,1,fragment,0,0,0,0,Neuron 1695576
1695599,15,15,1,0,2,571.505016013923,1,fragment,0,0,0,0,Neuron 1695600
1695607,24,24,1,0,2,1029.895676600887,1,fragment,0,1,1,0,neuron 1695608
1695621,2,34,2,0,2,2810.3554656525903,1,fragment,0,0,0,0,Neuron 1695622
1695629,1,6,1,0,2,527.9231453108683,1,fragment,0,1,1,0,neuron 1695630
1695860,8,8,1,0,2,343.3356094741715,1,fragment,0,0,0,0,Neuron 1695861
1695942,19,24,2,0,2,1465.8867127657002,1,fragment,0,0,0,0,Neuron 1695943
1695979,29,39,6,2,4,3431.303608941192,1,fragment,0,2,2,0,SHORTNOSOMAneuron 1695980
1696010,16,24,2,0,2,1458.2315991322494,1,fragment,0,2,2,0,SHORTNOSOMAneuron 1696011
1696112,2,2,1,0,2,0.00129173119480548,1,fragment,0,0,0,0,neuron 1696113
1696364,256,287,7,3,5,14240.536784738106,1,fragment,1,2,3,0,nosoma 1696365
1696606,82,84,4,1,3,11595.971710815724,1,fragment,0,0,0,0,Neuron 1696607
1696726,9,15,4,1,3,1524.324483016974,1,fragment,0,0,0,0,neuron 1696727
1696895,1025,1041,103,48,55,99634.38030349991,1,fragment,0,3,3,0,neuron 1696896
1696899,1,12,1,0,2,462.22973900188447,1,fragment,0,0,0,0,neuron 1696900
1696941,1,19,1,0,2,745.6912959198495,1,fragment,0,0,0,0,neuron 1696942
1696962,1,12,1,0,2,1859.3522256303888,1,fragment,0,0,0,0,neuron 1696963
1697442,59,79,7,3,5,4880.716164080337,1,fragment,0,3,3,0,Neuron 1697443
1697459,65,70,2,0,2,3570.4050096011065,1,fragment,0,1,1,0,neuron 1697460
1697476,12,15,2,0,2,1332.5302179395128,1,fragment,0,2,2,0,neuron 1697477
1697511,1,6,1,0,2,291.2899266187662,1,fragment,0,0,0,0,Neuron 1697512
1697567,1,2,1,0,2,0.01897768262499689,1,fragment,0,0,0,0,neuron 1697568
1697620,2,3,2,0,2,54.29866040857979,1,fragment,0,0,0,0,Neuron 1697621
1697775,1,57,1,0,2,2971.2090309133373,1,fragment,0,0,0,0,neuron 1697776
1697791,3,275,11,5,7,17628.55186062992,1,fragment,3,3,6,0,fragment 1697792
1698055,18,18,1,0,2,1667.375633334486,1,fragment,0,0,0,0,neuron 1698056
1698107,1,14,1,0,2,582.3901396833854,1,fragment,0,0,0,0,neuron 1698108
1698129,1,9,1,0,2,990.5233999990816,1,fragment,0,0,0,0,neuron 1698130
1698139,1,4,1,0,2,137.25121092837836,1,fragment,0,0,0,0,Neuron 1698140
1698183,1,6,1,0,2,367.9755263665335,1,fragment,0,0,0,0,neuron 1698184
1698191,6,6,1,0,2,253.75328263718944,1,fragment,0,0,0,0,neuron 1698192
1698195,164,169,2,0,2,8706.40662300861,1,fragment,4,1,5,0,neuron 1698196
1698223,3,3,1,0,2,148.51219933486334,1,fragment,0,0,0,0,neuron 1698224
1698227,1,2,1,0,2,0.00524623083996688,1,fragment,0,0,0,0,neuron 1698228
1698231,2,2,1,0,2,0.006170132176944,1,fragment,0,0,0,0,neuron 1698232
1698260,7,7,1,0,2,735.1412220109981,1,fragment,0,1,1,0,neuron 1698261
1698265,6,6,1,0,2,2447.499424201487,1,fragment,0,0,0,0,neuron 1698266
1698274,4,62,2,0,2,3586.8788846699167,1,fragment,0,1,1,0,Neuron 1698275
1698283,2,2,1,0,2,4.949259782709578e-4,1,fragment,0,1,1,0,neuron 1698284
1698301,3,76,2,0,2,3803.4522640790665,1,fragment,0,0,0,0,Neuron 1698302
1698322,3,9,2,0,2,2010.3908856932176,1,fragment,0,0,0,0,Neuron 1698323
1698360,3,6,2,0,2,2252.0255853149306,1,fragment,0,0,0,0,Neuron 1698361
1698448,5,55,4,1,3,4246.360768224068,1,fragment,0,0,0,0,Neuron 1698449
1698586,24,29,2,0,2,3284.4757810315605,1,fragment,0,0,0,0,neuron 1698587
1698607,2,11,2,0,2,677.2527992657695,1,fragment,0,0,0,0,neuron 1698608
1698616,5,5,1,0,2,233.73608026271523,1,fragment,0,0,0,0,Neuron 1698617
1698855,1,14,1,0,2,1571.5921373786546,1,fragment,0,0,0,0,Neuron 1698856
1698878,10,17,3,1,3,4578.017889411044,1,fragment,0,0,0,0,Neuron 1698879
1699113,2,2,1,0,2,10.1336209844568,1,fragment,0,0,0,0,neuron 1699114
1699117,8,8,1,0,2,1303.180013240386,1,fragment,0,0,0,0,neuron 1699118
1699155,2,2,1,0,2,3.662692555956928,1,fragment,0,0,0,0,neuron 1699156
1699159,25,48,6,2,4,12102.431227782468,1,fragment,0,2,2,0,neuron 1699160
1699175,43,43,1,0,2,4022.0284175786232,1,fragment,0,0,0,0,neuron 1699176
1699179,1,2,1,0,2,1.136367804603529,1,fragment,0,0,0,0,neuron 1699180
1699207,1,5,1,0,2,348.91185952419585,1,fragment,0,0,0,0,neuron 1699208
1699211,1,5,1,0,2,393.3157658119717,1,fragment,0,0,0,0,neuron 1699212
1699233,4,26,2,0,2,1362.7677454379518,1,fragment,0,0,0,0,neuron 1699234
1699334,5,5,1,0,2,177.5010533871575,1,fragment,0,0,0,0,neuron 1699335
1699445,20,41,2,0,2,1879.3615015027892,1,fragment,0,1,1,0,neuron 1699446
1699457,68,93,2,0,2,9665.280880177608,1,fragment,0,0,0,0,neuron 1699458
1699618,3,3,1,0,2,272.4159810672149,1,fragment,0,1,1,0,neuron 1699619
1699630,8,8,2,0,2,721.1929756023858,1,fragment,0,1,1,0,neuron 1699631
1699657,51,60,4,1,3,3538.636211799769,1,fragment,0,0,0,0,Neuron 1699658
1699721,25,25,2,0,2,1538.1305576311397,1,fragment,0,0,0,0,Neuron 1699722
1699907,91,158,8,3,5,8377.560209392337,1,fragment,0,4,4,0,Neuron 1699908
1700071,1657,2313,50,24,26,200973.0670901048,1,fragment,9,7,16,0,fragment  1700072
1700117,3,11,2,0,2,1861.0929373272652,1,fragment,0,0,0,0,Neuron 1700118
1700227,2,72,1,0,2,3087.0928213843804,1,fragment,0,0,0,0,neuron 1700228
1700249,7,7,1,0,2,297.3486335449158,1,fragment,0,0,0,0,neuron 1700250
1700365,5,12,4,1,3,1727.85957063821,1,fragment,0,1,1,0,fragment 1700366
1700415,2,11,3,1,3,1465.8398396315563,1,fragment,0,0,0,0,neuron 1700416
1700509,13,36,6,2,4,4041.557579807199,1,fragment,0,2,2,0,SHORTNOSOMAneuron 1700510
1700587,8,8,1,0,2,879.2475037134659,1,fragment,0,0,0,0,Neuron 1700588
1700613,3,3,1,0,2,239.7144215242236,1,fragment,0,0,0,0,neuron 1700614
1700625,39,46,6,2,4,3444.271464069782,1,fragment,0,1,1,0,SHORTNOSOMAneuron 1700626
1700666,1,2,1,0,2,78.47708873785437,1,fragment,0,0,0,0,neuron 1700667
1700893,1,8,1,0,2,2674.7975047583764,1,fragment,0,0,0,0,neuron 1700894
1701076,1,36,1,0,2,1958.001677127288,1,fragment,0,0,0,0,neuron 1701077
1701081,33,33,1,0,2,1620.7831447144956,1,fragment,0,0,0,0,neuron 1701082
1701087,3,5,2,0,2,2795.0674380647733,1,fragment,0,0,0,0,Neuron 1701088
1701103,1,3,1,0,2,132.9415792829472,1,fragment,0,0,0,0,neuron 1701104
1701110,7,7,1,0,2,1104.0022232850874,1,fragment,0,0,0,0,neuron 1701111
1701135,2,2,1,0,2,13.298098907610193,1,fragment,0,0,0,0,neuron 1701136
1701141,6,9,2,0,2,2886.048687682602,1,fragment,0,0,0,0,neuron 1701142
1701171,3,8,2,0,2,633.8105592378123,1,fragment,0,0,0,0,neuron 1701172
1701175,3,4,2,0,2,137.80852162992093,1,fragment,0,0,0,0,neuron 1701176
1701179,4,4,1,0,2,182.81718107164463,1,fragment,0,0,0,0,neuron 1701180
1701183,4,4,1,0,2,198.83524203905503,1,fragment,0,0,0,0,neuron 1701184
1701187,4,7,2,0,2,538.9619804992203,1,fragment,0,0,0,0,neuron 1701188
1701191,4,8,2,0,2,502.45949217289143,1,fragment,0,0,0,0,neuron 1701192
1701203,1,2,1,0,2,0.068080427022995,1,fragment,0,0,0,0,neuron 1701204
1701207,2,2,1,0,2,0.07047677466614681,1,fragment,0,0,0,0,neuron 1701208
1701215,1,2,1,0,2,0.02202475449906494,1,fragment,0,0,0,0,neuron 1701216
1701223,3,7,2,0,2,552.6326971045037,1,fragment,0,0,0,0,neuron 1701224
1701249,7,7,1,0,2,11244.115781880955,1,fragment,0,0,0,0,Neuron 1701250
1701267,9,9,1,0,2,461.8600163623955,1,fragment,0,0,0,0,neuron 1701268
1701291,4,4,1,0,2,165.37662466034672,1,fragment,0,0,0,0,neuron 1701292
1701296,13,13,1,0,2,640.5298042727082,1,fragment,0,0,0,0,neuron 1701297
1701301,11,11,1,0,2,505.8251508135865,1,fragment,0,0,0,0,neuron 1701302
1701306,11,11,1,0,2,848.8382542403355,1,fragment,0,0,0,0,neuron 1701307
1701311,8,8,1,0,2,407.01382171711225,1,fragment,0,0,0,0,neuron 1701312
1701316,5,5,1,0,2,176.43525266741577,1,fragment,0,0,0,0,neuron 1701317
1701327,3,3,1,0,2,101.8213930044056,1,fragment,0,0,0,0,neuron 1701328
1701359,36,36,1,0,2,1460.8944432789178,1,fragment,0,0,0,0,neuron 1701360
1701363,90,90,1,0,2,3631.244362510547,1,fragment,0,0,0,0,neuron 1701364
1701368,47,47,1,0,2,2031.7542384936892,1,fragment,0,0,0,0,neuron 1701369
1701372,4,4,1,0,2,121.05353038431636,1,fragment,0,0,0,0,neuron 1701373
1701377,29,29,1,0,2,1215.2775605482927,1,fragment,0,0,0,0,neuron 1701378
1701382,11,11,1,0,2,1382.0803315157962,1,fragment,0,0,0,0,neuron 1701383
1701387,27,27,1,0,2,1212.621056213602,1,fragment,0,0,0,0,neuron 1701388
1701429,24,24,1,0,2,979.8836710265764,1,fragment,0,0,0,0,neuron 1701430
1701434,11,12,1,0,2,1003.9318232721764,1,fragment,0,0,0,0,neuron 1701435
1701448,47,47,1,0,2,2053.80246978801,1,fragment,0,0,0,0,neuron 1701449
1701453,16,16,1,0,2,671.6666233449869,1,fragment,0,0,0,0,neuron 1701454
1701458,4,4,1,0,2,128.25051889587274,1,fragment,0,0,0,0,neuron 1701459
1701463,12,12,1,0,2,453.3629877840575,1,fragment,0,0,0,0,neuron 1701464
1701477,4,5,1,0,2,490.7604817565266,1,fragment,0,0,0,0,neuron 1701478
1701485,24,30,3,1,3,3638.871212046473,1,fragment,0,0,0,0,neuron 1701486
1701510,23,25,3,1,3,2501.325875080104,1,fragment,0,0,0,0,neuron 1701511
1701520,4,4,1,0,2,161.18292264181133,1,fragment,0,0,0,0,neuron 1701521
1701569,2,2,1,0,2,0.02018656341917249,1,fragment,0,0,0,0,neuron 1701570
1701573,2,2,1,0,2,0.03349762569155185,1,fragment,0,0,0,0,neuron 1701574
1701577,2,2,1,0,2,0.04454625044066325,1,fragment,0,0,0,0,neuron 1701578
1701585,1,2,1,0,2,0.08461147237954175,1,fragment,0,0,0,0,neuron 1701586
1701589,1,2,1,0,2,0.04420121836156696,1,fragment,0,0,0,0,neuron 1701590
1701597,1,2,1,0,2,0.03417491770783494,1,fragment,0,0,0,0,neuron 1701598
1701601,2,2,1,0,2,0.11465322569829942,1,fragment,0,0,0,0,neuron 1701602
1701605,1,2,1,0,2,0.00787278226052476,1,fragment,0,0,0,0,neuron 1701606
1701609,2,2,1,0,2,0.00469305712459199,1,fragment,0,0,0,0,neuron 1701610
1701613,2,2,1,0,2,0.0553900372754182,1,fragment,0,0,0,0,neuron 1701614
1701617,2,2,1,0,2,0.07080626923202331,1,fragment,0,0,0,0,neuron 1701618
1701699,6,6,1,0,2,431.9014780793914,1,fragment,0,0,0,0,Neuron 1701700
1701757,7,11,2,0,2,343.85265567916434,1,fragment,0,0,0,0,Neuron 1701758
1701769,2,2,1,0,2,79.348321218107,1,fragment,0,0,0,0,neuron 1701770
1701773,1,2,1,0,2,79.65895764062033,1,fragment,0,0,0,0,neuron 1701774
1701777,2,2,1,0,2,78.85608707723581,1,fragment,0,0,0,0,neuron 1701778
1701781,6,6,1,0,2,304.79855124572515,1,fragment,0,0,0,0,Neuron 1701782
1701964,5,5,1,0,2,948.0590530632596,1,fragment,0,0,0,0,neuron 1701965
1702013,2,7,2,0,2,2456.929539375978,1,fragment,0,0,0,0,neuron 1702014
1702017,6,6,1,0,2,2382.96350700828,1,fragment,0,0,0,0,neuron 1702018
1702033,1,7,1,0,2,289.69739349641844,1,fragment,0,0,0,0,neuron 1702034
