neuron;radius;sholl;side
PRC;1;2,87942802921341e+00;left
PRC;2;2,74577989445436e+00;left
PRC;3;2,60166341145226e+00;left
PRC;4;2,39890425412941e+00;left
PRC;5;1,98158359225709e+00;left
PRC;6;1,56370861474577e+00;left
PRC;7;1,19750168969022e+00;left
PRC;8;1,03335132427951e+00;left
PRC;9;1,03804112633048e+00;left
PRC;10;1,08333333333333e+00;left
PRC;11;1,11194987819643e+00;left
PRC;12;1,12393573828522e+00;left
PRC;13;1,12350298309337e+00;left
PRC;14;1,09679372164603e+00;left
PRC;15;1,08546185676289e+00;left
PRC;16;1,06561589816152e+00;left
PRC;17;1,08910988578180e+00;left
PRC;18;1,17031469568558e+00;left
PRC;19;1,31774442159108e+00;left
PRC;20;1,48332433786024e+00;left
PRC;21;1,69788946751662e+00;left
PRC;22;1,94806573016498e+00;left
PRC;23;2,08671514497299e+00;left
PRC;24;2,21986394954755e+00;left
PRC;25;2,26155310489694e+00;left
PRC;26;2,22689379020612e+00;left
PRC;27;2,26155310489694e+00;left
PRC;28;2,31991792238609e+00;left
PRC;29;2,35977637740143e+00;left
PRC;30;2,32794455871126e+00;left
PRC;31;2,24705094355219e+00;left
PRC;32;2,14382667425204e+00;left
PRC;33;1,99821427703140e+00;left
PRC;34;1,76450216134475e+00;left
PRC;35;1,44342090547946e+00;left
PRC;36;1,15259726051376e+00;left
PRC;37;1,02136546419072e+00;left
PRC;38;9,46369961927268e-01;left
PRC;39;8,32246582935831e-01;left
PRC;40;6,82255578408918e-01;left
PRC;41;5,14114383518348e-01;left
PRC;42;3,41671164403210e-01;left
PRC;43;1,98931240548675e-01;left
PRC;44;9,74477168516817e-02;left
PRC;45;2,50134932096334e-02;left
PRC;46;0,00000000000000e+00;left
PRC;47;0,00000000000000e+00;left
PRC;48;0,00000000000000e+00;left
PRC;49;0,00000000000000e+00;left
PRC;50;0,00000000000000e+00;left
PRC;51;0,00000000000000e+00;left
PRC;52;0,00000000000000e+00;left
PRC;53;0,00000000000000e+00;left
PRC;54;0,00000000000000e+00;left
PRC;55;0,00000000000000e+00;left
PRC;56;0,00000000000000e+00;left
PRC;57;0,00000000000000e+00;left
PRC;58;0,00000000000000e+00;left
PRC;59;0,00000000000000e+00;left
PRC;60;0,00000000000000e+00;left
PRC;61;0,00000000000000e+00;left
PRC;62;0,00000000000000e+00;left
PRC;63;0,00000000000000e+00;left
PRC;64;0,00000000000000e+00;left
PRC;65;0,00000000000000e+00;left
PRC;66;0,00000000000000e+00;left
PRC;67;0,00000000000000e+00;left
PRC;68;0,00000000000000e+00;left
PRC;69;0,00000000000000e+00;left
PRC;70;0,00000000000000e+00;left
PRC;71;0,00000000000000e+00;left
PRC;72;0,00000000000000e+00;left
PRC;73;0,00000000000000e+00;left
PRC;74;0,00000000000000e+00;left
PRC;75;0,00000000000000e+00;left
PRC;76;0,00000000000000e+00;left
PRC;77;0,00000000000000e+00;left
PRC;78;0,00000000000000e+00;left
PRC;79;0,00000000000000e+00;left
PRC;80;0,00000000000000e+00;left
PRC;81;0,00000000000000e+00;left
PRC;82;0,00000000000000e+00;left
PRC;83;0,00000000000000e+00;left
PRC;84;0,00000000000000e+00;left
PRC;85;0,00000000000000e+00;left
PRC;86;0,00000000000000e+00;left
PRC;87;0,00000000000000e+00;left
PRC;88;0,00000000000000e+00;left
PRC;89;0,00000000000000e+00;left
PRC;90;0,00000000000000e+00;left
PRC;91;0,00000000000000e+00;left
PRC;92;0,00000000000000e+00;left
PRC;93;0,00000000000000e+00;left
PRC;94;0,00000000000000e+00;left
PRC;95;0,00000000000000e+00;left
PRC;96;0,00000000000000e+00;left
PRC;97;0,00000000000000e+00;left
PRC;98;0,00000000000000e+00;left
PRC;99;0,00000000000000e+00;left
PRC;100;0,00000000000000e+00;left
PRC;101;0,00000000000000e+00;left
PRC;102;0,00000000000000e+00;left
PRC;103;0,00000000000000e+00;left
PRC;104;0,00000000000000e+00;left
PRC;105;0,00000000000000e+00;left
PRC;106;0,00000000000000e+00;left
PRC;107;0,00000000000000e+00;left
PRC;108;0,00000000000000e+00;left
PRC;109;0,00000000000000e+00;left
PRC;110;0,00000000000000e+00;left
PRC;111;0,00000000000000e+00;left
PRC;112;0,00000000000000e+00;left
PRC;113;0,00000000000000e+00;left
PRC;114;0,00000000000000e+00;left
PRC;115;0,00000000000000e+00;left
PRC;116;0,00000000000000e+00;left
PRC;117;0,00000000000000e+00;left
PRC;118;0,00000000000000e+00;left
PRC;119;0,00000000000000e+00;left
PRC;120;0,00000000000000e+00;left
PRC;121;0,00000000000000e+00;left
PRC;122;0,00000000000000e+00;left
PRC;123;0,00000000000000e+00;left
PRC;124;0,00000000000000e+00;left
PRC;125;0,00000000000000e+00;left
PRC;126;0,00000000000000e+00;left
PRC;127;0,00000000000000e+00;left
PRC;128;0,00000000000000e+00;left
PRC;129;0,00000000000000e+00;left
PRC;130;0,00000000000000e+00;left
PRC;131;0,00000000000000e+00;left
PRC;132;0,00000000000000e+00;left
PRC;133;0,00000000000000e+00;left
PRC;134;0,00000000000000e+00;left
PRC;135;0,00000000000000e+00;left
PRC;136;0,00000000000000e+00;left
PRC;137;0,00000000000000e+00;left
PRC;138;0,00000000000000e+00;left
PRC;139;0,00000000000000e+00;left
PRC;140;0,00000000000000e+00;left
PRC;141;0,00000000000000e+00;left
PRC;142;0,00000000000000e+00;left
PRC;143;0,00000000000000e+00;left
PRC;144;0,00000000000000e+00;left
PRC;145;0,00000000000000e+00;left
PRC;146;0,00000000000000e+00;left
PRC;147;0,00000000000000e+00;left
PRC;148;0,00000000000000e+00;left
PRC;149;0,00000000000000e+00;left
PRC;150;0,00000000000000e+00;left
PRC;151;0,00000000000000e+00;left
PRC;152;0,00000000000000e+00;left
PRC;153;0,00000000000000e+00;left
PRC;154;0,00000000000000e+00;left
PRC;155;0,00000000000000e+00;left
PRC;156;0,00000000000000e+00;left
PRC;157;0,00000000000000e+00;left
PRC;158;0,00000000000000e+00;left
PRC;159;0,00000000000000e+00;left
PRC;160;0,00000000000000e+00;left
PRC;161;0,00000000000000e+00;left
PRC;162;0,00000000000000e+00;left
PRC;163;0,00000000000000e+00;left
PRC;164;0,00000000000000e+00;left
PRC;165;0,00000000000000e+00;left
PRC;166;0,00000000000000e+00;left
PRC;167;0,00000000000000e+00;left
PRC;168;0,00000000000000e+00;left
PRC;169;0,00000000000000e+00;left
PRC;170;0,00000000000000e+00;left
PRC;171;0,00000000000000e+00;left
PRC;172;0,00000000000000e+00;left
PRC;173;0,00000000000000e+00;left
PRC;174;0,00000000000000e+00;left
PRC;175;0,00000000000000e+00;left
PRC;176;0,00000000000000e+00;left
PRC;177;0,00000000000000e+00;left
PRC;178;0,00000000000000e+00;left
PRC;179;0,00000000000000e+00;left
PRC;180;0,00000000000000e+00;left
IN1;1;2,39702361124997e+00;left
IN1;2;2,07694176431031e+00;left
IN1;3;1,77229649129901e+00;left
IN1;4;1,46264058465713e+00;left
IN1;5;1,30516242906948e+00;left
IN1;6;1,28358204600820e+00;left
IN1;7;1,35383134217321e+00;left
IN1;8;1,56884162618704e+00;left
IN1;9;1,97280352428048e+00;left
IN1;10;2,25939346199291e+00;left
IN1;11;2,48765188977871e+00;left
IN1;12;2,61397167155340e+00;left
IN1;13;2,93132029232856e+00;left
IN1;14;3,48869050223914e+00;left
IN1;15;3,91734862077517e+00;left
IN1;16;4,13485916006593e+00;left
IN1;17;4,23898297667498e+00;left
IN1;18;4,27232652108587e+00;left
IN1;19;4,32506527796012e+00;left
IN1;20;4,27232652108587e+00;left
IN1;21;4,01886423643021e+00;left
IN1;22;3,41072454888918e+00;left
IN1;23;2,73539013609908e+00;left
IN1;24;2,02626580893615e+00;left
IN1;25;1,79396087698569e+00;left
IN1;26;2,04159117762899e+00;left
IN1;27;2,42458827476551e+00;left
IN1;28;2,97895059297186e+00;left
IN1;29;3,36873368050997e+00;left
IN1;30;3,75486995463364e+00;left
IN1;31;4,35904774408122e+00;left
IN1;32;5,06003238370312e+00;left
IN1;33;5,71474041982116e+00;left
IN1;34;5,87211062973174e+00;left
IN1;35;5,24345251119572e+00;left
IN1;36;4,07128790862544e+00;left
IN1;37;2,92528116931425e+00;left
IN1;38;2,15904774408122e+00;left
IN1;39;1,78978308753811e+00;left
IN1;40;1,68150482108733e+00;left
IN1;41;1,49848438434496e+00;left
IN1;42;1,35893979840415e+00;left
IN1;43;1,12360363514361e+00;left
IN1;44;8,82543433547766e-01;left
IN1;45;6,40021589135413e-01;left
IN1;46;4,60032383703119e-01;left
IN1;47;3,73842136740916e-01;left
IN1;48;2,63571251440491e-01;left
IN1;49;1,73842136740915e-01;left
IN1;50;6,00323837031196e-02;left
IN1;51;0,00000000000000e+00;left
IN1;52;0,00000000000000e+00;left
IN1;53;0,00000000000000e+00;left
IN1;54;0,00000000000000e+00;left
IN1;55;0,00000000000000e+00;left
IN1;56;0,00000000000000e+00;left
IN1;57;0,00000000000000e+00;left
IN1;58;0,00000000000000e+00;left
IN1;59;0,00000000000000e+00;left
IN1;60;0,00000000000000e+00;left
IN1;61;0,00000000000000e+00;left
IN1;62;0,00000000000000e+00;left
IN1;63;0,00000000000000e+00;left
IN1;64;0,00000000000000e+00;left
IN1;65;0,00000000000000e+00;left
IN1;66;0,00000000000000e+00;left
IN1;67;0,00000000000000e+00;left
IN1;68;0,00000000000000e+00;left
IN1;69;0,00000000000000e+00;left
IN1;70;0,00000000000000e+00;left
IN1;71;0,00000000000000e+00;left
IN1;72;0,00000000000000e+00;left
IN1;73;0,00000000000000e+00;left
IN1;74;0,00000000000000e+00;left
IN1;75;0,00000000000000e+00;left
IN1;76;0,00000000000000e+00;left
IN1;77;0,00000000000000e+00;left
IN1;78;0,00000000000000e+00;left
IN1;79;0,00000000000000e+00;left
IN1;80;0,00000000000000e+00;left
IN1;81;0,00000000000000e+00;left
IN1;82;0,00000000000000e+00;left
IN1;83;0,00000000000000e+00;left
IN1;84;0,00000000000000e+00;left
IN1;85;0,00000000000000e+00;left
IN1;86;0,00000000000000e+00;left
IN1;87;0,00000000000000e+00;left
IN1;88;0,00000000000000e+00;left
IN1;89;0,00000000000000e+00;left
IN1;90;0,00000000000000e+00;left
IN1;91;0,00000000000000e+00;left
IN1;92;0,00000000000000e+00;left
IN1;93;0,00000000000000e+00;left
IN1;94;0,00000000000000e+00;left
IN1;95;0,00000000000000e+00;left
IN1;96;0,00000000000000e+00;left
IN1;97;0,00000000000000e+00;left
IN1;98;0,00000000000000e+00;left
IN1;99;0,00000000000000e+00;left
IN1;100;0,00000000000000e+00;left
IN1;101;0,00000000000000e+00;left
IN1;102;0,00000000000000e+00;left
IN1;103;0,00000000000000e+00;left
IN1;104;0,00000000000000e+00;left
IN1;105;0,00000000000000e+00;left
IN1;106;0,00000000000000e+00;left
IN1;107;0,00000000000000e+00;left
IN1;108;0,00000000000000e+00;left
IN1;109;0,00000000000000e+00;left
IN1;110;0,00000000000000e+00;left
IN1;111;0,00000000000000e+00;left
IN1;112;0,00000000000000e+00;left
IN1;113;0,00000000000000e+00;left
IN1;114;0,00000000000000e+00;left
IN1;115;0,00000000000000e+00;left
IN1;116;0,00000000000000e+00;left
IN1;117;0,00000000000000e+00;left
IN1;118;0,00000000000000e+00;left
IN1;119;0,00000000000000e+00;left
IN1;120;0,00000000000000e+00;left
IN1;121;0,00000000000000e+00;left
IN1;122;0,00000000000000e+00;left
IN1;123;0,00000000000000e+00;left
IN1;124;0,00000000000000e+00;left
IN1;125;0,00000000000000e+00;left
IN1;126;0,00000000000000e+00;left
IN1;127;0,00000000000000e+00;left
IN1;128;0,00000000000000e+00;left
IN1;129;0,00000000000000e+00;left
IN1;130;0,00000000000000e+00;left
IN1;131;0,00000000000000e+00;left
IN1;132;0,00000000000000e+00;left
IN1;133;0,00000000000000e+00;left
IN1;134;0,00000000000000e+00;left
IN1;135;0,00000000000000e+00;left
IN1;136;0,00000000000000e+00;left
IN1;137;0,00000000000000e+00;left
IN1;138;0,00000000000000e+00;left
IN1;139;0,00000000000000e+00;left
IN1;140;0,00000000000000e+00;left
IN1;141;0,00000000000000e+00;left
IN1;142;0,00000000000000e+00;left
IN1;143;0,00000000000000e+00;left
IN1;144;0,00000000000000e+00;left
IN1;145;0,00000000000000e+00;left
IN1;146;0,00000000000000e+00;left
IN1;147;0,00000000000000e+00;left
IN1;148;0,00000000000000e+00;left
IN1;149;0,00000000000000e+00;left
IN1;150;0,00000000000000e+00;left
IN1;151;0,00000000000000e+00;left
IN1;152;0,00000000000000e+00;left
IN1;153;0,00000000000000e+00;left
IN1;154;0,00000000000000e+00;left
IN1;155;0,00000000000000e+00;left
IN1;156;0,00000000000000e+00;left
IN1;157;0,00000000000000e+00;left
IN1;158;0,00000000000000e+00;left
IN1;159;0,00000000000000e+00;left
IN1;160;0,00000000000000e+00;left
IN1;161;0,00000000000000e+00;left
IN1;162;0,00000000000000e+00;left
IN1;163;0,00000000000000e+00;left
IN1;164;0,00000000000000e+00;left
IN1;165;0,00000000000000e+00;left
IN1;166;0,00000000000000e+00;left
IN1;167;0,00000000000000e+00;left
IN1;168;0,00000000000000e+00;left
IN1;169;0,00000000000000e+00;left
IN1;170;0,00000000000000e+00;left
IN1;171;0,00000000000000e+00;left
IN1;172;0,00000000000000e+00;left
IN1;173;0,00000000000000e+00;left
IN1;174;0,00000000000000e+00;left
IN1;175;0,00000000000000e+00;left
IN1;176;0,00000000000000e+00;left
IN1;177;0,00000000000000e+00;left
IN1;178;0,00000000000000e+00;left
IN1;179;0,00000000000000e+00;left
IN1;180;0,00000000000000e+00;left
INton;1;1,92267983372940e+00;left
INton;2;1,70765188076697e+00;left
INton;3;1,53482689971311e+00;left
INton;4;1,35643954312722e+00;left
INton;5;1,33714790016484e+00;left
INton;6;1,38457835543302e+00;left
INton;7;1,29364141613058e+00;left
INton;8;1,25638557028868e+00;left
INton;9;1,24361442971132e+00;left
INton;10;1,30641255670795e+00;left
INton;11;1,42183420127493e+00;left
INton;12;1,52813881230581e+00;left
INton;13;1,76550260382478e+00;left
INton;14;2,27567721325106e+00;left
INton;15;2,77434977316821e+00;left
INton;16;3,26263620848103e+00;left
INton;17;3,10890114218196e+00;left
INton;18;2,67821977156361e+00;left
INton;19;2,41298703193150e+00;left
INton;20;2,52188817411346e+00;left
INton;21;2,92808483946727e+00;left
INton;22;3,05887415576269e+00;left
INton;23;2,88457835543302e+00;left
INton;24;2,62194214695199e+00;left
INton;25;2,46274415415810e+00;left
INton;26;2,17429580032967e+00;left
INton;27;1,91923767012384e+00;left
INton;28;1,52188817411346e+00;left
INton;29;1,32178022843639e+00;left
INton;30;1,40646652954648e+00;left
INton;31;1,55002698641927e+00;left
INton;32;1,77175324201713e+00;left
INton;33;1,84991904074220e+00;left
INton;34;1,69358744329205e+00;left
INton;35;1,68474027394862e+00;left
INton;36;1,90646652954648e+00;left
INton;37;2,18706694090704e+00;left
INton;38;2,39994602716147e+00;left
INton;39;2,60657447522355e+00;left
INton;40;2,88457835543303e+00;left
INton;41;3,27434977316821e+00;left
INton;42;3,75378903913760e+00;left
INton;43;3,57424182749114e+00;left
INton;44;3,12167228275932e+00;left
INton;45;2,44112584423731e+00;left
INton;46;1,66544863098624e+00;left
INton;47;1,30641255670795e+00;left
INton;48;1,05002698641927e+00;left
INton;49;7,71753242017124e-01;left
INton;50;4,99999999999997e-01;left
INton;51;2,28246757982873e-01;left
INton;52;5,00269864192668e-02;left
INton;53;0,00000000000000e+00;left
INton;54;0,00000000000000e+00;left
INton;55;0,00000000000000e+00;left
INton;56;0,00000000000000e+00;left
INton;57;0,00000000000000e+00;left
INton;58;0,00000000000000e+00;left
INton;59;0,00000000000000e+00;left
INton;60;0,00000000000000e+00;left
INton;61;0,00000000000000e+00;left
INton;62;0,00000000000000e+00;left
INton;63;0,00000000000000e+00;left
INton;64;0,00000000000000e+00;left
INton;65;0,00000000000000e+00;left
INton;66;0,00000000000000e+00;left
INton;67;0,00000000000000e+00;left
INton;68;0,00000000000000e+00;left
INton;69;0,00000000000000e+00;left
INton;70;0,00000000000000e+00;left
INton;71;0,00000000000000e+00;left
INton;72;0,00000000000000e+00;left
INton;73;0,00000000000000e+00;left
INton;74;0,00000000000000e+00;left
INton;75;0,00000000000000e+00;left
INton;76;0,00000000000000e+00;left
INton;77;0,00000000000000e+00;left
INton;78;0,00000000000000e+00;left
INton;79;0,00000000000000e+00;left
INton;80;0,00000000000000e+00;left
INton;81;0,00000000000000e+00;left
INton;82;0,00000000000000e+00;left
INton;83;0,00000000000000e+00;left
INton;84;0,00000000000000e+00;left
INton;85;0,00000000000000e+00;left
INton;86;0,00000000000000e+00;left
INton;87;0,00000000000000e+00;left
INton;88;0,00000000000000e+00;left
INton;89;0,00000000000000e+00;left
INton;90;0,00000000000000e+00;left
INton;91;0,00000000000000e+00;left
INton;92;0,00000000000000e+00;left
INton;93;0,00000000000000e+00;left
INton;94;0,00000000000000e+00;left
INton;95;0,00000000000000e+00;left
INton;96;0,00000000000000e+00;left
INton;97;0,00000000000000e+00;left
INton;98;0,00000000000000e+00;left
INton;99;0,00000000000000e+00;left
INton;100;0,00000000000000e+00;left
INton;101;0,00000000000000e+00;left
INton;102;0,00000000000000e+00;left
INton;103;0,00000000000000e+00;left
INton;104;0,00000000000000e+00;left
INton;105;0,00000000000000e+00;left
INton;106;0,00000000000000e+00;left
INton;107;0,00000000000000e+00;left
INton;108;0,00000000000000e+00;left
INton;109;0,00000000000000e+00;left
INton;110;0,00000000000000e+00;left
INton;111;0,00000000000000e+00;left
INton;112;0,00000000000000e+00;left
INton;113;0,00000000000000e+00;left
INton;114;0,00000000000000e+00;left
INton;115;0,00000000000000e+00;left
INton;116;0,00000000000000e+00;left
INton;117;0,00000000000000e+00;left
INton;118;0,00000000000000e+00;left
INton;119;0,00000000000000e+00;left
INton;120;0,00000000000000e+00;left
INton;121;0,00000000000000e+00;left
INton;122;0,00000000000000e+00;left
INton;123;0,00000000000000e+00;left
INton;124;0,00000000000000e+00;left
INton;125;0,00000000000000e+00;left
INton;126;0,00000000000000e+00;left
INton;127;0,00000000000000e+00;left
INton;128;0,00000000000000e+00;left
INton;129;0,00000000000000e+00;left
INton;130;0,00000000000000e+00;left
INton;131;0,00000000000000e+00;left
INton;132;0,00000000000000e+00;left
INton;133;0,00000000000000e+00;left
INton;134;0,00000000000000e+00;left
INton;135;0,00000000000000e+00;left
INton;136;0,00000000000000e+00;left
INton;137;0,00000000000000e+00;left
INton;138;0,00000000000000e+00;left
INton;139;0,00000000000000e+00;left
INton;140;0,00000000000000e+00;left
INton;141;0,00000000000000e+00;left
INton;142;0,00000000000000e+00;left
INton;143;0,00000000000000e+00;left
INton;144;0,00000000000000e+00;left
INton;145;0,00000000000000e+00;left
INton;146;0,00000000000000e+00;left
INton;147;0,00000000000000e+00;left
INton;148;0,00000000000000e+00;left
INton;149;0,00000000000000e+00;left
INton;150;0,00000000000000e+00;left
INton;151;0,00000000000000e+00;left
INton;152;0,00000000000000e+00;left
INton;153;0,00000000000000e+00;left
INton;154;0,00000000000000e+00;left
INton;155;0,00000000000000e+00;left
INton;156;0,00000000000000e+00;left
INton;157;0,00000000000000e+00;left
INton;158;0,00000000000000e+00;left
INton;159;0,00000000000000e+00;left
INton;160;0,00000000000000e+00;left
INton;161;0,00000000000000e+00;left
INton;162;0,00000000000000e+00;left
INton;163;0,00000000000000e+00;left
INton;164;0,00000000000000e+00;left
INton;165;0,00000000000000e+00;left
INton;166;0,00000000000000e+00;left
INton;167;0,00000000000000e+00;left
INton;168;0,00000000000000e+00;left
INton;169;0,00000000000000e+00;left
INton;170;0,00000000000000e+00;left
INton;171;0,00000000000000e+00;left
INton;172;0,00000000000000e+00;left
INton;173;0,00000000000000e+00;left
INton;174;0,00000000000000e+00;left
INton;175;0,00000000000000e+00;left
INton;176;0,00000000000000e+00;left
INton;177;0,00000000000000e+00;left
INton;178;0,00000000000000e+00;left
INton;179;0,00000000000000e+00;left
INton;180;0,00000000000000e+00;left
INpreSer;1;3,45414285949434e+00;left
INpreSer;2;3,01230102960118e+00;left
INpreSer;3;2,59742539182661e+00;left
INpreSer;4;2,10005397283853e+00;left
INpreSer;5;2,24388429390399e+00;left
INpreSer;6;3,09486091053637e+00;left
INpreSer;7;3,53565854156638e+00;left
INpreSer;8;3,62532638980059e+00;left
INpreSer;9;2,68733680509970e+00;left
INpreSer;10;1,71287908625443e+00;left
INpreSer;11;1,20010794567707e+00;left
INpreSer;12;1,00000000000000e+00;left
INpreSer;13;1,00000000000000e+00;left
INpreSer;14;1,00000000000000e+00;left
INpreSer;15;1,00000000000000e+00;left
INpreSer;16;1,00000000000000e+00;left
INpreSer;17;1,00000000000000e+00;left
INpreSer;18;1,20010794567707e+00;left
INpreSer;19;1,61282511341590e+00;left
INpreSer;20;1,83062739777982e+00;left
INpreSer;21;1,79989205432293e+00;left
INpreSer;22;1,45649351596575e+00;left
INpreSer;23;1,40021589135413e+00;left
INpreSer;24;2,06931862938165e+00;left
INpreSer;25;2,73057342494129e+00;left
INpreSer;26;3,08701296806850e+00;left
INpreSer;27;3,06931862938164e+00;left
INpreSer;28;2,74361442971132e+00;left
INpreSer;29;2,54350648403425e+00;left
INpreSer;30;2,45649351596575e+00;left
INpreSer;31;2,55654748880428e+00;left
INpreSer;32;2,69983808148440e+00;left
INpreSer;33;2,47418785465260e+00;left
INpreSer;34;1,96926465654311e+00;left
INpreSer;35;1,30016191851560e+00;left
INpreSer;36;1,10005397283853e+00;left
INpreSer;37;1,35643954312722e+00;left
INpreSer;38;1,64356045687278e+00;left
INpreSer;39;1,79989205432293e+00;left
INpreSer;40;1,64356045687278e+00;left
INpreSer;41;1,35643954312722e+00;left
INpreSer;42;1,10005397283853e+00;left
INpreSer;43;1,00000000000000e+00;left
INpreSer;44;1,10005397283853e+00;left
INpreSer;45;1,95676338015842e+00;left
INpreSer;46;3,48203579712049e+00;left
INpreSer;47;4,19172027482386e+00;left
INpreSer;48;3,68679707671437e+00;left
INpreSer;49;2,08235963415166e+00;left
INpreSer;50;5,00269864192663e-01;left
INpreSer;51;0,00000000000000e+00;left
INpreSer;52;0,00000000000000e+00;left
INpreSer;53;0,00000000000000e+00;left
INpreSer;54;0,00000000000000e+00;left
INpreSer;55;0,00000000000000e+00;left
INpreSer;56;0,00000000000000e+00;left
INpreSer;57;0,00000000000000e+00;left
INpreSer;58;0,00000000000000e+00;left
INpreSer;59;0,00000000000000e+00;left
INpreSer;60;0,00000000000000e+00;left
INpreSer;61;0,00000000000000e+00;left
INpreSer;62;0,00000000000000e+00;left
INpreSer;63;0,00000000000000e+00;left
INpreSer;64;0,00000000000000e+00;left
INpreSer;65;0,00000000000000e+00;left
INpreSer;66;0,00000000000000e+00;left
INpreSer;67;0,00000000000000e+00;left
INpreSer;68;0,00000000000000e+00;left
INpreSer;69;0,00000000000000e+00;left
INpreSer;70;0,00000000000000e+00;left
INpreSer;71;0,00000000000000e+00;left
INpreSer;72;0,00000000000000e+00;left
INpreSer;73;0,00000000000000e+00;left
INpreSer;74;0,00000000000000e+00;left
INpreSer;75;0,00000000000000e+00;left
INpreSer;76;0,00000000000000e+00;left
INpreSer;77;0,00000000000000e+00;left
INpreSer;78;0,00000000000000e+00;left
INpreSer;79;0,00000000000000e+00;left
INpreSer;80;0,00000000000000e+00;left
INpreSer;81;0,00000000000000e+00;left
INpreSer;82;0,00000000000000e+00;left
INpreSer;83;0,00000000000000e+00;left
INpreSer;84;0,00000000000000e+00;left
INpreSer;85;0,00000000000000e+00;left
INpreSer;86;0,00000000000000e+00;left
INpreSer;87;0,00000000000000e+00;left
INpreSer;88;0,00000000000000e+00;left
INpreSer;89;0,00000000000000e+00;left
INpreSer;90;0,00000000000000e+00;left
INpreSer;91;0,00000000000000e+00;left
INpreSer;92;0,00000000000000e+00;left
INpreSer;93;0,00000000000000e+00;left
INpreSer;94;0,00000000000000e+00;left
INpreSer;95;0,00000000000000e+00;left
INpreSer;96;0,00000000000000e+00;left
INpreSer;97;0,00000000000000e+00;left
INpreSer;98;0,00000000000000e+00;left
INpreSer;99;0,00000000000000e+00;left
INpreSer;100;0,00000000000000e+00;left
INpreSer;101;0,00000000000000e+00;left
INpreSer;102;0,00000000000000e+00;left
INpreSer;103;0,00000000000000e+00;left
INpreSer;104;0,00000000000000e+00;left
INpreSer;105;0,00000000000000e+00;left
INpreSer;106;0,00000000000000e+00;left
INpreSer;107;0,00000000000000e+00;left
INpreSer;108;0,00000000000000e+00;left
INpreSer;109;0,00000000000000e+00;left
INpreSer;110;0,00000000000000e+00;left
INpreSer;111;0,00000000000000e+00;left
INpreSer;112;0,00000000000000e+00;left
INpreSer;113;0,00000000000000e+00;left
INpreSer;114;0,00000000000000e+00;left
INpreSer;115;0,00000000000000e+00;left
INpreSer;116;0,00000000000000e+00;left
INpreSer;117;0,00000000000000e+00;left
INpreSer;118;0,00000000000000e+00;left
INpreSer;119;0,00000000000000e+00;left
INpreSer;120;0,00000000000000e+00;left
INpreSer;121;0,00000000000000e+00;left
INpreSer;122;0,00000000000000e+00;left
INpreSer;123;0,00000000000000e+00;left
INpreSer;124;0,00000000000000e+00;left
INpreSer;125;0,00000000000000e+00;left
INpreSer;126;0,00000000000000e+00;left
INpreSer;127;0,00000000000000e+00;left
INpreSer;128;0,00000000000000e+00;left
INpreSer;129;0,00000000000000e+00;left
INpreSer;130;0,00000000000000e+00;left
INpreSer;131;0,00000000000000e+00;left
INpreSer;132;0,00000000000000e+00;left
INpreSer;133;0,00000000000000e+00;left
INpreSer;134;0,00000000000000e+00;left
INpreSer;135;0,00000000000000e+00;left
INpreSer;136;0,00000000000000e+00;left
INpreSer;137;0,00000000000000e+00;left
INpreSer;138;0,00000000000000e+00;left
INpreSer;139;0,00000000000000e+00;left
INpreSer;140;0,00000000000000e+00;left
INpreSer;141;0,00000000000000e+00;left
INpreSer;142;0,00000000000000e+00;left
INpreSer;143;0,00000000000000e+00;left
INpreSer;144;0,00000000000000e+00;left
INpreSer;145;0,00000000000000e+00;left
INpreSer;146;0,00000000000000e+00;left
INpreSer;147;0,00000000000000e+00;left
INpreSer;148;0,00000000000000e+00;left
INpreSer;149;0,00000000000000e+00;left
INpreSer;150;0,00000000000000e+00;left
INpreSer;151;0,00000000000000e+00;left
INpreSer;152;0,00000000000000e+00;left
INpreSer;153;0,00000000000000e+00;left
INpreSer;154;0,00000000000000e+00;left
INpreSer;155;0,00000000000000e+00;left
INpreSer;156;0,00000000000000e+00;left
INpreSer;157;0,00000000000000e+00;left
INpreSer;158;0,00000000000000e+00;left
INpreSer;159;0,00000000000000e+00;left
INpreSer;160;0,00000000000000e+00;left
INpreSer;161;0,00000000000000e+00;left
INpreSer;162;0,00000000000000e+00;left
INpreSer;163;0,00000000000000e+00;left
INpreSer;164;0,00000000000000e+00;left
INpreSer;165;0,00000000000000e+00;left
INpreSer;166;0,00000000000000e+00;left
INpreSer;167;0,00000000000000e+00;left
INpreSer;168;0,00000000000000e+00;left
INpreSer;169;0,00000000000000e+00;left
INpreSer;170;0,00000000000000e+00;left
INpreSer;171;0,00000000000000e+00;left
INpreSer;172;0,00000000000000e+00;left
INpreSer;173;0,00000000000000e+00;left
INpreSer;174;0,00000000000000e+00;left
INpreSer;175;0,00000000000000e+00;left
INpreSer;176;0,00000000000000e+00;left
INpreSer;177;0,00000000000000e+00;left
INpreSer;178;0,00000000000000e+00;left
INpreSer;179;0,00000000000000e+00;left
INpreSer;180;0,00000000000000e+00;left
cPRC;1;2,21572468539419e+00;left
cPRC;2;2,94702388499293e+00;left
cPRC;3;3,65366901489959e+00;left
cPRC;4;4,36528671247064e+00;left
cPRC;5;4,44970314938806e+00;left
cPRC;6;3,57424182749114e+00;left
