"presynaptic"	"postsynaptic"	"synapses"
"627"	"IN1 left"	"SN-NS4"	0
"628"	"IN1 right"	"SN-NS4"	0
"629"	"IN1 left"	"SN-NS15"	0
"630"	"IN1 right"	"SN-NS15"	0
"631"	"IN1 left"	"SNaant"	0
"632"	"IN1 right"	"SNaant"	0
"633"	"IN1 left"	"SNPDF-pyg"	0
"634"	"IN1 right"	"SNPDF-pyg"	0
"635"	"IN1 left"	"INfoot"	0
"636"	"IN1 right"	"INfoot"	0
"637"	"IN1 left"	"INW"	0
"638"	"IN1 right"	"INW"	0
"639"	"IN1 left"	"INmidL"	0
"640"	"IN1 right"	"INmidL"	0
"641"	"IN1 left"	"INhook"	0
"642"	"IN1 right"	"INhook"	0
"643"	"IN1 left"	"INMBtype6"	0
"644"	"IN1 right"	"INMBtype6"	0
"645"	"IN1 left"	"INMBtype5"	0
"646"	"IN1 right"	"INMBtype5"	0
"647"	"IN1 left"	"INMBtype7"	0
"648"	"IN1 right"	"INMBtype7"	0
"649"	"IN1 left"	"INcross"	0
"650"	"IN1 right"	"INcross"	0
"651"	"IN1 left"	"INpro"	0
"652"	"IN1 right"	"INpro"	0
"653"	"IN1 left"	"INproT2"	0
"654"	"IN1 right"	"INproT2"	0
"655"	"IN1 left"	"INpear"	0
"656"	"IN1 right"	"INpear"	0
"657"	"IN1 left"	"INZ"	0
"658"	"IN1 right"	"INZ"	0
"659"	"IN1 left"	"MNpostv"	0
"660"	"IN1 right"	"MNpostv"	0
"661"	"IN1 left"	"SN-NS22"	0
"662"	"IN1 right"	"SN-NS22"	0
"663"	"IN1 left"	"SN-NS5"	0
"664"	"IN1 right"	"SN-NS5"	0
"665"	"IN1 left"	"SN-NS17"	0
"666"	"IN1 right"	"SN-NS17"	0
"667"	"IN1 left"	"SN-YF5cil"	0
"668"	"IN1 right"	"SN-YF5cil"	0
"669"	"IN1 left"	"SN-NS19"	0
"670"	"IN1 right"	"SN-NS19"	0
"671"	"IN1 left"	"SN-NS20"	0
"672"	"IN1 right"	"SN-NS20"	0
"673"	"IN1 left"	"SN-NS6"	0
"674"	"IN1 right"	"SN-NS6"	0
"675"	"IN1 left"	"SN-NS29"	0
"676"	"IN1 right"	"SN-NS29"	0
"677"	"IN1 left"	"SN-NS27"	0
"678"	"IN1 right"	"SN-NS27"	0
"679"	"IN1 left"	"SN-NS18"	0
"680"	"IN1 right"	"SN-NS18"	0
"681"	"IN1 left"	"SN-NS16"	0
"682"	"IN1 right"	"SN-NS16"	0
"683"	"IN1 left"	"INbigloop"	0
"684"	"IN1 right"	"INbigloop"	0
"685"	"IN1 left"	"SNadNS22"	0
"686"	"IN1 right"	"SNadNS22"	0
"687"	"IN1 left"	"Ser-tr1"	0
"688"	"IN1 right"	"Ser-tr1"	0
"689"	"IN1 left"	"SNFVa"	0
"690"	"IN1 right"	"SNFVa"	0
"691"	"IN1 left"	"INUturn"	0
"692"	"IN1 right"	"INUturn"	0
"693"	"IN1 left"	"INATOpyg"	0
"694"	"IN1 right"	"INATOpyg"	0
"695"	"IN1 left"	"INcomm-Upstairs"	0
"696"	"IN1 right"	"INcomm-Upstairs"	0
"697"	"IN1 left"	"INasc-pyg"	0
"698"	"IN1 right"	"INasc-pyg"	0
"699"	"IN1 left"	"SNblunt"	0
"700"	"IN1 right"	"SNblunt"	0
"701"	"IN1 left"	"INsplitBronto"	0
"702"	"IN1 right"	"INsplitBronto"	0
"703"	"IN1 left"	"INleucoPU"	0
"704"	"IN1 right"	"INleucoPU"	0
"705"	"IN1 left"	"MNladder"	0
"706"	"IN1 right"	"MNladder"	0
"707"	"IN1 left"	"INdecussfoot"	0
"708"	"IN1 right"	"INdecussfoot"	0
"709"	"IN1 left"	"INdecusshook"	0
"710"	"IN1 right"	"INdecusshook"	0
"711"	"IN1 left"	"INpreLadder"	0
"712"	"IN1 right"	"INpreLadder"	0
"713"	"IN1 left"	"INcomm-Upcross"	0
"714"	"IN1 right"	"INcomm-Upcross"	0
"715"	"IN1 left"	"MNacic"	0
"716"	"IN1 right"	"MNacic"	0
"717"	"IN1 left"	"INsplitVent"	0
"718"	"IN1 right"	"INsplitVent"	0
"719"	"IN1 left"	"INcomm-DownL"	0
"720"	"IN1 right"	"INcomm-DownL"	0
"721"	"IN1 left"	"MNarm"	0
"722"	"IN1 right"	"MNarm"	0
"723"	"IN1 left"	"INlasso-postSN"	0
"724"	"IN1 right"	"INlasso-postSN"	0
"725"	"IN1 left"	"MNantacic"	0
"726"	"IN1 right"	"MNantacic"	0
"727"	"IN1 left"	"MNpostacic"	0
"728"	"IN1 right"	"MNpostacic"	0
"729"	"IN1 left"	"SN-DLSO1.3"	0
"730"	"IN1 right"	"SN-DLSO1.3"	0
"731"	"IN1 left"	"MNakro"	0
"732"	"IN1 right"	"MNakro"	0
"733"	"IN1 left"	"MNchae"	0
"734"	"IN1 right"	"MNchae"	0
"735"	"IN1 left"	"MNgland-head"	0
"736"	"IN1 right"	"MNgland-head"	0
"737"	"IN1 left"	"SNstiff"	0
"738"	"IN1 right"	"SNstiff"	0
"739"	"IN1 left"	"SNbronto"	0
"740"	"IN1 right"	"SNbronto"	0
"741"	"IN1 left"	"INcommascFV"	0
"742"	"IN1 right"	"INcommascFV"	0
"743"	"IN1 left"	"SNpygM"	0
"744"	"IN1 right"	"SNpygM"	0
"745"	"IN1 left"	"INR1"	0
"746"	"IN1 right"	"INR1"	0
"747"	"IN1 left"	"SN-DLSO1.1NP"	0
"748"	"IN1 right"	"SN-DLSO1.1NP"	0
"749"	"IN1 left"	"SN-DLSO1.1"	0
"750"	"IN1 right"	"SN-DLSO1.1"	0
"751"	"IN1 left"	"INmus"	0
"752"	"IN1 right"	"INmus"	0
"753"	"IN1 left"	"INdescLuqinPDF"	0
"754"	"IN1 right"	"INdescLuqinPDF"	0
"755"	"IN1 left"	"INcosplit"	0
"756"	"IN1 right"	"INcosplit"	0
"757"	"IN1 left"	"INcommdescFVa"	0
"758"	"IN1 right"	"INcommdescFVa"	0
"759"	"IN1 left"	"MNheadV"	0
"760"	"IN1 right"	"MNheadV"	0
"761"	"IN1 left"	"INsqNSasym"	0
"762"	"IN1 right"	"INsqNSasym"	0
"763"	"IN1 left"	"INbiaxHmid"	0
"764"	"IN1 right"	"INbiaxHmid"	0
"765"	"IN1 left"	"MNantelope"	0
"766"	"IN1 right"	"MNantelope"	0
"767"	"IN1 left"	"MNsmile"	0
"768"	"IN1 right"	"MNsmile"	0
"769"	"IN1 left"	"INhorn"	0
"770"	"IN1 right"	"INhorn"	0
"771"	"IN1 left"	"INMBPDF"	0
"772"	"IN1 right"	"INMBPDF"	0
"773"	"IN1 left"	"INMBdescFMRF"	0
"774"	"IN1 right"	"INMBdescFMRF"	0
"775"	"IN1 left"	"INDLSO"	0
"776"	"IN1 right"	"INDLSO"	0
"777"	"IN1 left"	"SNtorii"	0
"778"	"IN1 right"	"SNtorii"	0
"779"	"IN1 left"	"INexsn"	0
"780"	"IN1 right"	"INexsn"	0
"781"	"IN1 left"	"MBmouth"	0
"782"	"IN1 right"	"MBmouth"	0
"783"	"IN1 left"	"SNtrpa"	0
"784"	"IN1 right"	"SNtrpa"	0
"785"	"IN1 left"	"INtorii"	0
"786"	"IN1 right"	"INtorii"	0
"787"	"IN1 left"	"INUturnMB"	0
"788"	"IN1 right"	"INUturnMB"	0
"789"	"IN1 left"	"INface"	0
"790"	"IN1 right"	"INface"	0
"791"	"IN1 left"	"INMBdesc3"	0
"792"	"IN1 right"	"INMBdesc3"	0
"793"	"IN1 left"	"INMBdesc2"	0
"794"	"IN1 right"	"INMBdesc2"	0
"795"	"IN1 left"	"INpara"	0
"796"	"IN1 right"	"INpara"	0
"797"	"IN1 left"	"INMBtype9"	0
"798"	"IN1 right"	"INMBtype9"	0
"799"	"IN1 left"	"INMBtype2"	0
"800"	"IN1 right"	"INMBtype2"	0
"801"	"IN1 left"	"INdecussM"	0
"802"	"IN1 right"	"INdecussM"	0
"803"	"IN1 left"	"INiaStiff"	0
"804"	"IN1 right"	"INiaStiff"	0
"805"	"IN1 left"	"INmantis"	0
"806"	"IN1 right"	"INmantis"	0
"807"	"IN1 left"	"INsplitSpin"	0
"808"	"IN1 right"	"INsplitSpin"	0
"809"	"INton left"	"PRC"	0
"810"	"INton right"	"PRC"	0
"811"	"INton left"	"IN1"	9
"812"	"INton right"	"IN1"	3
"813"	"INton left"	"INton"	0
"814"	"INton right"	"INton"	2
"815"	"INton left"	"INpreSer"	0
"816"	"INton right"	"INpreSer"	0
"817"	"INton left"	"cPRC"	0
"818"	"INton right"	"cPRC"	0
"819"	"INton left"	"INRGWa"	0
"820"	"INton right"	"INRGWa"	0
"821"	"INton left"	"INNOS"	0
"822"	"INton right"	"INNOS"	0
"823"	"INton left"	"Ser-h1"	0
"824"	"INton right"	"Ser-h1"	0
"825"	"INton left"	"MC"	0
"826"	"INton right"	"MC"	0
"827"	"INton left"	"cMNPDF-vcl1"	0
"828"	"INton right"	"cMNPDF-vcl1"	0
"829"	"INton left"	"cMNATO"	0
"830"	"INton right"	"cMNATO"	0
"831"	"INton left"	"cMNdc"	0
"832"	"INton right"	"cMNdc"	0
"833"	"INton left"	"SNnuchPDF"	0
"834"	"INton right"	"SNnuchPDF"	0
"835"	"INton left"	"SNnuchNS"	0
"836"	"INton right"	"SNnuchNS"	0
"837"	"INton left"	"SNnuchBx"	0
"838"	"INton right"	"SNnuchBx"	0
"839"	"INton left"	"SNgolden"	0
"840"	"INton right"	"SNgolden"	0
"841"	"INton left"	"SNhorn"	0
"842"	"INton right"	"SNhorn"	0
"843"	"INton left"	"SNhook"	0
"844"	"INton right"	"SNhook"	0
"845"	"INton left"	"MNant"	0
"846"	"INton right"	"MNant"	0
"847"	"INton left"	"SNlasso"	0
"848"	"INton right"	"SNlasso"	0
"849"	"INton left"	"INlasso"	0
"850"	"INton right"	"INlasso"	0
"851"	"INton left"	"INdecussPre"	0
"852"	"INton right"	"INdecussPre"	0
"853"	"INton left"	"INpreMN"	0
"854"	"INton right"	"INpreMN"	0
"855"	"INton left"	"SNMIP-vc"	0
"856"	"INton right"	"SNMIP-vc"	0
"857"	"INton left"	"SNmus"	0
"858"	"INton right"	"SNmus"	0
"859"	"INton left"	"SNantlerPDF"	0
"860"	"INton right"	"SNantlerPDF"	0
"861"	"INton left"	"SNPDF-dc"	0
"862"	"INton right"	"SNPDF-dc"	0
"863"	"INton left"	"SN0DLSO1.2-4"	0
"864"	"INton right"	"SN0DLSO1.2-4"	0
"865"	"INton left"	"SN-DLSO1.2-3"	0
"866"	"INton right"	"SN-DLSO1.2-3"	0
"867"	"INton left"	"SN-DLSO1.2-1"	0
"868"	"INton right"	"SN-DLSO1.2-1"	0
"869"	"INton left"	"SN-DLSO2"	0
"870"	"INton right"	"SN-DLSO2"	0
"871"	"INton left"	"SNMB2"	0
"872"	"INton right"	"SNMB2"	0
"873"	"INton left"	"eyespot-PRCR3"	0
"874"	"INton right"	"eyespot-PRCR3"	0
"875"	"INton left"	"eyespot-PRCR1"	0
"876"	"INton right"	"eyespot-PRCR1"	0
"877"	"INton left"	"MS1"	0
"878"	"INton right"	"MS1"	0
"879"	"INton left"	"MS4"	0
"880"	"INton right"	"MS4"	0
"881"	"INton left"	"MS3"	0
"882"	"INton right"	"MS3"	0
"883"	"INton left"	"MS5"	2
"884"	"INton right"	"MS5"	0
"885"	"INton left"	"SN-ASTC"	0
"886"	"INton right"	"SN-ASTC"	0
"887"	"INton left"	"SN-DLSO3-PDF"	0
"888"	"INton right"	"SN-DLSO3-PDF"	0
"889"	"INton left"	"SN-DLSO3"	0
"890"	"INton right"	"SN-DLSO3"	0
"891"	"INton left"	"MC2biax-1"	0
"892"	"INton right"	"MC2biax-1"	0
"893"	"INton left"	"SN-IRP2-burs"	0
"894"	"INton right"	"SN-IRP2-burs"	0
"895"	"INton left"	"SN-IRP2-FMRF"	0
"896"	"INton right"	"SN-IRP2-FMRF"	0
"897"	"INton left"	"SN-MIP4"	0
"898"	"INton right"	"SN-MIP4"	0
"899"	"INton left"	"SN-MIP1"	0
"900"	"INton right"	"SN-MIP1"	0
"901"	"INton left"	"MNspinning"	0
"902"	"INton right"	"MNspinning"	0
"903"	"INton left"	"SN-WLD"	0
"904"	"INton right"	"SN-WLD"	0
"905"	"INton left"	"SN-DSO"	0
"906"	"INton right"	"SN-DSO"	0
"907"	"INton left"	"SNbicil"	0
"908"	"INton right"	"SNbicil"	0
"909"	"INton left"	"SNasym"	0
"910"	"INton right"	"SNasym"	0
"911"	"INton left"	"SN47Ach"	0
"912"	"INton right"	"SN47Ach"	0
"913"	"INton left"	"INCrossbow"	0
"914"	"INton right"	"INCrossbow"	0
"915"	"INton left"	"pygPBunp"	0
"916"	"INton right"	"pygPBunp"	0
"917"	"INton left"	"INarc1"	0
"918"	"INton right"	"INarc1"	0
"919"	"INton left"	"INarc2"	0
"920"	"INton right"	"INarc2"	0
"921"	"INton left"	"INsn"	4
"922"	"INton right"	"INsn"	0
"923"	"INton left"	"INrope"	0
"924"	"INton right"	"INrope"	0
"925"	"INton left"	"Loop"	0
"926"	"INton right"	"Loop"	0
"927"	"INton left"	"INCM"	0
"928"	"INton right"	"INCM"	0
"929"	"INton left"	"MNspider-ant"	0
"930"	"INton right"	"MNspider-ant"	0
"931"	"INton left"	"MNspider-post"	0
"932"	"INton right"	"MNspider-post"	0
"933"	"INton left"	"MNbiramous"	0
"934"	"INton right"	"MNbiramous"	0
"935"	"INton left"	"MNring"	0
"936"	"INton right"	"MNring"	0
"937"	"INton left"	"MNcrab"	0
"938"	"INton right"	"MNcrab"	0
"939"	"INton left"	"MNhose"	0
"940"	"INton right"	"MNhose"	0
"941"	"INton left"	"MNbow"	0
"942"	"INton right"	"MNbow"	0
"943"	"INton left"	"MNwave"	0
"944"	"INton right"	"MNwave"	0
"945"	"INton left"	"MNacicX"	0
"946"	"INton right"	"MNacicX"	0
"947"	"INton left"	"INchaeMech"	0
"948"	"INton right"	"INchaeMech"	0
"949"	"INton left"	"chaeMech"	0
"950"	"INton right"	"chaeMech"	0
"951"	"INton left"	"INFVa-pyg"	0
"952"	"INton right"	"INFVa-pyg"	0
"953"	"INton left"	"INsplitCR"	0
"954"	"INton right"	"INsplitCR"	0
"955"	"INton left"	"INsplitCRATO"	0
"956"	"INton right"	"INsplitCRATO"	0
"957"	"INton left"	"INMC3"	0
"958"	"INton right"	"INMC3"	0
"959"	"INton left"	"INbiax"	0
"960"	"INton right"	"INbiax"	0
"961"	"INton left"	"INsplitPB-RF/Ya"	0
"962"	"INton right"	"INsplitPB-RF/Ya"	0
"963"	"INton left"	"INsplitPBant"	0
"964"	"INton right"	"INsplitPBant"	0
"965"	"INton left"	"INsplitPB"	0
"966"	"INton right"	"INsplitPB"	0
"967"	"INton left"	"PB"	0
"968"	"INton right"	"PB"	0
"969"	"INton left"	"interparaPM1"	0
"970"	"INton right"	"interparaPM1"	0
"971"	"INton left"	"cioMNcover"	0
"972"	"INton right"	"cioMNcover"	0
"973"	"INton left"	"INsplitPUh"	0
"974"	"INton right"	"INsplitPUh"	0
"975"	"INton left"	"MN3"	0
"976"	"INton right"	"MN3"	0
"977"	"INton left"	"MN1"	0
"978"	"INton right"	"MN1"	0
"979"	"INton left"	"MN2"	0
"980"	"INton right"	"MN2"	0
"981"	"INton left"	"MC3cover"	0
"982"	"INton right"	"MC3cover"	0
"983"	"INton left"	"antPUc"	0
"984"	"INton right"	"antPUc"	0
"985"	"INton left"	"spinPU"	0
"986"	"INton right"	"spinPU"	0
"987"	"INton left"	"VentraltrunkPUunp"	0
"988"	"INton right"	"VentraltrunkPUunp"	0
"989"	"INton left"	"trochPU"	0
"990"	"INton right"	"trochPU"	0
"991"	"INton left"	"hPUc1"	0
"992"	"INton right"	"hPUc1"	0
"993"	"INton left"	"pygCirrusPUSM"	0
"994"	"INton right"	"pygCirrusPUSM"	0
"995"	"INton left"	"hCirrusPU"	0
"996"	"INton right"	"hCirrusPU"	0
"997"	"INton left"	"parapodPU"	0
"998"	"INton right"	"parapodPU"	0
"999"	"INton left"	"hPU"	0
"1000"	"INton right"	"hPU"	0
"1001"	"INton left"	"dsoPU"	0
"1002"	"INton right"	"dsoPU"	0
"1003"	"INton left"	"pygCirrusPU"	0
"1004"	"INton right"	"pygCirrusPU"	0
"1005"	"INton left"	"hPU2l-asymPDF"	0
"1006"	"INton right"	"hPU2l-asymPDF"	0
"1007"	"INton left"	"hCR"	0
"1008"	"INton right"	"hCR"	0
"1009"	"INton left"	"ventralpygCR"	0
"1010"	"INton right"	"ventralpygCR"	0
"1011"	"INton left"	"doCRunp"	0
"1012"	"INton right"	"doCRunp"	0
"1013"	"INton left"	"SN-DLSO1.0"	0
"1014"	"INton right"	"SN-DLSO1.0"	0
"1015"	"INton left"	"INdc"	0
"1016"	"INton right"	"INdc"	2
"1017"	"INton left"	"INbackcross"	0
"1018"	"INton right"	"INbackcross"	0
"1019"	"INton left"	"MNcommUpL"	0
"1020"	"INton right"	"MNcommUpL"	0
"1021"	"INton left"	"MNob-ipsi"	0
"1022"	"INton right"	"MNob-ipsi"	0
"1023"	"INton left"	"INbiaxLeg"	0
"1024"	"INton right"	"INbiaxLeg"	0
"1025"	"INton left"	"INbiaxH"	0
"1026"	"INton right"	"INbiaxH"	0
"1027"	"INton left"	"SN-NS1"	0
"1028"	"INton right"	"SN-NS1"	0
"1029"	"INton left"	"SN-NS3"	0
"1030"	"INton right"	"SN-NS3"	0
"1031"	"INton left"	"SN-NS4"	0
"1032"	"INton right"	"SN-NS4"	0
"1033"	"INton left"	"SN-NS15"	0
"1034"	"INton right"	"SN-NS15"	0
"1035"	"INton left"	"SNaant"	0
"1036"	"INton right"	"SNaant"	0
"1037"	"INton left"	"SNPDF-pyg"	0
"1038"	"INton right"	"SNPDF-pyg"	0
"1039"	"INton left"	"INfoot"	0
"1040"	"INton right"	"INfoot"	0
"1041"	"INton left"	"INW"	0
"1042"	"INton right"	"INW"	0
"1043"	"INton left"	"INmidL"	0
"1044"	"INton right"	"INmidL"	0
"1045"	"INton left"	"INhook"	0
"1046"	"INton right"	"INhook"	0
"1047"	"INton left"	"INMBtype6"	0
"1048"	"INton right"	"INMBtype6"	0
"1049"	"INton left"	"INMBtype5"	0
"1050"	"INton right"	"INMBtype5"	0
"1051"	"INton left"	"INMBtype7"	0
"1052"	"INton right"	"INMBtype7"	0
"1053"	"INton left"	"INcross"	0
"1054"	"INton right"	"INcross"	0
"1055"	"INton left"	"INpro"	0
"1056"	"INton right"	"INpro"	0
"1057"	"INton left"	"INproT2"	0
"1058"	"INton right"	"INproT2"	0
"1059"	"INton left"	"INpear"	0
"1060"	"INton right"	"INpear"	0
"1061"	"INton left"	"INZ"	0
"1062"	"INton right"	"INZ"	0
"1063"	"INton left"	"MNpostv"	0
"1064"	"INton right"	"MNpostv"	0
"1065"	"INton left"	"SN-NS22"	0
"1066"	"INton right"	"SN-NS22"	0
"1067"	"INton left"	"SN-NS5"	0
"1068"	"INton right"	"SN-NS5"	0
"1069"	"INton left"	"SN-NS17"	0
"1070"	"INton right"	"SN-NS17"	0
"1071"	"INton left"	"SN-YF5cil"	0
"1072"	"INton right"	"SN-YF5cil"	0
"1073"	"INton left"	"SN-NS19"	0
"1074"	"INton right"	"SN-NS19"	0
"1075"	"INton left"	"SN-NS20"	0
"1076"	"INton right"	"SN-NS20"	0
"1077"	"INton left"	"SN-NS6"	0
"1078"	"INton right"	"SN-NS6"	0
"1079"	"INton left"	"SN-NS29"	0
"1080"	"INton right"	"SN-NS29"	0
"1081"	"INton left"	"SN-NS27"	0
"1082"	"INton right"	"SN-NS27"	0
"1083"	"INton left"	"SN-NS18"	0
"1084"	"INton right"	"SN-NS18"	0
"1085"	"INton left"	"SN-NS16"	0
"1086"	"INton right"	"SN-NS16"	0
"1087"	"INton left"	"INbigloop"	0
"1088"	"INton right"	"INbigloop"	0
"1089"	"INton left"	"SNadNS22"	0
"1090"	"INton right"	"SNadNS22"	0
"1091"	"INton left"	"Ser-tr1"	0
"1092"	"INton right"	"Ser-tr1"	0
"1093"	"INton left"	"SNFVa"	0
"1094"	"INton right"	"SNFVa"	0
"1095"	"INton left"	"INUturn"	0
"1096"	"INton right"	"INUturn"	0
"1097"	"INton left"	"INATOpyg"	0
"1098"	"INton right"	"INATOpyg"	0
"1099"	"INton left"	"INcomm-Upstairs"	0
"1100"	"INton right"	"INcomm-Upstairs"	0
"1101"	"INton left"	"INasc-pyg"	0
"1102"	"INton right"	"INasc-pyg"	0
"1103"	"INton left"	"SNblunt"	0
"1104"	"INton right"	"SNblunt"	0
"1105"	"INton left"	"INsplitBronto"	0
"1106"	"INton right"	"INsplitBronto"	0
"1107"	"INton left"	"INleucoPU"	0
"1108"	"INton right"	"INleucoPU"	0
"1109"	"INton left"	"MNladder"	0
"1110"	"INton right"	"MNladder"	0
"1111"	"INton left"	"INdecussfoot"	0
"1112"	"INton right"	"INdecussfoot"	0
"1113"	"INton left"	"INdecusshook"	0
"1114"	"INton right"	"INdecusshook"	0
"1115"	"INton left"	"INpreLadder"	0
"1116"	"INton right"	"INpreLadder"	0
"1117"	"INton left"	"INcomm-Upcross"	0
"1118"	"INton right"	"INcomm-Upcross"	0
"1119"	"INton left"	"MNacic"	0
"1120"	"INton right"	"MNacic"	0
"1121"	"INton left"	"INsplitVent"	0
"1122"	"INton right"	"INsplitVent"	0
"1123"	"INton left"	"INcomm-DownL"	0
"1124"	"INton right"	"INcomm-DownL"	0
"1125"	"INton left"	"MNarm"	0
"1126"	"INton right"	"MNarm"	0
"1127"	"INton left"	"INlasso-postSN"	0
"1128"	"INton right"	"INlasso-postSN"	0
"1129"	"INton left"	"MNantacic"	0
"1130"	"INton right"	"MNantacic"	0
"1131"	"INton left"	"MNpostacic"	0
"1132"	"INton right"	"MNpostacic"	0
"1133"	"INton left"	"SN-DLSO1.3"	0
"1134"	"INton right"	"SN-DLSO1.3"	0
"1135"	"INton left"	"MNakro"	0
"1136"	"INton right"	"MNakro"	0
"1137"	"INton left"	"MNchae"	0
"1138"	"INton right"	"MNchae"	0
"1139"	"INton left"	"MNgland-head"	0
"1140"	"INton right"	"MNgland-head"	0
"1141"	"INton left"	"SNstiff"	0
"1142"	"INton right"	"SNstiff"	0
"1143"	"INton left"	"SNbronto"	0
"1144"	"INton right"	"SNbronto"	0
"1145"	"INton left"	"INcommascFV"	0
"1146"	"INton right"	"INcommascFV"	0
"1147"	"INton left"	"SNpygM"	0
"1148"	"INton right"	"SNpygM"	0
"1149"	"INton left"	"INR1"	0
"1150"	"INton right"	"INR1"	0
"1151"	"INton left"	"SN-DLSO1.1NP"	0
"1152"	"INton right"	"SN-DLSO1.1NP"	0
"1153"	"INton left"	"SN-DLSO1.1"	0
"1154"	"INton right"	"SN-DLSO1.1"	0
"1155"	"INton left"	"INmus"	0
"1156"	"INton right"	"INmus"	0
"1157"	"INton left"	"INdescLuqinPDF"	0
"1158"	"INton right"	"INdescLuqinPDF"	0
"1159"	"INton left"	"INcosplit"	0
"1160"	"INton right"	"INcosplit"	0
"1161"	"INton left"	"INcommdescFVa"	0
"1162"	"INton right"	"INcommdescFVa"	0
"1163"	"INton left"	"MNheadV"	0
"1164"	"INton right"	"MNheadV"	0
"1165"	"INton left"	"INsqNSasym"	0
"1166"	"INton right"	"INsqNSasym"	0
"1167"	"INton left"	"INbiaxHmid"	0
"1168"	"INton right"	"INbiaxHmid"	0
"1169"	"INton left"	"MNantelope"	0
"1170"	"INton right"	"MNantelope"	0
"1171"	"INton left"	"MNsmile"	0
"1172"	"INton right"	"MNsmile"	0
"1173"	"INton left"	"INhorn"	0
"1174"	"INton right"	"INhorn"	0
"1175"	"INton left"	"INMBPDF"	0
"1176"	"INton right"	"INMBPDF"	0
"1177"	"INton left"	"INMBdescFMRF"	0
"1178"	"INton right"	"INMBdescFMRF"	0
"1179"	"INton left"	"INDLSO"	0
"1180"	"INton right"	"INDLSO"	0
"1181"	"INton left"	"SNtorii"	0
"1182"	"INton right"	"SNtorii"	0
"1183"	"INton left"	"INexsn"	1
"1184"	"INton right"	"INexsn"	1
"1185"	"INton left"	"MBmouth"	0
"1186"	"INton right"	"MBmouth"	0
"1187"	"INton left"	"SNtrpa"	0
"1188"	"INton right"	"SNtrpa"	0
"1189"	"INton left"	"INtorii"	0
"1190"	"INton right"	"INtorii"	0
"1191"	"INton left"	"INUturnMB"	0
"1192"	"INton right"	"INUturnMB"	0
"1193"	"INton left"	"INface"	0
"1194"	"INton right"	"INface"	0
"1195"	"INton left"	"INMBdesc3"	0
"1196"	"INton right"	"INMBdesc3"	0
"1197"	"INton left"	"INMBdesc2"	0
"1198"	"INton right"	"INMBdesc2"	0
"1199"	"INton left"	"INpara"	0
"1200"	"INton right"	"INpara"	0
"1201"	"INton left"	"INMBtype9"	0
"1202"	"INton right"	"INMBtype9"	0
"1203"	"INton left"	"INMBtype2"	0
"1204"	"INton right"	"INMBtype2"	0
"1205"	"INton left"	"INdecussM"	0
"1206"	"INton right"	"INdecussM"	0
"1207"	"INton left"	"INiaStiff"	0
"1208"	"INton right"	"INiaStiff"	0
"1209"	"INton left"	"INmantis"	0
"1210"	"INton right"	"INmantis"	0
"1211"	"INton left"	"INsplitSpin"	0
"1212"	"INton right"	"INsplitSpin"	0
"1213"	"INpreSer left"	"PRC"	0
"1214"	"INpreSer right"	"PRC"	0
"1215"	"INpreSer left"	"IN1"	0
"1216"	"INpreSer right"	"IN1"	0
"1217"	"INpreSer left"	"INton"	0
"1218"	"INpreSer right"	"INton"	0
"1219"	"INpreSer left"	"INpreSer"	0
"1220"	"INpreSer right"	"INpreSer"	1
"1221"	"INpreSer left"	"cPRC"	0
"1222"	"INpreSer right"	"cPRC"	0
"1223"	"INpreSer left"	"INRGWa"	0
"1224"	"INpreSer right"	"INRGWa"	1
"1225"	"INpreSer left"	"INNOS"	0
"1226"	"INpreSer right"	"INNOS"	0
"1227"	"INpreSer left"	"Ser-h1"	14
"1228"	"INpreSer right"	"Ser-h1"	8
"1229"	"INpreSer left"	"MC"	0
"1230"	"INpreSer right"	"MC"	0
"1231"	"INpreSer left"	"cMNPDF-vcl1"	0
"1232"	"INpreSer right"	"cMNPDF-vcl1"	0
"1233"	"INpreSer left"	"cMNATO"	0
"1234"	"INpreSer right"	"cMNATO"	0
"1235"	"INpreSer left"	"cMNdc"	0
"1236"	"INpreSer right"	"cMNdc"	0
"1237"	"INpreSer left"	"SNnuchPDF"	0
"1238"	"INpreSer right"	"SNnuchPDF"	0
"1239"	"INpreSer left"	"SNnuchNS"	0
"1240"	"INpreSer right"	"SNnuchNS"	0
"1241"	"INpreSer left"	"SNnuchBx"	0
"1242"	"INpreSer right"	"SNnuchBx"	0
"1243"	"INpreSer left"	"SNgolden"	0
"1244"	"INpreSer right"	"SNgolden"	0
"1245"	"INpreSer left"	"SNhorn"	0
"1246"	"INpreSer right"	"SNhorn"	0
"1247"	"INpreSer left"	"SNhook"	0
"1248"	"INpreSer right"	"SNhook"	0
"1249"	"INpreSer left"	"MNant"	0
"1250"	"INpreSer right"	"MNant"	0
"1251"	"INpreSer left"	"SNlasso"	0
"1252"	"INpreSer right"	"SNlasso"	0
"1253"	"INpreSer left"	"INlasso"	0
"1254"	"INpreSer right"	"INlasso"	0
"1255"	"INpreSer left"	"INdecussPre"	0
"1256"	"INpreSer right"	"INdecussPre"	0
"1257"	"INpreSer left"	"INpreMN"	0
"1258"	"INpreSer right"	"INpreMN"	0
"1259"	"INpreSer left"	"SNMIP-vc"	0
"1260"	"INpreSer right"	"SNMIP-vc"	0
"1261"	"INpreSer left"	"SNmus"	0
"1262"	"INpreSer right"	"SNmus"	0
