"left"	"right"	"correlation"
"2312"	"SNhook left"	"INlasso-postSN right"	-0.0174495067461278
"2313"	"SNhook left"	"MNantacic right"	-0.0130964425337771
"2314"	"SNhook left"	"MNpostacic right"	-0.0110249879627189
"2315"	"SNhook left"	"SN-DLSO1.3 right"	-0.0125698101628026
"2316"	"SNhook left"	"MNakro right"	-0.013528269136241
"2317"	"SNhook left"	"MNchae right"	-0.0123362298438314
"2318"	"SNhook left"	"MNgland-head right"	-0.011674876409442
"2319"	"SNhook left"	"SNstiff right"	-0.0133688924450958
"2320"	"SNhook left"	"SNbronto right"	-0.0115562202159515
"2321"	"SNhook left"	"INcommascFV right"	-0.0131439384811323
"2322"	"SNhook left"	"SNpygM right"	-0.00754620583789773
"2323"	"SNhook left"	"INR1 right"	-0.016986834282052
"2324"	"SNhook left"	"SN-DLSO1.1NP right"	0.0175223735334046
"2325"	"SNhook left"	"SN-DLSO1.1 right"	-0.014711048893129
"2326"	"SNhook left"	"INmus right"	-0.0113293721591926
"2327"	"SNhook left"	"INdescLuqinPDF right"	-0.00892405195237709
"2328"	"SNhook left"	"INcosplit right"	-0.0134674035015344
"2329"	"SNhook left"	"INcommdescFVa right"	-0.0103330115845457
"2330"	"SNhook left"	"MNheadV right"	0.0192272312906318
"2331"	"SNhook left"	"INbiaxHmid right"	-0.0155108834046282
"2332"	"SNhook left"	"MNantelope right"	-0.0103246680818087
"2333"	"SNhook left"	"MNsmile right"	-0.00814875150570833
"2334"	"SNhook left"	"INhorn right"	-0.0145035672811585
"2335"	"SNhook left"	"INMBPDF right"	-0.0129383299126613
"2336"	"SNhook left"	"INMBdescFMRF right"	-0.00471831698510297
"2337"	"SNhook left"	"INDLSO right"	-0.00872320536131863
"2338"	"SNhook left"	"SNtorii right"	-0.0129249633699127
"2339"	"SNhook left"	"INexsn right"	-0.00926301225964443
"2340"	"SNhook left"	"MBmouth right"	-0.011002526793835
"2341"	"SNhook left"	"SNtrpa right"	-0.0112570999107795
"2342"	"SNhook left"	"INtorii right"	-0.00940121503720006
"2343"	"SNhook left"	"INUturnMB right"	-0.0119846620821749
"2344"	"SNhook left"	"INface right"	-0.0119902075135536
"2345"	"SNhook left"	"INMBdesc3 right"	-0.00983240457313219
"2346"	"SNhook left"	"INMBdesc2 right"	-0.0122749878698698
"2347"	"SNhook left"	"INpara right"	-0.015806145578661
"2348"	"SNhook left"	"INMBtype9 right"	-0.0135856195721485
"2349"	"SNhook left"	"INMBtype2 right"	-0.0103345278869445
"2350"	"SNhook left"	"INdecussM right"	-0.0170511602386959
"2351"	"SNhook left"	"INiaStiff right"	-0.0133688924450958
"2352"	"SNhook left"	"INmantis right"	-0.0179762430661796
"2353"	"SNhook left"	"INsplitSpin right"	-0.00861567377687263
"2354"	"MNant left"	"PRC right"	0.201107969067139
"2355"	"MNant left"	"IN1 right"	0.00971243599455285
"2356"	"MNant left"	"INton right"	0.305792954878342
"2357"	"MNant left"	"INpreSer right"	0.274340855669218
"2358"	"MNant left"	"cPRC right"	0.519179877657291
"2359"	"MNant left"	"INRGWa right"	0.0393961629941952
"2360"	"MNant left"	"INNOS right"	0.198188118616205
"2361"	"MNant left"	"Ser-h1 right"	0.0104504820851411
"2362"	"MNant left"	"SNnuchPDF right"	0.02536796004834
"2363"	"MNant left"	"SNnuchBx right"	-0.0105748192725956
"2364"	"MNant left"	"SNgolden right"	0.00327851231259291
"2365"	"MNant left"	"SNhorn right"	0.0194811030126409
"2366"	"MNant left"	"SNhook right"	0.346090503517937
"2367"	"MNant left"	"MNant right"	0.18384278783862
"2368"	"MNant left"	"SNlasso right"	-0.0188051482147566
"2369"	"MNant left"	"INlasso right"	-0.0190334851350235
"2370"	"MNant left"	"INdecussPre right"	-0.0158532340507612
"2371"	"MNant left"	"INpreMN right"	-0.0201288244766506
"2372"	"MNant left"	"SNMIP-vc right"	-0.0147119120902098
"2373"	"MNant left"	"SNmus right"	-0.018523384230282
"2374"	"MNant left"	"SNantlerPDF right"	-0.0234882574528131
"2375"	"MNant left"	"SNPDF-dc right"	-0.021108991415284
"2376"	"MNant left"	"SN0DLSO1.2-4 right"	-0.0232602029619179
"2377"	"MNant left"	"SN-DLSO1.2-3 right"	-0.0159988016450436
"2378"	"MNant left"	"SN-DLSO1.2-1 right"	-0.0239132098316035
"2379"	"MNant left"	"SN-DLSO2 right"	-0.0177123843975071
"2380"	"MNant left"	"SNMB2 right"	-0.0195717329154994
"2381"	"MNant left"	"eyespot-PRCR3 right"	-0.0189601613733226
"2382"	"MNant left"	"eyespot-PRCR1 right"	-0.0249849625579609
"2383"	"MNant left"	"MS3 right"	-0.022167614480545
"2384"	"MNant left"	"MS5 right"	-0.0119733585045203
"2385"	"MNant left"	"SN-ASTC right"	-0.0207841000982668
"2386"	"MNant left"	"SN-DLSO3-PDF right"	-0.0128406481556716
"2387"	"MNant left"	"SN-DLSO3 right"	0.0654615726599303
"2388"	"MNant left"	"SN-MIP4 right"	-0.0105748192725956
"2389"	"MNant left"	"SN-MIP1 right"	-0.0189621253310078
"2390"	"MNant left"	"MNspinning right"	-0.0170319447561783
"2391"	"MNant left"	"SN-WLD right"	-0.0220349145130267
"2392"	"MNant left"	"SN-DSO right"	-0.025460318657703
"2393"	"MNant left"	"SNbicil right"	-0.013772271468955
"2394"	"MNant left"	"INCrossbow right"	0.296669854964019
"2395"	"MNant left"	"INarc1 right"	-0.0179387299535564
"2396"	"MNant left"	"INarc2 right"	0.173880184916288
"2397"	"MNant left"	"INsn right"	-0.0271629587259944
"2398"	"MNant left"	"INrope right"	-0.0252065153953774
"2399"	"MNant left"	"Loop right"	-0.0233281775118474
"2400"	"MNant left"	"INCM right"	-0.0215542169248276
"2401"	"MNant left"	"MNspider-ant right"	0.296669854964019
"2402"	"MNant left"	"MNspider-post right"	-0.0152119275659349
"2403"	"MNant left"	"MNbiramous right"	0.107545011334855
"2404"	"MNant left"	"MNring right"	-0.0223064816866217
"2405"	"MNant left"	"MNcrab right"	-0.0222621036158965
"2406"	"MNant left"	"MNhose right"	0.128647893579495
"2407"	"MNant left"	"MNbow right"	-0.0159184338167551
"2408"	"MNant left"	"MNwave right"	-0.0174223378637719
"2409"	"MNant left"	"MNacicX right"	-0.0150598265650243
"2410"	"MNant left"	"INchaeMech right"	-0.0166589116659632
"2411"	"MNant left"	"chaeMech right"	0.303323063808413
"2412"	"MNant left"	"INFVa-pyg right"	-0.0159927436415906
"2413"	"MNant left"	"INsplitCR right"	-0.0199855090975307
"2414"	"MNant left"	"INsplitCRATO right"	-0.0271629587259944
"2415"	"MNant left"	"INMC3 right"	-0.016310095605342
"2416"	"MNant left"	"INbiax right"	-0.0143364650193469
"2417"	"MNant left"	"INsplitPB-RF/Ya right"	-0.0192343349161953
"2418"	"MNant left"	"INsplitPBant right"	-0.0167589233650646
"2419"	"MNant left"	"INsplitPB right"	-0.0242622699394613
"2420"	"MNant left"	"PB right"	-0.0268553891149981
"2421"	"MNant left"	"interparaPM1 right"	0.00287544281236289
"2422"	"MNant left"	"cioMNcover right"	-0.0206775760871427
"2423"	"MNant left"	"INsplitPUh right"	-0.0235168005807285
"2424"	"MNant left"	"MN3 right"	-0.029216960420874
"2425"	"MNant left"	"MN1 right"	0.0751816218433631
"2426"	"MNant left"	"MN2 right"	-0.0219922680346094
"2427"	"MNant left"	"MC3cover right"	-0.021328119671876
"2428"	"MNant left"	"antPUc right"	-0.0128058226177819
"2429"	"MNant left"	"spinPU right"	-0.0173491143253812
"2430"	"MNant left"	"trochPU right"	-0.0184187364042723
"2431"	"MNant left"	"hPUc1 right"	-0.0111811878263947
"2432"	"MNant left"	"pygCirrusPUSM right"	-0.0174223378637719
"2433"	"MNant left"	"hCirrusPU right"	0.0442881293022083
"2434"	"MNant left"	"parapodPU right"	0.00536418626524684
"2435"	"MNant left"	"hPU right"	0.314960392513056
"2436"	"MNant left"	"dsoPU right"	-0.0233281775118474
"2437"	"MNant left"	"pygCirrusPU right"	-0.0170571864746054
"2438"	"MNant left"	"hCR right"	0.0185688343554793
"2439"	"MNant left"	"ventralpygCR right"	-0.0313053310560413
"2440"	"MNant left"	"SN-DLSO1.0 right"	-0.0138079190991152
"2441"	"MNant left"	"INdc right"	-0.0134681632015644
"2442"	"MNant left"	"INbackcross right"	0.0942839366305973
"2443"	"MNant left"	"MNcommUpL right"	-0.0129153143767828
"2444"	"MNant left"	"MNob-ipsi right"	-0.00369888656832919
"2445"	"MNant left"	"INbiaxLeg right"	-0.0311683872340664
"2446"	"MNant left"	"INbiaxH right"	-0.0138654329531443
"2447"	"MNant left"	"SN-NS1 right"	-0.00459352467864349
"2448"	"MNant left"	"SN-NS3 right"	NA
"2449"	"MNant left"	"SN-NS15 right"	-0.0138179949727454
"2450"	"MNant left"	"SNaant right"	-0.0179908300369667
"2451"	"MNant left"	"SNPDF-pyg right"	-0.0185497343923884
"2452"	"MNant left"	"INfoot right"	-0.0167315575723932
"2453"	"MNant left"	"INW right"	0.0243338820786994
"2454"	"MNant left"	"INmidL right"	-0.0149967685445305
"2455"	"MNant left"	"INhook right"	-0.0119120446626179
"2456"	"MNant left"	"INMBtype6 right"	-0.0222199433705296
"2457"	"MNant left"	"INMBtype5 right"	-0.021328119671876
"2458"	"MNant left"	"INMBtype7 right"	-0.0252466142028915
"2459"	"MNant left"	"INcross right"	-0.0199321176069091
"2460"	"MNant left"	"INpro right"	-0.0227709652686172
"2461"	"MNant left"	"INproT2 right"	-0.00560615628739224
"2462"	"MNant left"	"INpear right"	-0.0129868148104966
"2463"	"MNant left"	"INZ right"	-0.0252426068371724
"2464"	"MNant left"	"MNpostv right"	-0.0121341279501039
"2465"	"MNant left"	"SN-NS22 right"	0.249985004959355
"2466"	"MNant left"	"SN-NS5 right"	-0.0229836275452702
"2467"	"MNant left"	"SN-NS17 right"	-0.0186574113040859
"2468"	"MNant left"	"SN-NS19 right"	-0.0154196347084931
"2469"	"MNant left"	"SN-NS20 right"	-0.024208100903759
"2470"	"MNant left"	"SN-NS29 right"	-0.0153844627622223
"2471"	"MNant left"	"SN-NS27 right"	-0.0194332573471137
"2472"	"MNant left"	"SN-NS18 right"	-0.0125464678327771
"2473"	"MNant left"	"SN-NS16 right"	-0.013749855331873
"2474"	"MNant left"	"INbigloop right"	-0.0121414125515276
"2475"	"MNant left"	"SNadNS22 right"	-0.0149967685445305
"2476"	"MNant left"	"Ser-tr1 right"	-0.013898320507059
"2477"	"MNant left"	"SNFVa right"	-0.0172895297031448
"2478"	"MNant left"	"INUturn right"	-0.0285596223611235
"2479"	"MNant left"	"INcomm-Upstairs right"	-0.017821132389295
"2480"	"MNant left"	"INasc-pyg right"	-0.0270203686527952
"2481"	"MNant left"	"SNblunt right"	-0.0206089105101464
"2482"	"MNant left"	"INsplitBronto right"	-0.0128406481556716
"2483"	"MNant left"	"INleucoPU right"	-0.0201288244766506
"2484"	"MNant left"	"MNladder right"	-0.0177123843975071
"2485"	"MNant left"	"INdecussfoot right"	-0.0202108067295215
"2486"	"MNant left"	"INdecusshook right"	-0.017531633692206
"2487"	"MNant left"	"INpreLadder right"	-0.0194332573471137
"2488"	"MNant left"	"INcomm-Upcross right"	-0.0225363009528271
"2489"	"MNant left"	"MNacic right"	-0.0201288244766506
"2490"	"MNant left"	"INsplitVent right"	-0.0239132098316035
"2491"	"MNant left"	"INcomm-DownL right"	-0.0112092574510927
"2492"	"MNant left"	"MNarm right"	-0.0226539067470956
"2493"	"MNant left"	"INlasso-postSN right"	-0.0226446198668564
"2494"	"MNant left"	"MNantacic right"	-0.0169955499086713
"2495"	"MNant left"	"MNpostacic right"	0.00640970463852862
"2496"	"MNant left"	"SN-DLSO1.3 right"	0.0258663730691903
"2497"	"MNant left"	"MNakro right"	-0.0264072651115581
"2498"	"MNant left"	"MNchae right"	0.154439809987511
"2499"	"MNant left"	"MNgland-head right"	-0.0151507513725573
"2500"	"MNant left"	"SNstiff right"	-0.0173491143253812
"2501"	"MNant left"	"SNbronto right"	-0.0149967685445305
"2502"	"MNant left"	"INcommascFV right"	-0.0170571864746054
"2503"	"MNant left"	"SNpygM right"	0.00909101938312698
"2504"	"MNant left"	"INR1 right"	-0.0220441993378243
"2505"	"MNant left"	"SN-DLSO1.1NP right"	-0.0184187364042723
"2506"	"MNant left"	"SN-DLSO1.1 right"	-0.019090861127153
"2507"	"MNant left"	"INmus right"	-0.0147023826866621
"2508"	"MNant left"	"INdescLuqinPDF right"	-0.0115809442108443
"2509"	"MNant left"	"INcosplit right"	-0.0174769543530788
"2510"	"MNant left"	"INcommdescFVa right"	-0.0134093830167311
"2511"	"MNant left"	"MNheadV right"	-0.0202108067295215
"2512"	"MNant left"	"INbiaxHmid right"	-0.0201288244766506
"2513"	"MNant left"	"MNantelope right"	-0.0133985554643775
"2514"	"MNant left"	"MNsmile right"	-0.0105748192725956
"2515"	"MNant left"	"INhorn right"	-0.0188216075430379
"2516"	"MNant left"	"INMBPDF right"	-0.0167903635814352
"2517"	"MNant left"	"INMBdescFMRF right"	-0.01387324214398
"2518"	"MNant left"	"INDLSO right"	-0.0113203010435477
"2519"	"MNant left"	"SNtorii right"	-0.0167730175163642
"2520"	"MNant left"	"INexsn right"	-0.0120208206738122
"2521"	"MNant left"	"MBmouth right"	-0.0142782280580271
"2522"	"MNant left"	"SNtrpa right"	-0.0146085933540437
"2523"	"MNant left"	"INtorii right"	-0.0122001695464091
"2524"	"MNant left"	"INUturnMB right"	-0.015552767251934
"2525"	"MNant left"	"INface right"	-0.0155599636837527
"2526"	"MNant left"	"INMBdesc3 right"	-0.012759733966986
"2527"	"MNant left"	"INMBdesc2 right"	0.205858536343778
"2528"	"MNant left"	"INpara right"	-0.0205119928830308
"2529"	"MNant left"	"INMBtype9 right"	-0.0176303660236868
"2530"	"MNant left"	"INMBtype2 right"	-0.0134113507566749
"2531"	"MNant left"	"INdecussM right"	-0.0221276765877527
"2532"	"MNant left"	"INiaStiff right"	-0.0173491143253812
"2533"	"MNant left"	"INmantis right"	0.164334050472347
"2534"	"MNant left"	"INsplitSpin right"	-0.0114992999113455
"2535"	"SNlasso left"	"PRC right"	-0.00629770932330438
"2536"	"SNlasso left"	"IN1 right"	0.0895735039237417
"2537"	"SNlasso left"	"INton right"	0.718315490000347
"2538"	"SNlasso left"	"INpreSer right"	0.538079649511487
"2539"	"SNlasso left"	"cPRC right"	0.640980912973658
"2540"	"SNlasso left"	"INRGWa right"	0.698572248828779
"2541"	"SNlasso left"	"INNOS right"	0.37624175387785
"2542"	"SNlasso left"	"Ser-h1 right"	0.116091241527332
"2543"	"SNlasso left"	"SNnuchPDF right"	0.0199785742095
"2544"	"SNlasso left"	"SNnuchBx right"	-0.0127187197466279
"2545"	"SNlasso left"	"SNgolden right"	0.540755720871315
"2546"	"SNlasso left"	"SNhorn right"	0.57301938485469
"2547"	"SNlasso left"	"SNhook right"	0.0107798975032785
"2548"	"SNlasso left"	"MNant right"	0.0203366093687406
"2549"	"SNlasso left"	"SNlasso right"	0.0403637806399861
"2550"	"SNlasso left"	"INlasso right"	-0.0228922648220874
"2551"	"SNlasso left"	"INdecussPre right"	0.0533349962990829
"2552"	"SNlasso left"	"INpreMN right"	0.110619565813984
"2553"	"SNlasso left"	"SNMIP-vc right"	0.156561925007823
"2554"	"SNlasso left"	"SNmus right"	0.00220983531915908
"2555"	"SNlasso left"	"SNantlerPDF right"	-0.0282501815093099
"2556"	"SNlasso left"	"SNPDF-dc right"	0.0756076649878144
"2557"	"SNlasso left"	"SN0DLSO1.2-4 right"	-0.0279758920787403
"2558"	"SNlasso left"	"SN-DLSO1.2-3 right"	0.141505212536417
"2559"	"SNlasso left"	"SN-DLSO1.2-1 right"	-0.0287612871908514
"2560"	"SNlasso left"	"SN-DLSO2 right"	-0.0213033289164801
"2561"	"SNlasso left"	"SNMB2 right"	0.207809175983806
"2562"	"SNlasso left"	"eyespot-PRCR3 right"	0.481465235577682
"2563"	"SNlasso left"	"eyespot-PRCR1 right"	-0.0300503231746198
"2564"	"SNlasso left"	"MS3 right"	-0.0266617961746157
"2565"	"SNlasso left"	"MS5 right"	0.511920523832888
"2566"	"SNlasso left"	"SN-ASTC right"	-0.0249977931084616
"2567"	"SNlasso left"	"SN-DLSO3-PDF right"	-0.0154439145527785
"2568"	"SNlasso left"	"SN-DLSO3 right"	0.0318136992764996
"2569"	"SNlasso left"	"SN-MIP4 right"	-0.0127187197466279
"2570"	"SNlasso left"	"SN-MIP1 right"	-0.0228064377904329
"2571"	"SNlasso left"	"MNspinning right"	0.478638488188451
"2572"	"SNlasso left"	"SN-WLD right"	-0.0265021930973674
"2573"	"SNlasso left"	"SN-DSO right"	-0.0306220512445394
"2574"	"SNlasso left"	"SNbicil right"	-0.0165644117949189
"2575"	"SNlasso left"	"INCrossbow right"	-0.0208664107885572
"2576"	"SNlasso left"	"INarc1 right"	-0.00154901477582251
"2577"	"SNlasso left"	"INarc2 right"	0.615424287867537
"2578"	"SNlasso left"	"INsn right"	0.0431409932452555
"2579"	"SNlasso left"	"INrope right"	0.00485846038943662
"2580"	"SNlasso left"	"Loop right"	-0.0280576475421833
"2581"	"SNlasso left"	"INCM right"	-0.0259240406250099
"2582"	"SNlasso left"	"MNspider-ant right"	-0.0208664107885572
"2583"	"SNlasso left"	"MNspider-post right"	-0.0182959385432259
"2584"	"SNlasso left"	"MNbiramous right"	-0.0366945522149549
"2585"	"SNlasso left"	"MNring right"	-0.0268288168139815
"2586"	"SNlasso left"	"MNcrab right"	-0.0267754416942845
"2587"	"SNlasso left"	"MNhose right"	0.0735739590328549
"2588"	"SNlasso left"	"MNbow right"	0.0787768060645839
"2589"	"SNlasso left"	"MNwave right"	-0.0209544794013288
"2590"	"SNlasso left"	"MNacicX right"	-0.0181130011374986
"2591"	"SNlasso left"	"INchaeMech right"	-0.0200362789473195
"2592"	"SNlasso left"	"chaeMech right"	-0.0203957381064866
"2593"	"SNlasso left"	"INFVa-pyg right"	-0.0192350544357936
"2594"	"SNlasso left"	"INsplitCR right"	-0.0240372986670233
"2595"	"SNlasso left"	"INsplitCRATO right"	-0.0326698783799022
"2596"	"SNlasso left"	"INMC3 right"	-0.0196167451847274
"2597"	"SNlasso left"	"INbiax right"	-0.017242987897764
"2598"	"SNlasso left"	"INsplitPB-RF/Ya right"	-0.023133834158834
"2599"	"SNlasso left"	"INsplitPBant right"	-0.0201565666552666
"2600"	"SNlasso left"	"INsplitPB right"	-0.029181114477931
"2601"	"SNlasso left"	"PB right"	0.0988668439980891
"2602"	"SNlasso left"	"interparaPM1 right"	-0.0128510011832001
"2603"	"SNlasso left"	"cioMNcover right"	-0.0248696728059912
"2604"	"SNlasso left"	"INsplitPUh right"	-0.0282845113673707
"2605"	"SNlasso left"	"MN3 right"	-0.035140300922628
"2606"	"SNlasso left"	"MN1 right"	-0.0256521052357002
"2607"	"SNlasso left"	"MN2 right"	-0.0264509006267171
"2608"	"SNlasso left"	"MC3cover right"	-0.0256521052357002
"2609"	"SNlasso left"	"antPUc right"	-0.0154020286117494
"2610"	"SNlasso left"	"spinPU right"	-0.0208664107885572
"2611"	"SNlasso left"	"trochPU right"	-0.022152884165126
"2612"	"SNlasso left"	"hPUc1 right"	-0.0134480212599809
"2613"	"SNlasso left"	"pygCirrusPUSM right"	-0.0209544794013288
"2614"	"SNlasso left"	"hCirrusPU right"	0.0961717232099087
"2615"	"SNlasso left"	"parapodPU right"	0.0239181684328233
"2616"	"SNlasso left"	"hPU right"	0.594719736432997
"2617"	"SNlasso left"	"dsoPU right"	-0.0280576475421833
"2618"	"SNlasso left"	"pygCirrusPU right"	0.0610950099526247
"2619"	"SNlasso left"	"hCR right"	0.118864537627359
"2620"	"SNlasso left"	"ventralpygCR right"	0.217743275390952
"2621"	"SNlasso left"	"SN-DLSO1.0 right"	-0.0166072864962212
"2622"	"SNlasso left"	"INdc right"	0.10726497986163
"2623"	"SNlasso left"	"INbackcross right"	0.556217297944497
"2624"	"SNlasso left"	"MNcommUpL right"	-0.00165497040235495
"2625"	"SNlasso left"	"MNob-ipsi right"	0.00232598756134571
"2626"	"SNlasso left"	"INbiaxLeg right"	-0.0374873529244876
"2627"	"SNlasso left"	"INbiaxH right"	-0.0166764605002479
"2628"	"SNlasso left"	"SN-NS1 right"	-0.0167606267806372
"2629"	"SNlasso left"	"SN-NS3 right"	NA
"2630"	"SNlasso left"	"SN-NS15 right"	-0.0166194051158971
"2631"	"SNlasso left"	"SNaant right"	-0.0216382256141604
"2632"	"SNlasso left"	"SNPDF-pyg right"	-0.0223104402098461
"2633"	"SNlasso left"	"INfoot right"	-0.0201236528211234
"2634"	"SNlasso left"	"INW right"	0.396456129469499
"2635"	"SNlasso left"	"INmidL right"	-0.0180371589628227
"2636"	"SNlasso left"	"INhook right"	-0.0143270493582595
"2637"	"SNlasso left"	"INMBtype6 right"	0.0018976142509213
"2638"	"SNlasso left"	"INMBtype5 right"	0.0279213299296275
"2639"	"SNlasso left"	"INMBtype7 right"	-0.0303650211242804
"2640"	"SNlasso left"	"INcross right"	-0.0239730827793977
"2641"	"SNlasso left"	"INpro right"	-0.0273874681113725
"2642"	"SNlasso left"	"INproT2 right"	-0.0111433306336901
"2643"	"SNlasso left"	"INpear right"	-0.0156197145046358
"2644"	"SNlasso left"	"INZ right"	-0.0303602013197816
"2645"	"SNlasso left"	"MNpostv right"	-0.0145941570053154
"2646"	"SNlasso left"	"SN-NS22 right"	0.474573336513727
"2647"	"SNlasso left"	"SN-NS5 right"	-0.0276432447660562
"2648"	"SNlasso left"	"SN-NS17 right"	-0.0224399471477673
"2649"	"SNlasso left"	"SN-NS19 right"	-0.0185457554779149
"2650"	"SNlasso left"	"SN-NS20 right"	-0.0291159634085573
"2651"	"SNlasso left"	"SN-NS29 right"	-0.0185034528989271
"2652"	"SNlasso left"	"SN-NS27 right"	-0.0233730854013327
"2653"	"SNlasso left"	"SN-NS18 right"	-0.0150900931790588
"2654"	"SNlasso left"	"SN-NS16 right"	-0.0165374510915727
"2655"	"SNlasso left"	"INbigloop right"	-0.0146029184603896
"2656"	"SNlasso left"	"SNadNS22 right"	-0.0180371589628227
"2657"	"SNlasso left"	"Ser-tr1 right"	-0.0167160155574656
"2658"	"SNlasso left"	"SNFVa right"	-0.0207947461962934
"2659"	"SNlasso left"	"INUturn right"	0.0500479741307032
"2660"	"SNlasso left"	"INcomm-Upstairs right"	-0.0214341240813813
"2661"	"SNlasso left"	"INasc-pyg right"	-0.002988981448506
"2662"	"SNlasso left"	"SNblunt right"	0.0183519772968797
"2663"	"SNlasso left"	"INsplitBronto right"	-0.0154439145527785
"2664"	"SNlasso left"	"INleucoPU right"	-0.0242096692858888
"2665"	"SNlasso left"	"MNladder right"	-0.0213033289164801
"2666"	"SNlasso left"	"INdecussfoot right"	-0.0243082723231213
"2667"	"SNlasso left"	"INdecusshook right"	-0.0210859334692892
"2668"	"SNlasso left"	"INpreLadder right"	-0.0233730854013327
"2669"	"SNlasso left"	"INcomm-Upcross right"	-0.0271052288040017
"2670"	"SNlasso left"	"MNacic right"	-0.0242096692858888
"2671"	"SNlasso left"	"INsplitVent right"	-0.0287612871908514
"2672"	"SNlasso left"	"INcomm-DownL right"	-0.013481781618501
"2673"	"SNlasso left"	"MNarm right"	-0.0272466775701057
"2674"	"SNlasso left"	"INlasso-postSN right"	0.0334368235467364
"2675"	"SNlasso left"	"MNantacic right"	-0.0204411660053988
"2676"	"SNlasso left"	"MNpostacic right"	-0.0172080019877325
"2677"	"SNlasso left"	"SN-DLSO1.3 right"	0.0584263748724476
"2678"	"SNlasso left"	"MNakro right"	0.0124600760572511
"2679"	"SNlasso left"	"MNchae right"	0.34344652159116
"2680"	"SNlasso left"	"MNgland-head right"	-0.0182223597104649
"2681"	"SNlasso left"	"SNstiff right"	-0.0208664107885572
"2682"	"SNlasso left"	"SNbronto right"	-0.0180371589628227
"2683"	"SNlasso left"	"INcommascFV right"	-0.0205152985449773
"2684"	"SNlasso left"	"SNpygM right"	-0.0169401543928698
"2685"	"SNlasso left"	"INR1 right"	-0.0265133602938416
"2686"	"SNlasso left"	"SN-DLSO1.1NP right"	-0.022152884165126
"2687"	"SNlasso left"	"SN-DLSO1.1 right"	-0.0229612730145934
"2688"	"SNlasso left"	"INmus right"	0.0807981206809265
"2689"	"SNlasso left"	"INdescLuqinPDF right"	-0.0139288228027473
"2690"	"SNlasso left"	"INcosplit right"	-0.0210201686394266
"2691"	"SNlasso left"	"INcommdescFVa right"	-0.0161279526551315
"2692"	"SNlasso left"	"MNheadV right"	-0.0243082723231213
"2693"	"SNlasso left"	"INbiaxHmid right"	0.110619565813984
"2694"	"SNlasso left"	"MNantelope right"	-0.0161149299641165
"2695"	"SNlasso left"	"MNsmile right"	-0.0127187197466279
"2696"	"SNlasso left"	"INhorn right"	0.446920477283443
"2697"	"SNlasso left"	"INMBPDF right"	-0.0201943809469801
"2698"	"SNlasso left"	"INMBdescFMRF right"	-0.0166858528980873
"2699"	"SNlasso left"	"INDLSO right"	0.51717336912583
"2700"	"SNlasso left"	"SNtorii right"	-0.0201735182036406
"2701"	"SNlasso left"	"INexsn right"	-0.0144578782231198
"2702"	"SNlasso left"	"MBmouth right"	0.495184676317023
"2703"	"SNlasso left"	"SNtrpa right"	-0.0175702865432449
"2704"	"SNlasso left"	"INtorii right"	-0.0146735876351327
"2705"	"SNlasso left"	"INUturnMB right"	-0.00242816696350419
"2706"	"SNlasso left"	"INface right"	0.0309166847705093
"2707"	"SNlasso left"	"INMBdesc3 right"	0.336583490363407
"2708"	"SNlasso left"	"INMBdesc2 right"	0.391229549804946
"2709"	"SNlasso left"	"INpara right"	-0.0246705198641243
"2710"	"SNlasso left"	"INMBtype9 right"	-0.0212046824352682
"2711"	"SNlasso left"	"INMBtype2 right"	-0.0161303193275289
"2712"	"SNlasso left"	"INdecussM right"	-0.0266137614184084
"2713"	"SNlasso left"	"INiaStiff right"	-0.0208664107885572
"2714"	"SNlasso left"	"INmantis right"	0.319185716911504
"2715"	"SNlasso left"	"INsplitSpin right"	-0.0130349036188109
"2716"	"INlasso left"	"PRC right"	-0.0126513456196892
"2717"	"INlasso left"	"IN1 right"	-0.0103625275912289
"2718"	"INlasso left"	"INton right"	-0.0173716008623578
"2719"	"INlasso left"	"INpreSer right"	-0.0126722517752284
"2720"	"INlasso left"	"cPRC right"	-0.012692918053511
"2721"	"INlasso left"	"INRGWa right"	-0.016206438636112
"2722"	"INlasso left"	"INNOS right"	-0.0107935925289638
"2723"	"INlasso left"	"Ser-h1 right"	-0.00436387421190562
"2724"	"INlasso left"	"SNnuchPDF right"	-0.00923484735464495
"2725"	"INlasso left"	"SNnuchBx right"	-0.0077633872501072
"2726"	"INlasso left"	"SNgolden right"	-0.0096943928897549
"2727"	"INlasso left"	"SNhorn right"	-0.00453436635668408
"2728"	"INlasso left"	"SNhook right"	-0.0120289680519714
"2729"	"INlasso left"	"MNant right"	-0.0167659826699485
"2730"	"INlasso left"	"SNlasso right"	-0.0138055927126009
"2731"	"INlasso left"	"INlasso right"	0.180577045397516
"2732"	"INlasso left"	"INdecussPre right"	-0.00836487303347146
"2733"	"INlasso left"	"INpreMN right"	-0.0147773550803501
"2734"	"INlasso left"	"SNMIP-vc right"	-0.00346510435743849
"2735"	"INlasso left"	"SNmus right"	-0.0135987387826924
"2736"	"INlasso left"	"SNantlerPDF right"	0.148968774775952
"2737"	"INlasso left"	"SNPDF-dc right"	-0.0154969338568956
"2738"	"INlasso left"	"SN0DLSO1.2-4 right"	0.0528512938983661
"2739"	"INlasso left"	"SN-DLSO1.2-3 right"	0.0863734546175684
"2740"	"INlasso left"	"SN-DLSO1.2-1 right"	0.031330029470526
"2741"	"INlasso left"	"SN-DLSO2 right"	0.312880658515148
