"left"	"right"	"correlation"
"27581"	"SN-DLSO1.1 left"	"cioMNcover right"	0.00437569219742
"27582"	"SN-DLSO1.1 left"	"INsplitPUh right"	-0.0379163096434086
"27583"	"SN-DLSO1.1 left"	"MN3 right"	0.0792090757535025
"27584"	"SN-DLSO1.1 left"	"MN1 right"	-0.0343874833999837
"27585"	"SN-DLSO1.1 left"	"MN2 right"	0.122175597756765
"27586"	"SN-DLSO1.1 left"	"MC3cover right"	0.0693480915233005
"27587"	"SN-DLSO1.1 left"	"antPUc right"	-0.0206469215039516
"27588"	"SN-DLSO1.1 left"	"spinPU right"	0.140792923297294
"27589"	"SN-DLSO1.1 left"	"trochPU right"	0.0897499162658807
"27590"	"SN-DLSO1.1 left"	"hPUc1 right"	0.187419345245173
"27591"	"SN-DLSO1.1 left"	"pygCirrusPUSM right"	-0.0280901628130572
"27592"	"SN-DLSO1.1 left"	"hCirrusPU right"	-0.0354079710347878
"27593"	"SN-DLSO1.1 left"	"parapodPU right"	0.0231433254147582
"27594"	"SN-DLSO1.1 left"	"hPU right"	-0.0296966634703282
"27595"	"SN-DLSO1.1 left"	"dsoPU right"	0.0632442031309635
"27596"	"SN-DLSO1.1 left"	"pygCirrusPU right"	0.0199057944599964
"27597"	"SN-DLSO1.1 left"	"hCR right"	-0.0296096711491898
"27598"	"SN-DLSO1.1 left"	"ventralpygCR right"	-0.0504738143156679
"27599"	"SN-DLSO1.1 left"	"SN-DLSO1.0 right"	-0.0137344984580648
"27600"	"SN-DLSO1.1 left"	"INdc right"	-0.0323662600009729
"27601"	"SN-DLSO1.1 left"	"INbackcross right"	-0.00109971666749483
"27602"	"SN-DLSO1.1 left"	"MNcommUpL right"	-0.0208234558681151
"27603"	"SN-DLSO1.1 left"	"MNob-ipsi right"	-0.0228299493768408
"27604"	"SN-DLSO1.1 left"	"INbiaxLeg right"	-0.0502530187895107
"27605"	"SN-DLSO1.1 left"	"INbiaxH right"	0.00293413824382679
"27606"	"SN-DLSO1.1 left"	"SN-NS1 right"	-0.0174475022453898
"27607"	"SN-DLSO1.1 left"	"SN-NS3 right"	NA
"27608"	"SN-DLSO1.1 left"	"SN-NS15 right"	0.00759131335032573
"27609"	"SN-DLSO1.1 left"	"SNaant right"	-0.0290067469034275
"27610"	"SN-DLSO1.1 left"	"SNPDF-pyg right"	-0.0299078724850503
"27611"	"SN-DLSO1.1 left"	"INfoot right"	-0.0269764126949844
"27612"	"SN-DLSO1.1 left"	"INW right"	-0.0388025566031743
"27613"	"SN-DLSO1.1 left"	"INmidL right"	-0.0241793996523031
"27614"	"SN-DLSO1.1 left"	"INhook right"	-0.0192058767672699
"27615"	"SN-DLSO1.1 left"	"INMBtype6 right"	-0.0358253772745947
"27616"	"SN-DLSO1.1 left"	"INMBtype5 right"	0.193830781431241
"27617"	"SN-DLSO1.1 left"	"INMBtype7 right"	0.00841242883263579
"27618"	"SN-DLSO1.1 left"	"INcross right"	0.0184436707628073
"27619"	"SN-DLSO1.1 left"	"INpro right"	-0.0367137939125836
"27620"	"SN-DLSO1.1 left"	"INproT2 right"	0.0676501190272637
"27621"	"SN-DLSO1.1 left"	"INpear right"	-0.000886295726583892
"27622"	"SN-DLSO1.1 left"	"INZ right"	-0.0406988396980064
"27623"	"SN-DLSO1.1 left"	"MNpostv right"	-0.0195639432766166
"27624"	"SN-DLSO1.1 left"	"SN-NS22 right"	-0.00584712057814117
"27625"	"SN-DLSO1.1 left"	"SN-NS5 right"	0.0126267174772794
"27626"	"SN-DLSO1.1 left"	"SN-NS17 right"	0.151410119813393
"27627"	"SN-DLSO1.1 left"	"SN-NS19 right"	0.175133270808997
"27628"	"SN-DLSO1.1 left"	"SN-NS20 right"	0.0229392121072398
"27629"	"SN-DLSO1.1 left"	"SN-NS29 right"	-0.0248044818761585
"27630"	"SN-DLSO1.1 left"	"SN-NS27 right"	-0.0313323830094911
"27631"	"SN-DLSO1.1 left"	"SN-NS18 right"	-0.0202287618864482
"27632"	"SN-DLSO1.1 left"	"SN-NS16 right"	0.379089769290236
"27633"	"SN-DLSO1.1 left"	"INbigloop right"	-0.00930554457976197
"27634"	"SN-DLSO1.1 left"	"SNadNS22 right"	-0.00594410241452452
"27635"	"SN-DLSO1.1 left"	"Ser-tr1 right"	-0.00888865099160905
"27636"	"SN-DLSO1.1 left"	"SNFVa right"	0.176349108674231
"27637"	"SN-DLSO1.1 left"	"INUturn right"	0.150058682387097
"27638"	"SN-DLSO1.1 left"	"INcomm-Upstairs right"	-0.0109529755524986
"27639"	"SN-DLSO1.1 left"	"INasc-pyg right"	0.0592864705186749
"27640"	"SN-DLSO1.1 left"	"SNblunt right"	0.150540834287144
"27641"	"SN-DLSO1.1 left"	"INsplitBronto right"	-0.0207030709735018
"27642"	"SN-DLSO1.1 left"	"INleucoPU right"	0.124190069756832
"27643"	"SN-DLSO1.1 left"	"MNladder right"	-0.0285578069616031
"27644"	"SN-DLSO1.1 left"	"INdecussfoot right"	-0.0325860315678999
"27645"	"SN-DLSO1.1 left"	"INdecusshook right"	-0.0282663812769342
"27646"	"SN-DLSO1.1 left"	"INpreLadder right"	0.00647535915529484
"27647"	"SN-DLSO1.1 left"	"INcomm-Upcross right"	-0.0363354429192497
"27648"	"SN-DLSO1.1 left"	"MNacic right"	0.0458681093875407
"27649"	"SN-DLSO1.1 left"	"INsplitVent right"	-0.0385554431790312
"27650"	"SN-DLSO1.1 left"	"INcomm-DownL right"	-0.0180727678039932
"27651"	"SN-DLSO1.1 left"	"MNarm right"	-0.0365250596018438
"27652"	"SN-DLSO1.1 left"	"INlasso-postSN right"	-0.0365100862968841
"27653"	"SN-DLSO1.1 left"	"MNantacic right"	-0.0274020494703376
"27654"	"SN-DLSO1.1 left"	"MNpostacic right"	-0.0119337872338621
"27655"	"SN-DLSO1.1 left"	"SN-DLSO1.3 right"	-0.0263001619734158
"27656"	"SN-DLSO1.1 left"	"MNakro right"	-0.0425766267553392
"27657"	"SN-DLSO1.1 left"	"MNchae right"	-0.025811435402117
"27658"	"SN-DLSO1.1 left"	"MNgland-head right"	0.167166669838945
"27659"	"SN-DLSO1.1 left"	"SNstiff right"	0.140792923297294
"27660"	"SN-DLSO1.1 left"	"SNbronto right"	0.267585356152155
"27661"	"SN-DLSO1.1 left"	"INcommascFV right"	-0.027501426556574
"27662"	"SN-DLSO1.1 left"	"SNpygM right"	-0.0102533804844285
"27663"	"SN-DLSO1.1 left"	"INR1 right"	-0.0355420238847847
"27664"	"SN-DLSO1.1 left"	"SN-DLSO1.1NP right"	-0.0296966634703282
"27665"	"SN-DLSO1.1 left"	"SN-DLSO1.1 right"	0.499814012470248
"27666"	"SN-DLSO1.1 left"	"INmus right"	-0.0237047591797074
"27667"	"SN-DLSO1.1 left"	"INdescLuqinPDF right"	-0.0186720410862883
"27668"	"SN-DLSO1.1 left"	"INcosplit right"	-0.0281782213783831
"27669"	"SN-DLSO1.1 left"	"INcommdescFVa right"	-0.021620046351292
"27670"	"SN-DLSO1.1 left"	"MNheadV right"	-0.0325860315678999
"27671"	"SN-DLSO1.1 left"	"INbiaxHmid right"	-0.0324538509817505
"27672"	"SN-DLSO1.1 left"	"MNantelope right"	0.173900841525748
"27673"	"SN-DLSO1.1 left"	"MNsmile right"	0.188685100586831
"27674"	"SN-DLSO1.1 left"	"INhorn right"	0.0294378934568296
"27675"	"SN-DLSO1.1 left"	"INMBPDF right"	0.0219276931034428
"27676"	"SN-DLSO1.1 left"	"INMBdescFMRF right"	-0.0223679298161076
"27677"	"SN-DLSO1.1 left"	"INDLSO right"	-0.0182518042005892
"27678"	"SN-DLSO1.1 left"	"SNtorii right"	-0.0270432588660018
"27679"	"SN-DLSO1.1 left"	"INexsn right"	-0.0193812571260079
"27680"	"SN-DLSO1.1 left"	"MBmouth right"	0.0166627405638781
"27681"	"SN-DLSO1.1 left"	"SNtrpa right"	-0.0235535419524915
"27682"	"SN-DLSO1.1 left"	"INtorii right"	-0.0196704226255511
"27683"	"SN-DLSO1.1 left"	"INUturnMB right"	-0.0250758404363663
"27684"	"SN-DLSO1.1 left"	"INface right"	-0.0250874432960424
"27685"	"SN-DLSO1.1 left"	"INMBdesc3 right"	-0.0205726124350532
"27686"	"SN-DLSO1.1 left"	"INMBdesc2 right"	-0.0256832971236623
"27687"	"SN-DLSO1.1 left"	"INpara right"	-0.0330716362069137
"27688"	"SN-DLSO1.1 left"	"INMBtype9 right"	-0.0284255681373829
"27689"	"SN-DLSO1.1 left"	"INMBtype2 right"	-0.021623218952801
"27690"	"SN-DLSO1.1 left"	"INdecussM right"	0.0690390709291619
"27691"	"SN-DLSO1.1 left"	"INiaStiff right"	-0.0279721039663498
"27692"	"SN-DLSO1.1 left"	"INmantis right"	-0.0376121912893395
"27693"	"SN-DLSO1.1 left"	"INsplitSpin right"	-0.0185404053848336
"27694"	"INmus left"	"PRC right"	-0.0157688435353534
"27695"	"INmus left"	"IN1 right"	-0.0129160234119732
"27696"	"INmus left"	"INton right"	-0.0216522466614788
"27697"	"INmus left"	"INpreSer right"	-0.0157949013086158
"27698"	"INmus left"	"cPRC right"	-0.0158206600949531
"27699"	"INmus left"	"INRGWa right"	-0.0201999694578286
"27700"	"INmus left"	"INNOS right"	-0.0134533097814278
"27701"	"INmus left"	"Ser-h1 right"	0.0258146348404518
"27702"	"INmus left"	"SNnuchPDF right"	0.56721010542288
"27703"	"INmus left"	"SNnuchBx right"	-0.00967641249645229
"27704"	"INmus left"	"SNgolden right"	-0.0120832494221704
"27705"	"INmus left"	"SNhorn right"	-0.0112416490706485
"27706"	"INmus left"	"SNhook right"	0.0352615546646742
"27707"	"INmus left"	"MNant right"	-0.0208973942682754
"27708"	"INmus left"	"SNlasso right"	-0.0172075159387802
"27709"	"INmus left"	"INlasso right"	-0.0174164539992536
"27710"	"INmus left"	"INdecussPre right"	-0.00566579466483923
"27711"	"INmus left"	"INpreMN right"	-0.0184187364042723
"27712"	"INmus left"	"SNMIP-vc right"	-0.0134620295937664
"27713"	"INmus left"	"SNmus right"	0.0906957087210993
"27714"	"INmus left"	"SNantlerPDF right"	-0.0214927614437144
"27715"	"INmus left"	"SNPDF-dc right"	0.0639255411152335
"27716"	"INmus left"	"SN0DLSO1.2-4 right"	0.129791165597326
"27717"	"INmus left"	"SN-DLSO1.2-3 right"	-0.0146395886469238
"27718"	"INmus left"	"SN-DLSO1.2-1 right"	-0.021881611068708
"27719"	"INmus left"	"SN-DLSO2 right"	-0.0162075902488626
"27720"	"INmus left"	"SNMB2 right"	-0.0179089737686156
"27721"	"INmus left"	"eyespot-PRCR3 right"	-0.0173493596172391
"27722"	"INmus left"	"eyespot-PRCR1 right"	-0.0228623107106685
"27723"	"INmus left"	"MS3 right"	-0.0202843165681292
"27724"	"INmus left"	"MS5 right"	-0.0109561357854966
"27725"	"INmus left"	"SN-ASTC right"	-0.0190183416599441
"27726"	"INmus left"	"SN-DLSO3-PDF right"	-0.0117497429576015
"27727"	"INmus left"	"SN-DLSO3 right"	-0.0244728208033146
"27728"	"INmus left"	"SN-MIP4 right"	-0.00967641249645229
"27729"	"INmus left"	"SN-MIP1 right"	-0.0173511567226267
"27730"	"INmus left"	"MNspinning right"	-0.0155849588375156
"27731"	"INmus left"	"SN-WLD right"	-0.0201628904150317
"27732"	"INmus left"	"SN-DSO right"	-0.0232972818988504
"27733"	"INmus left"	"SNbicil right"	-0.0126022181856182
"27734"	"INmus left"	"INCrossbow right"	-0.0158751825759849
"27735"	"INmus left"	"INarc1 right"	-0.0164147061257976
"27736"	"INmus left"	"INarc2 right"	-0.0235466111795112
"27737"	"INmus left"	"INsn right"	-0.024855270476156
"27738"	"INmus left"	"INrope right"	-0.0230650410448083
"27739"	"INmus left"	"Loop right"	0.121752864523188
"27740"	"INmus left"	"INCM right"	-0.0197230315361647
"27741"	"INmus left"	"MNspider-ant right"	-0.0158751825759849
"27742"	"INmus left"	"MNspider-post right"	-0.0139195651669998
"27743"	"INmus left"	"MNbiramous right"	-0.0279172456566355
"27744"	"INmus left"	"MNring right"	0.0382308499843937
"27745"	"INmus left"	"MNcrab right"	-0.0203707781734319
"27746"	"INmus left"	"MNhose right"	-0.0282201480618682
"27747"	"INmus left"	"MNbow right"	-0.0145660486423226
"27748"	"INmus left"	"MNwave right"	-0.0159421852493785
"27749"	"INmus left"	"MNacicX right"	-0.0137803862375075
"27750"	"INmus left"	"INchaeMech right"	-0.0152436175849892
"27751"	"INmus left"	"chaeMech right"	-0.0155170944104104
"27752"	"INmus left"	"INFVa-pyg right"	-0.0146340453143329
"27753"	"INmus left"	"INsplitCR right"	-0.0182875966949589
"27754"	"INmus left"	"INsplitCRATO right"	-0.024855270476156
"27755"	"INmus left"	"INMC3 right"	-0.0149244359516251
"27756"	"INmus left"	"INbiax right"	-0.0131184794455697
"27757"	"INmus left"	"INsplitPB-RF/Ya right"	-0.0176002401503301
"27758"	"INmus left"	"INsplitPBant right"	-0.0153351325726245
"27759"	"INmus left"	"INsplitPB right"	-0.0222010160157449
"27760"	"INmus left"	"PB right"	-0.0245738311105598
"27761"	"INmus left"	"interparaPM1 right"	-0.0127313869978911
"27762"	"INmus left"	"cioMNcover right"	-0.0189208676279212
"27763"	"INmus left"	"INsplitPUh right"	-0.0215188796281039
"27764"	"INmus left"	"MN3 right"	-0.0267347699886984
"27765"	"INmus left"	"MN1 right"	-0.0195161428671978
"27766"	"INmus left"	"MN2 right"	-0.020123867060963
"27767"	"INmus left"	"MC3cover right"	-0.0195161428671978
"27768"	"INmus left"	"antPUc right"	-0.0117178760990439
"27769"	"INmus left"	"spinPU right"	-0.0158751825759849
"27770"	"INmus left"	"trochPU right"	-0.0168539325842697
"27771"	"INmus left"	"hPUc1 right"	0.572761410793104
"27772"	"INmus left"	"pygCirrusPUSM right"	-0.0159421852493785
"27773"	"INmus left"	"hCirrusPU right"	-0.0200953065775336
"27774"	"INmus left"	"parapodPU right"	-0.0197701867218842
"27775"	"INmus left"	"hPU right"	-0.0168539325842697
"27776"	"INmus left"	"dsoPU right"	0.121752864523188
"27777"	"INmus left"	"pygCirrusPU right"	0.522498258660093
"27778"	"INmus left"	"hCR right"	-0.0168045612898385
"27779"	"INmus left"	"ventralpygCR right"	0.0156694528839324
"27780"	"INmus left"	"SN-DLSO1.0 right"	-0.000534807927780274
"27781"	"INmus left"	"INdc right"	-0.0183690253488034
"27782"	"INmus left"	"INbackcross right"	-0.0180037228058219
"27783"	"INmus left"	"MNcommUpL right"	-0.0118180657474665
"27784"	"INmus left"	"MNob-ipsi right"	0.00299681632421114
"27785"	"INmus left"	"INbiaxLeg right"	-0.0285204090917723
"27786"	"INmus left"	"INbiaxH right"	-0.0126874649332513
"27787"	"INmus left"	"SN-NS1 right"	-0.0127514987089428
"27788"	"INmus left"	"SN-NS3 right"	NA
"27789"	"INmus left"	"SN-NS15 right"	-0.0126440571496756
"27790"	"INmus left"	"SNaant right"	0.0599399474493834
"27791"	"INmus left"	"SNPDF-pyg right"	-0.0169738013533276
"27792"	"INmus left"	"INfoot right"	-0.015310091700402
"27793"	"INmus left"	"INW right"	-0.0220218568911162
"27794"	"INmus left"	"INmidL right"	-0.0137226854483234
"27795"	"INmus left"	"INhook right"	-0.0109000309944173
"27796"	"INmus left"	"INMBtype6 right"	-0.020332199743427
"27797"	"INmus left"	"INMBtype5 right"	0.157104950080942
"27798"	"INmus left"	"INMBtype7 right"	-0.0231017331708977
"27799"	"INmus left"	"INcross right"	-0.0182387411945729
"27800"	"INmus left"	"INpro right"	-0.0208364083774498
"27801"	"INmus left"	"INproT2 right"	0.197981039341955
"27802"	"INmus left"	"INpear right"	-0.0118834917062897
"27803"	"INmus left"	"INZ right"	-0.023098066259651
"27804"	"INmus left"	"MNpostv right"	-0.011103246713087
"27805"	"INmus left"	"SN-NS22 right"	0.0512851796323663
"27806"	"INmus left"	"SN-NS5 right"	-0.0210310034677567
"27807"	"INmus left"	"SN-NS17 right"	-0.0170723303387477
"27808"	"INmus left"	"SN-NS19 right"	-0.0141096260974084
"27809"	"INmus left"	"SN-NS20 right"	-0.0221514490283119
"27810"	"INmus left"	"SN-NS29 right"	-0.0140774422603474
"27811"	"INmus left"	"SN-NS27 right"	0.0895040555567136
"27812"	"INmus left"	"SN-NS18 right"	-0.0114805553640089
"27813"	"INmus left"	"SN-NS16 right"	-0.0125817064602269
"27814"	"INmus left"	"INbigloop right"	-0.0111099124353496
"27815"	"INmus left"	"SNadNS22 right"	0.0380232742630628
"27816"	"INmus left"	"Ser-tr1 right"	-0.0127175584534785
"27817"	"INmus left"	"SNFVa right"	0.0523588512666304
"27818"	"INmus left"	"INUturn right"	-0.0261332775138107
"27819"	"INmus left"	"INcomm-Upstairs right"	-0.0163070993184339
"27820"	"INmus left"	"INasc-pyg right"	-0.024724794452821
"27821"	"INmus left"	"SNblunt right"	-0.0188580356843962
"27822"	"INmus left"	"INsplitBronto right"	-0.0117497429576015
"27823"	"INmus left"	"INleucoPU right"	-0.0184187364042723
"27824"	"INmus left"	"MNladder right"	-0.0162075902488626
"27825"	"INmus left"	"INdecussfoot right"	-0.0184937536765035
"27826"	"INmus left"	"INdecusshook right"	-0.0160421956129419
"27827"	"INmus left"	"INpreLadder right"	-0.0177822626933868
"27828"	"INmus left"	"INcomm-Upcross right"	-0.0206216804791048
"27829"	"INmus left"	"MNacic right"	-0.0184187364042723
"27830"	"INmus left"	"INsplitVent right"	-0.021881611068708
"27831"	"INmus left"	"INcomm-DownL right"	-0.0102569505993158
"27832"	"INmus left"	"MNarm right"	-0.0207292948172775
"27833"	"INmus left"	"INlasso-postSN right"	-0.020720796924152
"27834"	"INmus left"	"MNantacic right"	-0.0155516559934532
"27835"	"INmus left"	"MNpostacic right"	-0.0130918621362986
"27836"	"INmus left"	"SN-DLSO1.3 right"	-0.0149262949118245
"27837"	"INmus left"	"MNakro right"	-0.024163778456697
"27838"	"INmus left"	"MNchae right"	-0.0146489248735021
"27839"	"INmus left"	"MNgland-head right"	-0.0138635863302154
"27840"	"INmus left"	"SNstiff right"	-0.0158751825759849
"27841"	"INmus left"	"SNbronto right"	-0.0137226854483234
"27842"	"INmus left"	"INcommascFV right"	-0.015608056090842
"27843"	"INmus left"	"SNpygM right"	-0.0128880834647258
"27844"	"INmus left"	"INR1 right"	-0.02017138642734
"27845"	"INmus left"	"SN-DLSO1.1NP right"	-0.0168539325842697
"27846"	"INmus left"	"SN-DLSO1.1 right"	-0.0174689554891538
"27847"	"INmus left"	"INmus right"	-0.0134533097814278
"27848"	"INmus left"	"INdescLuqinPDF right"	-0.0105970599018119
"27849"	"INmus left"	"INcosplit right"	0.0299535726630247
"27850"	"INmus left"	"INcommdescFVa right"	-0.0122701597112935
"27851"	"INmus left"	"MNheadV right"	-0.0184937536765035
"27852"	"INmus left"	"INbiaxHmid right"	-0.0184187364042723
"27853"	"INmus left"	"MNantelope right"	-0.0122602520372047
"27854"	"INmus left"	"MNsmile right"	-0.00967641249645229
"27855"	"INmus left"	"INhorn right"	-0.0172225769290212
"27856"	"INmus left"	"INMBPDF right"	-0.0153639017170172
"27857"	"INmus left"	"INMBdescFMRF right"	-0.0126946106772912
"27858"	"INmus left"	"INDLSO right"	-0.0103585602418055
"27859"	"INmus left"	"SNtorii right"	-0.0153480293246395
"27860"	"INmus left"	"INexsn right"	-0.0109995657029454
"27861"	"INmus left"	"MBmouth right"	-0.0130651901319896
"27862"	"INmus left"	"SNtrpa right"	0.110710225481207
"27863"	"INmus left"	"INtorii right"	-0.0111636776019089
"27864"	"INmus left"	"INUturnMB right"	0.0215448311150556
"27865"	"INmus left"	"INface right"	-0.0142380331192982
"27866"	"INmus left"	"INMBdesc3 right"	-0.0116757030098393
"27867"	"INmus left"	"INMBdesc2 right"	-0.0145762017573615
"27868"	"INmus left"	"INpara right"	-0.0187693519051302
"27869"	"INmus left"	"INMBtype9 right"	-0.016132539924416
"27870"	"INmus left"	"INMBtype2 right"	-0.0122719602776097
"27871"	"INmus left"	"INdecussM right"	-0.0202477716859014
"27872"	"INmus left"	"INiaStiff right"	-0.0158751825759849
"27873"	"INmus left"	"INmantis right"	-0.021346281442377
"27874"	"INmus left"	"INsplitSpin right"	-0.010522351871389
"27875"	"INdescLuqinPDF left"	"PRC right"	-0.0114282881003755
"27876"	"INdescLuqinPDF left"	"IN1 right"	-0.00838532566096906
"27877"	"INdescLuqinPDF left"	"INton right"	-0.0156922168904144
"27878"	"INdescLuqinPDF left"	"INpreSer right"	0.597344587204233
"27879"	"INdescLuqinPDF left"	"cPRC right"	-0.0114658415563502
"27880"	"INdescLuqinPDF left"	"INRGWa right"	-0.0146396956799837
"27881"	"INdescLuqinPDF left"	"INNOS right"	-0.00975013162766547
"27882"	"INdescLuqinPDF left"	"Ser-h1 right"	0.95116928198317
"27883"	"INdescLuqinPDF left"	"SNnuchPDF right"	-0.00834207674854953
"27884"	"INdescLuqinPDF left"	"SNnuchBx right"	0.980243207371547
"27885"	"INdescLuqinPDF left"	"SNgolden right"	-0.00875719613018309
"27886"	"INdescLuqinPDF left"	"SNhorn right"	-0.00814725594902737
"27887"	"INdescLuqinPDF left"	"SNhook right"	-0.0108660783272095
"27888"	"INdescLuqinPDF left"	"MNant right"	-0.0151451462949426
"27889"	"INdescLuqinPDF left"	"SNlasso right"	0.188172769657839
"27890"	"INdescLuqinPDF left"	"INlasso right"	-0.0126223748459526
"27891"	"INdescLuqinPDF left"	"INdecussPre right"	-0.0105133380087661
"27892"	"INdescLuqinPDF left"	"INpreMN right"	-0.0133487674984519
"27893"	"INdescLuqinPDF left"	"SNMIP-vc right"	-0.00975645121142973
"27894"	"INdescLuqinPDF left"	"SNmus right"	-0.0122840928769264
"27895"	"INdescLuqinPDF left"	"SNantlerPDF right"	-0.0155766318120111
"27896"	"INdescLuqinPDF left"	"SNPDF-dc right"	-0.0139987816405428
"27897"	"INdescLuqinPDF left"	"SN0DLSO1.2-4 right"	-0.0154253936520545
"27898"	"INdescLuqinPDF left"	"SN-DLSO1.2-3 right"	-0.0106098735999845
"27899"	"INdescLuqinPDF left"	"SN-DLSO1.2-1 right"	-0.0158584461081697
"27900"	"INdescLuqinPDF left"	"SN-DLSO2 right"	-0.0117462647379035
"27901"	"INdescLuqinPDF left"	"SNMB2 right"	-0.0129793228876262
"27902"	"INdescLuqinPDF left"	"eyespot-PRCR3 right"	-0.0125737489637908
"27903"	"INdescLuqinPDF left"	"eyespot-PRCR1 right"	-0.0165691969012213
"27904"	"INdescLuqinPDF left"	"MS3 right"	-0.0147008252786628
"27905"	"INdescLuqinPDF left"	"MS5 right"	-0.00794033347738991
"27906"	"INdescLuqinPDF left"	"SN-ASTC right"	-0.0137833245154554
"27907"	"INdescLuqinPDF left"	"SN-DLSO3-PDF right"	-0.00851549115341128
"27908"	"INdescLuqinPDF left"	"SN-DLSO3 right"	-0.0177363955791749
"27909"	"INdescLuqinPDF left"	"SN-MIP4 right"	-0.00701286873318277
"27910"	"INdescLuqinPDF left"	"SN-MIP1 right"	0.0717243672174318
"27911"	"INdescLuqinPDF left"	"MNspinning right"	-0.0112950197792441
"27912"	"INdescLuqinPDF left"	"SN-WLD right"	-0.0146128230699144
"27913"	"INdescLuqinPDF left"	"SN-DSO right"	-0.0168844372701653
"27914"	"INdescLuqinPDF left"	"SNbicil right"	-0.00913331277630747
"27915"	"INdescLuqinPDF left"	"INCrossbow right"	-0.01150535609778
"27916"	"INdescLuqinPDF left"	"INarc1 right"	0.0200035251608628
"27917"	"INdescLuqinPDF left"	"INarc2 right"	-0.0170651358004579
"27918"	"INdescLuqinPDF left"	"INsn right"	-0.0180135715835742
"27919"	"INdescLuqinPDF left"	"INrope right"	0.0953438148377539
"27920"	"INdescLuqinPDF left"	"Loop right"	0.019099348289787
"27921"	"INdescLuqinPDF left"	"INCM right"	0.0678399695332504
"27922"	"INdescLuqinPDF left"	"MNspider-ant right"	-0.01150535609778
"27923"	"INdescLuqinPDF left"	"MNspider-post right"	-0.0100880448590779
"27924"	"INdescLuqinPDF left"	"MNbiramous right"	0.0306300641130374
"27925"	"INdescLuqinPDF left"	"MNring right"	-0.0147929173950816
"27926"	"INdescLuqinPDF left"	"MNcrab right"	-0.01476348733329
"27927"	"INdescLuqinPDF left"	"MNhose right"	-0.0204522279368952
"27928"	"INdescLuqinPDF left"	"MNbow right"	-0.0105565763269409
"27929"	"INdescLuqinPDF left"	"MNwave right"	-0.011553915515173
"27930"	"INdescLuqinPDF left"	"MNacicX right"	-0.00998717652969323
"27931"	"INdescLuqinPDF left"	"INchaeMech right"	0.0722699562876259
"27932"	"INdescLuqinPDF left"	"chaeMech right"	-0.0112458358157539
"27933"	"INdescLuqinPDF left"	"INFVa-pyg right"	0.00519381432047455
"27934"	"INdescLuqinPDF left"	"INsplitCR right"	0.0163626240759095
"27935"	"INdescLuqinPDF left"	"INsplitCRATO right"	-0.0180135715835742
"27936"	"INdescLuqinPDF left"	"INMC3 right"	-0.0108163134099454
"27937"	"INdescLuqinPDF left"	"INbiax right"	0.00520066581354875
"27938"	"INdescLuqinPDF left"	"INsplitPB-RF/Ya right"	0.0605383484474449
"27939"	"INdescLuqinPDF left"	"INsplitPBant right"	0.122994502456465
"27940"	"INdescLuqinPDF left"	"INsplitPB right"	0.0917722000191995
"27941"	"INdescLuqinPDF left"	"PB right"	-0.0178096016383078
"27942"	"INdescLuqinPDF left"	"interparaPM1 right"	-0.00922692638829678
"27943"	"INdescLuqinPDF left"	"cioMNcover right"	-0.0137126813311428
"27944"	"INdescLuqinPDF left"	"INsplitPUh right"	-0.0155955606659371
"27945"	"INdescLuqinPDF left"	"MN3 right"	-0.0193757172517517
"27946"	"INdescLuqinPDF left"	"MN1 right"	-0.0141441002185343
"27947"	"INdescLuqinPDF left"	"MN2 right"	0.0934775281373621
"27948"	"INdescLuqinPDF left"	"MC3cover right"	0.0569692925468743
"27949"	"INdescLuqinPDF left"	"antPUc right"	-0.00849239601395899
"27950"	"INdescLuqinPDF left"	"spinPU right"	0.104187391329897
"27951"	"INdescLuqinPDF left"	"trochPU right"	-0.0122146939162349
"27952"	"INdescLuqinPDF left"	"hPUc1 right"	-0.00741499220802484
"27953"	"INdescLuqinPDF left"	"pygCirrusPUSM right"	-0.011553915515173
"27954"	"INdescLuqinPDF left"	"hCirrusPU right"	-0.0145638424605168
"27955"	"INdescLuqinPDF left"	"parapodPU right"	-0.0143282155821612
"27956"	"INdescLuqinPDF left"	"hPU right"	-0.0122146939162349
"27957"	"INdescLuqinPDF left"	"dsoPU right"	0.261088091121388
"27958"	"INdescLuqinPDF left"	"pygCirrusPU right"	0.0211871046234359
"27959"	"INdescLuqinPDF left"	"hCR right"	0.74983009044602
"27960"	"INdescLuqinPDF left"	"ventralpygCR right"	0.278997181928262
"27961"	"INdescLuqinPDF left"	"SN-DLSO1.0 right"	-0.00915695310003482
"27962"	"INdescLuqinPDF left"	"INdc right"	-0.0133127399823948
"27963"	"INdescLuqinPDF left"	"INbackcross right"	-0.0130479911632672
"27964"	"INdescLuqinPDF left"	"MNcommUpL right"	0.0107787792529241
"27965"	"INdescLuqinPDF left"	"MNob-ipsi right"	-0.00939030891601257
"27966"	"INdescLuqinPDF left"	"INbiaxLeg right"	-0.0206698386670269
"27967"	"INdescLuqinPDF left"	"INbiaxH right"	-0.00919509437680261
"27968"	"INdescLuqinPDF left"	"SN-NS1 right"	-0.00924150211971136
"27969"	"INdescLuqinPDF left"	"SN-NS3 right"	NA
"27970"	"INdescLuqinPDF left"	"SN-NS15 right"	0.011313129734072
"27971"	"INdescLuqinPDF left"	"SNaant right"	-0.0119309206330561
"27972"	"INdescLuqinPDF left"	"SNPDF-pyg right"	-0.0123015674288016
"27973"	"INdescLuqinPDF left"	"INfoot right"	-0.0110958129810273
