"names"	"postsyn_class"	"num_occurrences"	"presyn_color"	"num_class_target"
"325"	"MN1_l"	"effector"	120	"#0072B2"	118
"326"	"MN1_l"	"effector"	120	"#0072B2"	118
"327"	"MN1_l"	"effector"	120	"#0072B2"	118
"328"	"MN1_l"	"effector"	120	"#0072B2"	118
"329"	"MN1_l"	"effector"	120	"#0072B2"	118
"330"	"MN1_l"	"effector"	120	"#0072B2"	118
"331"	"MN1_l"	"effector"	120	"#0072B2"	118
"332"	"MN1_l"	"effector"	120	"#0072B2"	118
"333"	"MN1_l"	"effector"	120	"#0072B2"	118
"334"	"MN1_l"	"effector"	120	"#0072B2"	118
"335"	"MN1_l"	"effector"	120	"#0072B2"	118
"336"	"MN1_l"	"effector"	120	"#0072B2"	118
"337"	"MN1_l"	"effector"	120	"#0072B2"	118
"338"	"MN1_l"	"effector"	120	"#0072B2"	118
"339"	"MN1_l"	"effector"	120	"#0072B2"	118
"340"	"MN1_l"	"effector"	120	"#0072B2"	118
"341"	"MN1_l"	"effector"	120	"#0072B2"	118
"342"	"MN1_l"	"effector"	120	"#0072B2"	118
"343"	"MN1_l"	"effector"	120	"#0072B2"	118
"344"	"MN1_l"	"effector"	120	"#0072B2"	118
"345"	"MN1_l"	"effector"	120	"#0072B2"	118
"346"	"MN1_l"	"effector"	120	"#0072B2"	118
"347"	"MN1_l"	"effector"	120	"#0072B2"	118
"348"	"MN1_l"	"effector"	120	"#0072B2"	118
"349"	"MN1_l"	"effector"	120	"#0072B2"	118
"350"	"MN1_l"	"effector"	120	"#0072B2"	118
"351"	"MN1_l"	"effector"	120	"#0072B2"	118
"352"	"MN1_l"	"effector"	120	"#0072B2"	118
"353"	"MN1_l"	"effector"	120	"#0072B2"	118
"354"	"MN1_l"	"effector"	120	"#0072B2"	118
"355"	"MN1_l"	"effector"	120	"#0072B2"	118
"356"	"MN1_l"	"effector"	120	"#0072B2"	118
"357"	"MN1_l"	"effector"	120	"#0072B2"	118
"358"	"MN1_l"	"effector"	120	"#0072B2"	118
"359"	"MN1_l"	"effector"	120	"#0072B2"	118
"360"	"MN1_l"	"effector"	120	"#0072B2"	118
"361"	"MN1_l"	"effector"	120	"#0072B2"	118
"362"	"MN1_l"	"effector"	120	"#0072B2"	118
"363"	"MN1_l"	"effector"	120	"#0072B2"	118
"364"	"MN1_l"	"effector"	120	"#0072B2"	118
"365"	"MN1_l"	"effector"	120	"#0072B2"	118
"366"	"MN1_l"	"effector"	120	"#0072B2"	118
"367"	"MN1_l"	"effector"	120	"#0072B2"	118
"368"	"MN1_l"	"effector"	120	"#0072B2"	118
"369"	"MN1_l"	"effector"	120	"#0072B2"	118
"370"	"MN1_l"	"effector"	120	"#0072B2"	118
"371"	"MN1_l"	"effector"	120	"#0072B2"	118
"372"	"MN1_l"	"effector"	120	"#0072B2"	118
"373"	"MN1_l"	"effector"	120	"#0072B2"	118
"374"	"MN1_l"	"effector"	120	"#0072B2"	118
"375"	"MN1_l"	"effector"	120	"#0072B2"	118
"376"	"MN1_l"	"effector"	120	"#0072B2"	118
"377"	"MN1_l"	"effector"	120	"#0072B2"	118
"378"	"MN1_l"	"effector"	120	"#0072B2"	118
"379"	"MN1_l"	"effector"	120	"#0072B2"	118
"380"	"MN1_l"	"effector"	120	"#0072B2"	118
"381"	"MN1_l"	"effector"	120	"#0072B2"	118
"382"	"MN1_l"	"effector"	120	"#0072B2"	118
"383"	"MN1_l"	"effector"	120	"#0072B2"	118
"384"	"MN1_l"	"effector"	120	"#0072B2"	118
"385"	"MN1_l"	"effector"	120	"#0072B2"	118
"386"	"MN1_l"	"effector"	120	"#0072B2"	118
"387"	"MN1_l"	"effector"	120	"#0072B2"	118
"388"	"MN1_l"	"effector"	120	"#0072B2"	118
"389"	"MN1_l"	"effector"	120	"#0072B2"	118
"390"	"MN1_l"	"effector"	120	"#0072B2"	118
"391"	"MN1_l"	"effector"	120	"#0072B2"	118
"392"	"MN1_l"	"effector"	120	"#0072B2"	118
"393"	"MN1_l"	"effector"	120	"#0072B2"	118
"394"	"MN1_l"	"effector"	120	"#0072B2"	118
"395"	"MN1_l"	"effector"	120	"#0072B2"	118
"396"	"MN1_l"	"effector"	120	"#0072B2"	118
"397"	"MN1_l"	"effector"	120	"#0072B2"	118
"398"	"MN1_l"	"effector"	120	"#0072B2"	118
"399"	"MN1_l"	"effector"	120	"#0072B2"	118
"400"	"MN1_l"	"effector"	120	"#0072B2"	118
"401"	"MN1_l"	"effector"	120	"#0072B2"	118
"402"	"MN1_l"	"effector"	120	"#0072B2"	118
"403"	"MN1_l"	"effector"	120	"#0072B2"	118
"404"	"MN1_l"	"effector"	120	"#0072B2"	118
"405"	"MN1_l"	"effector"	120	"#0072B2"	118
"406"	"MN1_l"	"effector"	120	"#0072B2"	118
"407"	"MN1_l"	"effector"	120	"#0072B2"	118
"408"	"MN1_l"	"effector"	120	"#0072B2"	118
"409"	"MN1_l"	"effector"	120	"#0072B2"	118
"410"	"MN1_l"	"effector"	120	"#0072B2"	118
"411"	"MN1_l"	"effector"	120	"#0072B2"	118
"412"	"MN1_l"	"effector"	120	"#0072B2"	118
"413"	"MN1_l"	"effector"	120	"#0072B2"	118
"414"	"MN1_l"	"effector"	120	"#0072B2"	118
"415"	"MN1_l"	"effector"	120	"#0072B2"	118
"416"	"MN1_l"	"effector"	120	"#0072B2"	118
"417"	"MN1_l"	"effector"	120	"#0072B2"	118
"418"	"MN1_l"	"effector"	120	"#0072B2"	118
"419"	"MN1_l"	"effector"	120	"#0072B2"	118
"420"	"MN1_l"	"effector"	120	"#0072B2"	118
"421"	"MN1_l"	"effector"	120	"#0072B2"	118
"422"	"MN1_l"	"effector"	120	"#0072B2"	118
"423"	"MN1_l"	"effector"	120	"#0072B2"	118
"424"	"MN1_l"	"effector"	120	"#0072B2"	118
"425"	"MN1_l"	"effector"	120	"#0072B2"	118
"426"	"MN1_l"	"effector"	120	"#0072B2"	118
"427"	"MN1_l"	"effector"	120	"#0072B2"	118
"428"	"MN1_l"	"effector"	120	"#0072B2"	118
"429"	"MN1_l"	"effector"	120	"#0072B2"	118
"430"	"MN1_l"	"effector"	120	"#0072B2"	118
"431"	"MN1_l"	"effector"	120	"#0072B2"	118
"432"	"MN1_l"	"effector"	120	"#0072B2"	118
"433"	"MN1_l"	"effector"	120	"#0072B2"	118
"434"	"MN1_l"	"effector"	120	"#0072B2"	118
"435"	"MN1_l"	"effector"	120	"#0072B2"	118
"436"	"MN1_l"	"effector"	120	"#0072B2"	118
"437"	"MN1_l"	"effector"	120	"#0072B2"	118
"438"	"MN1_l"	"effector"	120	"#0072B2"	118
"439"	"MN1_l"	"MN"	120	"#0072B2"	1
"440"	"MN1_l"	"IN"	120	"#0072B2"	1
"441"	"MN1_r"	"n.a."	113	"#0072B2"	4
"442"	"MN1_r"	"n.a."	113	"#0072B2"	4
"443"	"MN1_r"	"n.a."	113	"#0072B2"	4
"444"	"MN1_r"	"n.a."	113	"#0072B2"	4
"445"	"MN1_r"	"effector"	113	"#0072B2"	101
"446"	"MN1_r"	"effector"	113	"#0072B2"	101
"447"	"MN1_r"	"effector"	113	"#0072B2"	101
"448"	"MN1_r"	"effector"	113	"#0072B2"	101
"449"	"MN1_r"	"effector"	113	"#0072B2"	101
"450"	"MN1_r"	"effector"	113	"#0072B2"	101
"451"	"MN1_r"	"effector"	113	"#0072B2"	101
"452"	"MN1_r"	"effector"	113	"#0072B2"	101
"453"	"MN1_r"	"effector"	113	"#0072B2"	101
