"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"palp",2.80275768836082,3.22071508069004,2.93268874049341,2.14707382674828,1.68268874049342,1.39672602485624,1.23836023001298,1.06316082359488,0.992510665924689,0.995849564088295,1.09923947319607,1.07526432943795,0.988128362084956,0.916782600630681,0.841054535336672,0.746197365980338,0.539417547764793,0.381283620849564,0.325380263401966,0.416666666666667,0.5,0.543567983676498,0.456200148395474,0.293799851604526,0.166666666666667,0.119064181042478,0.115145613058802,0.126901317009831,0.111111111111111,0.0635086254869226,0.043683917640512,0.0476024856241885,0.0555555555555556,0.0476024856241885,0.0357308477091449,0.0277777777777778,0.0277777777777778,0.0277777777777778,0.0277777777777778,0.0277777777777778,0.0277777777777778,0.0198247078464107,0.00795306993136709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"antenna",2.40983606557377,4.36065573770492,5.0327868852459,3.9672131147541,2.59016393442623,1.70491803278689,1.14754098360656,1.24590163934426,0.737704918032787,0.737704918032787,0.491803278688525,0.245901639344262,0.245901639344262,0.0819672131147541,0.0655737704918033,0.0655737704918031,0.0655737704918034,0.0655737704918033,0.0701296249053375,0.0782998413964677,0.0655737704918037,0.081967213114754,0.0983606557377047,0.0948944667836675,0.0900394124640238,0.0852250061736606,0.0703229834007462,0.0655737704918033,0.0655737704918033,0.0701296249053375,0.0718720600351852,0.0701296249053375,0.0655737704918033,0.0703229834007462,0.0772180002058112,0.0819672131147541,0.0819672131147541,0.0819672131147541,0.0786827318542547,0.0875043304602785,0.0927251744461943,0.098360655737705,0.086716426023697,0.0864718803045575,0.0881581325478635,0.081967213114754,0.0655737704918032,0.0539864715954363,0.0491803278688525,0.0444311149599095,0.0375360981548446,0.0327868852459016,0.0327868852459016,0.0327868852459016,0.0327868852459016,0.0327868852459016,0.0373427396594358,0.0390851747892836,0.0373427396594359,0.0327868852459016,0.0327868852459016,0.0327868852459016,0.0327868852459016,0.0327868852459016,0.0327868852459016,0.0327868852459016,0.0327868852459016,0.0327868852459016,0.0327868852459016,0.0327868852459016,0.037342739659436,0.0394519980346771,0.0421741153288267,0.0394519980346771,0.0373427396594358,0.0327868852459016,0.0327868852459016,0.0327868852459016,0.0327868852459016,0.0373427396594358,0.0389778046790111,0.0327868852459019,0.0211995863495346,0.0163934426229508,0.0163934426229508,0.0116442297140079,0.00474921290894281,0,0,0,0,0,0,0,0,0,0,0,0,0
"INdecussM",3.11977227231857,2.71368948247078,2.28631051752922,2,2,2.28631051752922,2.14106844741235,1.57262103505843,1,1,1,1.85893155258765,2.28213689482471,2.71786310517529,2.56844741235392,2.28631051752922,1.28631051752922,1,1,1.28631051752922,1.71368948247078,1.71368948247078,1.85893155258765,2.14106844741235,2.28631051752922,1.71368948247079,1.57262103505843,2.85893155258765,4.2821368948247,4,2.85893155258765,2.14106844741235,1.57262103505843,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.28631051752921,1.42737896494157,1.28631051752922,1,1,1.28631051752922,2,2.14106844741235,1.57262103505843,1,1.57262103505843,1.85475792988314,1.57262103505843,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.28631051752922,1.42737896494157,2.14524207011686,2.56844741235392,2.00000000000003,0.572621035058445,0,0,0,0,0,0,0,0,0,0
"INdecusshook",2.11977227231857,2.71368948247078,2.71368948247078,2,1.28631051752922,1,1,1,1,1,1,1,1,1,1,1.28631051752922,1.71368948247078,1.71368948247078,1.85893155258765,2.71368948247078,3.71368948247078,3.42737896494157,2.57262103505843,1.71368948247078,1.85893155258765,2.71368948247078,4,3.85475792988314,2.57262103505844,1.28631051752922,1,1.57262103505843,2.42737896494157,2.71368948247078,2,1.28631051752922,1,1,1.28631051752922,1.42737896494157,1.28631051752922,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.28631051752922,1.42737896494157,1.28631051752922,1,1,1,1,1,1.57262103505843,1.85475792988314,1.57262103505843,1,1,1,1,1,1.57262103505843,1.85475792988314,1.85893155258765,2.28631051752922,2.85475792988314,2.57262103505843,1.71368948247078,1.28631051752922,1,1,1,1,1,1,1,1,1,1,1.00000000000001
"INpara",3.17965840847785,2.57053422370618,1.92946577629382,1.5,1.5,1.5,1.64315525876461,2,2.78631051752922,3.71368948247078,3.92737896494157,3,1.78631051752922,1,0.643155258764608,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.643155258764607,0.713689482470785,0.929465776293823,0.927378964941569,1.07262103505843,1.5,2.35684474123539,2.14106844741235,1.07262103505843,0.143155258764608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INZ",3.17965840847785,2.57053422370618,1.78631051752922,1.14315525876461,1,1,1.14315525876461,1.21368948247078,1.14315525876461,1,1,1,1.14315525876461,1.21368948247078,1.14315525876461,1.14315525876461,1.35684474123539,1.64315525876461,1.85684474123539,1.71368948247078,1.28631051752922,1,1,1,1,1,1.85893155258765,4.57262103505843,6.70951585976627,6,3.71577629382304,2.78631051752922,2.57053422370618,2.14315525876461,1.78631051752922,1.85684474123539,1.71368948247078,1.28631051752922,1,1.14315525876461,1.64315525876461,2.64315525876461,3.71368948247078,4.21368948247078,4.71577629382304,5.85684474123539,5.35267111853089,2.93155258764608,0.643155258764608,0.143155258764608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INlasso",2.52994306807964,2.4284223706177,2.1784223706177,1.6784223706177,1.21473288814691,1.50104340567613,2.03422370617696,2.64419866444073,2.71264607679466,2.67946577629382,2.14211185308848,1.64315525876461,1.28631051752922,1.35684474123539,1.5,1.4284223706177,1.3215776293823,1.3215776293823,1.4284223706177,1.5715776293823,1.60684474123539,1.64315525876461,1.96473288814691,2.46368948247078,2.8215776293823,3.14315525876461,3.39211185308848,3.25,2.82157762938231,2.78631051752922,3.25,3.49895659432387,3.35788814691152,3.1784223706177,2.39106844741235,1.10893155258766,0.25,0.25,0.25,0.178422370617696,0.0715776293823038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INW",2.05858222370195,1.85370893740438,1.5,1.14658738366081,1,1,1.14658738366081,1.5,1.99999999999999,2,6,6,5.50000000000002,5,5,1,1,1,1.25,1.5,1.00000000000001,1,0.999999999999971,1.38965665760941,1.28631051752922,1.20328594005765,1.137392349289,1.14315525876461,1.35514900627724,1.5,1.64485099372276,1.862607650711,1.72768896685727,1.48976677772489,1.22768896685727,1.137392349289,1.14315525876461,1.35514900627724,1.5,1.64485099372276,1.862607650711,1.69209783107315,1.137392349289,0.643155258764608,0.637392349289007,0.692097831073149,0.638953559612792,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.638953559612792,0.692097831073149,0.63895355961279,0.5,0.63895355961279,0.692097831073149,0.637392349289003,0.643155258764608,0.875016244834142,1.39428123690186,1.86626207994242,2.63373792005758,3.13473334469245,3.02624309392265,2,1.0282340862423,0.499999999999999,0.355149006277241,0.144850993722756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INfoot",2.55988613615928,2.35684474123539,2.57262103505843,2.49791318864775,1.92946577629382,1.14315525876461,1,1.14315525876461,1.5,1.85684474123539,2.71577629382304,3.49791318864775,3.5,2.5,2.21577629382304,2.28422370617696,2,1.28631051752922,1.14315525876461,1.21368948247078,1.42946577629382,1.42737896494157,1.28631051752922,1.57262103505843,2.28422370617696,2.92946577629382,4.50208681135225,6.28213689482471,7.35893155258765,6.1389816360601,4.00208681135225,1.78631051752922,0.856844741235392,0.286310517529215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INproT2",2,2,1.85684474123539,1.78631051752922,2.14315525876461,2.14106844741235,1.85893155258765,2,3.42946577629382,3.6389816360601,3.50417362270451,3.49791318864775,3.85684474123539,3,2.14315525876461,1.92946577629382,2.35684474123539,2.85684474123539,2.42737896494157,1.85893155258765,2,2.57053422370618,2.64315525876461,2.78631051752922,3.64315525876461,4.14106844741235,3.35684474123539,2.21577629382304,1.71368948247078,1.5,1.28631051752922,1.21368948247078,1.42946577629382,1.71368948247078,1.71368948247078,1.28631051752922,1,1,1,1,1,1,1,1,1.14315525876461,1.21368948247078,1.14315525876461,1,1,1,1,1,1,1,1.14315525876461,1.21368948247078,1.14315525876461,1,1.14315525876461,1.35684474123539,1.5,1.35684474123539,1.42946577629382,1.42737896494157,1.14315525876461,0.643155258764608,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.643155258764608,0.856844741235392,2.00208681135225,2.49582637729549,1.71577629382304,0.286310517529215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INhook",2.11977227231857,2.71368948247078,2.42737896494157,1.57262103505843,1,1.28631051752922,2,2.42737896494157,2,2.14524207011686,2.28213689482471,1.85893155258765,1,1.28631051752921,1.71368948247078,1.71368948247078,1.28631051752922,1,1.57262103505843,1.85475792988314,1.57262103505843,1.85893155258765,2.85475792988314,3.28631051752922,3.85893155258765,5.99999999999999,9.28631051752922,9.85058430717863,8.29048414023374,6.71368948247079,6.14106844741235,4.28631051752922,2.28631051752922,1,0.286310517529215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNant",2,2.5,3,2.60808120203114,2.40197685509699,2.27408930570429,2,2,2,2,2.65774987339036,4,4,4,3,2.290354184297,2.2861948559301,2.7138051440699,3.290354184297,4,5,5.72945943835902,5.35965652132682,4.26699697435475,3.2868570154994,2.71382449917686,2.29035476455991,2,2,2,2,2.29442287152578,3.03996412568577,3.53665468220165,3.99999999999999,4.5,5,7,9.00000000000004,9.00000000000004,8.5,7.9999999999999,7.29023216905462,7.29023216905463,8,6,3.99999999999998,3.26977335551752,3.64889569037961,4.99999999999999,4.5,4.00000000000002,5.00000000000002,5.5,6.00000000000011,5.60642933298721,5.3935706670128,4.99999999999996,6,7.00000000000006,6.29450106163464,6,6.26992620870695,6.35279273817023,6.12014735166391,6.5369691369874,7.00000000000007,6,5.00000000000006,4.46337276141399,3.97849157377242,5.46333491904583,6.96044454619602,8.35108054273455,8.73326452970917,8.26687232372067,7.35258902680083,6.12019797699219,5.53700871612156,5.04011795030546,4.29410581267813,4.08033849738661,4.53681187545762,4.95988421095655,2.99999999999996,3,3.00000000000001,1.65774987339036,1,1.60803666826666,2.40174767040552,2.72955939865851,2.2867633197748,2.28617824266684,2.7096453176374,3.00000000000001,4,5.00000000000002,4,3.00000000000004
