"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"INMBtype3",2.11977227231857,2.21368948247078,2,1.64315525876461,1.35684474123539,1.14315525876461,1,1,1,1,1,1,1,1,1,1,1,1,1,1.28631051752922,1.85684474123539,2.78631051752922,3.14106844741235,2.92946577629382,2.07053422370618,1.42946577629383,1.28631051752922,1.57053422370618,1.78631051752922,1.85684474123539,1.85684474123539,1.5,1.14315525876461,1.14315525876461,1.35684474123539,1.35684474123539,1.14315525876461,1,1,1.14315525876461,1.64315525876461,1.78422370617696,1.57262103505843,1.21368948247078,1.14315525876461,1.14315525876461,1.5,2.28631051752922,2.78422370617696,3.35893155258765,2.92529215358932,2.00208681135225,1,1,1,0.856844741235392,0.643155258764609,0.5,0.356844741235394,0.143155258764609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INMBtype4",3.11977227231857,2.71368948247078,2.09543683917641,1.52420701168614,1.23789649415693,1.09543683917641,1.09543683917641,1.14245965498052,1.09543683917641,1,1.19087367835281,1.38035614913745,1.52420701168614,1.66666666666667,1.61825264329438,1.28631051752922,1.09543683917641,1.23789649415693,1.42877017250974,1.38035614913745,1.38174735670562,1.38035614913745,1.42877017250974,1.23789649415693,1.28631051752922,1.38035614913745,1.33333333333333,1.09543683917641,1.38174735670562,1.7607122982749,1.66666666666667,1.19087367835281,1,1.38174735670562,1.95158597662771,2.81051752921535,4.47718419588203,5.90178074568726,5.38035614913745,3.28631051752922,1.42877017250974,0.38174735670562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INMBtype5",2.80988613615928,2.35684474123539,2.03631051752922,2.14315525876461,2.46368948247078,2.4284223706177,2.57262103505843,2.56949081803005,2.46577629382304,2.21368948247078,2.03526711185309,1.82262103505843,1.89211185308848,1.9284223706177,1.5715776293823,1.89419866444073,2.24791318864775,2.25104340567613,1.9284223706177,2,2.0715776293823,2.1784223706177,2.39315525876461,2.6784223706177,2.85684474123539,3.03631051752921,3.71473288814691,3.92633555926544,3.17946577629383,2,1.53631051752922,1.64315525876461,1.89211185308848,1.60684474123539,0.821577629382304,0.214732888146914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INMBtype6",2.55988613615928,2.35684474123539,2.0715776293823,1.60684474123539,1.35788814691152,1.35684474123539,1.64315525876461,1.64211185308848,1.46473288814691,1.1784223706177,1.0715776293823,1.28631051752922,1.64211185308848,1.8215776293823,1.89315525876461,2.03526711185309,1.85684474123539,1.46473288814691,1.25,1.39315525876461,1.6784223706177,2.0715776293823,2.14211185308848,2.10788814691152,2.10684474123539,2.60788814691152,2.85580133555927,2.78631051752922,3.35893155258764,4.78422370617696,5.9284223706177,5.46264607679466,3.6784223706177,1.71577629382304,0.821577629382304,0.678422370617697,0.571577629382304,0.428422370617696,0.25,0.0715776293823038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INMBtype7",2.05988613615928,1.85684474123539,1.64315525876461,1.35684474123539,1.42946577629382,1.71368948247078,2,1.71368948247078,1.42946577629382,1.21368948247078,1.28631051752922,1.21368948247078,1.57262103505843,2.6431552587646,3.49791318864775,3.85893155258765,3.92737896494157,4,3.92946577629382,3.92737896494157,3.35684474123539,2.14315525876461,1.57262103505843,1.28422370617696,1.64524207011686,1.56844741235392,1.50208681135225,0.927378964941569,0.64315525876461,0.143155258764608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INMBtype8",3,3,3,2.42737896494157,1.57262103505843,1.57262103505843,1.85475792988314,1.57262103505843,1,1,1,1,1,1.85893155258764,2.85475792988314,2.71368948247078,1.57262103505843,1,1,1,1,1,1,1.28631051752922,1.42737896494157,1.28631051752922,1.57262103505843,3,4.14106844741235,5.71786310517529,6.42320534223706,5.28631051752922,2.57262103505843,1.28631051752922,1.85893155258765,2.28213689482471,1.85893155258765,1,1.28631051752922,1.42737896494157,1.57262103505843,1.42737896494157,1.57262103505843,2.57262103505843,3.85475792988314,4.28631051752922,3.71368948247078,2.71368948247078,1.28631051752922,0.286310517529215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INMBtype9",3.11977227231857,2.71368948247078,2,1.57262103505843,1.71368948247078,2.28631051752922,3,3.14106844741235,2.28631051752922,1.57262103505843,1.71368948247078,2,1.71368948247078,1.28631051752922,1,1,1,1,1.28631051752922,1.42737896494157,1.28631051752922,1,1,1,1,1.85893155258764,4,4.70951585976628,3.43155258764609,2,2.57262103505843,4,4.56844741235392,3.28631051752922,1.28631051752922,0.286310517529219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INMBtype10",2.55988613615928,2.35684474123539,1.85684474123539,1.28631051752922,1,1,1,1,1.14315525876461,1.5,2,2.21368948247078,1.85684474123539,1.28631051752922,1.14315525876461,1.5,1.71368948247078,2.21577629382304,2.21160267111853,1.71577629382304,1,1.28631051752922,2,2.57053422370618,2.21368948247078,2.43155258764607,2.92529215358932,3.21577629382304,3,3.64315525876461,3.78422370617696,3.28631051752922,2.78631051752922,3,3.21368948247078,3.28631051752922,2.92737896494157,2.14315525876461,1.42946577629382,1.35684474123539,1.64315525876461,1.28422370617696,0.572621035058431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INhorn",2,2,2,2,1.71368948247078,1.28631051752922,1,1,1,1,1,1,1,1,1.28631051752922,2.28631051752922,3.14106844741235,3.57262103505843,3.71368948247078,3.42737896494157,2.28631051752922,1.57262103505843,3.14524207011686,6.42737896494157,8.28213689482471,7.00000000000001,5.43155258764608,4.56844741235392,3.28631051752922,1.85893155258765,1.42737896494157,1.28631051752922,1.57262103505843,2.14106844741235,2.57262103505843,2.14106844741236,1.85893155258765,2,2.71368948247078,2.42737896494157,1.57262103505843,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.85893155258764,2.28213689482471,2.43155258764608,1.85475792988314,2.14524207011686,1.85475792988314,1.85893155258765,1.42737896494157,2.43155258764608,2.70951585976628,2.14524207011686,1.28631051752922,2,2.14106844741235,1.57262103505843,1,1,1,1.28631051752922,1.42737896494157,1.85893155258765,1.56844741235392,0.858931552587646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INtorii",3,2,1.28631051752922,1,1,1,1,1,1,1,1.57262103505843,1.85475792988314,1.85893155258765,1.42737896494157,1.28631051752922,1.57262103505843,3,3.28213689482471,2.71786310517529,1.85475792988314,1.57262103505843,1,1.28631051752922,1.42737896494157,1.28631051752922,1.28631051752921,1.42737896494157,1.28631051752922,1,1,1.57262103505843,2.14106844741235,2,1.28631051752922,1,1,1,1,1,1,1.28631051752922,1.71368948247078,1.71368948247078,1.28631051752922,1,1.28631051752922,1.42737896494157,1.28631051752922,1,1,1,1,1,1,1.57262103505843,2.42737896494157,3,2.42737896494158,1.85893155258765,2.2863105175292,2.56844741235392,1.85893155258765,1.85893155258765,2.56844741235392,2.85893155258765,2.71368948247078,2.42737896494157,1.28631051752922,0.286310517529215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INMBdescFMRF",2,2,2,2,1.71368948247078,1.28631051752922,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.28631051752922,1.42737896494157,1.28631051752922,1.28631051752922,1.71368948247078,2.28631051752922,2.14106844741235,1.57262103505843,1,1,1.57262103505843,1.85475792988314,1.85893155258765,1.71368948247078,1.71368948247079,3.00417362270451,4.13689482470785,4.14524207011686,3,3.28631051752922,4.57262103505843,4.42320534223706,3.00417362270451,1.42737896494157,1.28631051752922,1,1,1,1,1,1,1,1,1.28631051752922,1.42737896494157,1.28631051752922,1,1,1,2.43155258764608,4.28213689482471,4.71368948247078,3.28631051752922,2,1.28631051752922,2.14524207011686,4.71368948247078,6.28213689482471,7.00417362270451,6.99582637729549,5.71368948247078,3.14524207011686,2.28631051752922,3,4,5.57262103505843,5.70951585976628,4.14524207011686,2,1,0.286310517529215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INMBPDF",2,2,1.85012299592171,1.64987700407829,1.5,1.35012299592171,1.14987700407829,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.14987700407829,1.49999999999999,1.75,1.99999999999999,1.32917466410749,0.999999999999989,1,1.5,1.5,1.5,1,1.00000000000001,1.14987700407829,1.35684474123539,1.50000000000001,1.25,0.999999999999988,1.08589086101206,1.17082533589252,1.28631051752922,1.17082533589252,1.10736465167527,1.10736465167527,1.11286681715575,1.11110163814433,1,1,1,1,1,1.14987700407829,1.35684474123539,1.35684474123539,1.14315525876461,1.14315525876461,1.35684474123539,1.39263534832474,1.3291746641075,1.17082533589252,1.11110163814433,0.999999999999999,1.00000000000001,1,1.00000000000001,0.999999999999992,0.888898361855676,0.887133182844248,0.892635348324739,1,1,2.5,0.5,0.499999999999989,0.149877004078285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INrope",2.10249958564171,1.70358489130681,1.29827757213395,1,1,1.3018101590022,2.26048905384763,2.99525932944958,3,3,3,2.29191505587971,1.71099949911069,1.298555708305,1,1.29821985706225,1.70178014293775,2,2,2,1.701444291695,1.2870136584213,1.20984833788549,1.21767894349702,1.216683680782,1,1,1,1,1.29821985706225,1.70178014293775,2,2,2,2,2.00000000000001,2.28900050088931,2.701444291695,3,2.701444291695,2.28600006945297,1.71399993054703,1.298555708305,1,1,1,1,1,1,1,1.30985033764002,2,1.5,1,1,1,1.66739809162198,2.332601908378,2.99999999999999,2.701444291695,2.28600006945297,1.71399993054703,1.298555708305,1,1,1.00000000000001,1.81082929844185,3.00000000000003,1.9999999999999,0.999999999999967,1.00000000000001,1,1.21668368078201,1.21805665804037,1.21668368078199,1,1.31178114186218,1.99999999999997,1.5,0.999999999999986,0.999999999999999,1,1,0.999999999999999,1.31178114186219,1.99999999999997,1.5,0.999999999999986,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1.00000000000001
"INMBdesc2",2.17965840847785,2.07053422370618,1.78631051752922,1.5,1.5,1.35684474123539,1.14315525876461,1,1,1,1,1,1,1,1.14315525876461,1.35684474123539,1.35684474123539,1.14315525876461,1,1.14315525876461,1.5,2.28631051752922,2.78422370617696,3.50208681135225,3.71160267111853,4.14524207011686,3.56844741235392,2.57262103505843,1.85893155258764,2.57053422370618,3.64315525876461,4.35684474123539,4.71368948247078,4.07053422370618,3.07262103505843,3.35893155258764,3.92529215358932,3.28631051752922,2.07262103505843,2.28631051752922,2.92737896494157,2.85684474123539,2.42946577629382,1.92737896494157,1.42946577629382,1,1,1,0.856844741235392,0.786310517529215,0.999999999999997,1.5,1.42737896494157,0.929465776293823,0.5,0.5,0.5,0.5,0.5,0.643155258764606,0.570534223706177,0.286310517529215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INMBdesc3",2.3593168169557,2.14106844741235,1.57262103505843,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.57262103505843,2.14106844741235,2,1.57262103505843,2.28631051752921,2.56844741235392,1.85893155258765,2.14524207011685,2.99582637729549,2.57262103505843,3.86310517529215,8.85475792988314,12.7095158597663,13.1452420701169,10.9958263772955,9.29048414023372,7.56844741235392,5.42737896494157,3.29048414023372,3.42737896494157,3.85475792988314,2.28631051752922,0.572621035058431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INbigloop",2,2,1.85684474123539,1.64315525876461,1.35684474123539,1.14315525876461,1,1,1,1,1,1,1,1,1,1.85893155258765,2.85475792988314,3.42946577629382,3.35684474123539,3.78631051752922,3.78422370617696,3.57262103505843,3.35684474123539,3.5,3.35684474123539,3.42946577629382,3.42737896494157,3.28631051752922,4.00208681135225,4.78213689482471,5.43155258764608,5.64106844741235,6.42946577629382,6.42737896494157,6.28631051752922,4.42529215358934,2.07470784641068,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.929465776293823,1.14106844741235,0.929465776293823,0.5,0.5,0.5,0.5,0.5,0.5,0.786310517529215,1.35684474123539,2.1431552587646,2.28422370617696,1.64315525876462,0.643155258764608,0.143155258764608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INUturnMB",2.11494619683239,1.71087671150145,1.28970198744552,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.20035335689046,3.50759583969456,6.21143752619628,8.77818829870469,8.96133233574874,8.24996751033171,6.90293557726939,7.33273740563375,8,9.38322738865416,9.80127462340673,7.71029801255448,5,3.58610453001456,2.55894316410453,2.26415094339623,2.5934281198847,3.42737896494157,3.42737896494157,2.59342811988469,1.72521530142199,1.28970198744552,1,1,1,1,1,1.27790711922558,1.3841956621463,1.27790711922559,1,1,1,1.27790711922559,1.3841956621463,1.27478469857801,1.28631051752921,1.80127462340672,1.99999999999999,2,2,1.24996751033171,1.28631051752922,1.71368948247079,1.71368948247078,1.28970198744553,1,0.999999999999999,1.59950801631314,3.00000000000002,3,6,6,3.31709402065813,0.999999999999995,1,1.27790711922558,1.3841956621463,1.27478469857801,1.27478469857801,1.3841956621463,1.27790711922558,1,1,1,1,0.710298012554488,0.289701987445519,0,0,0,0,0,0,0,0,0,0,0,0,0
"MBprojMouth",2.5,2.5,2.5,2.13354577056779,1.63354577056779,1.26946210189097,1,1,1,1,1.04631785320426,1.06403261035772,1.04018948835781,1.07203784084694,1.1207988564331,1.1828440704551,1.045797449763,1.09077034438091,1.16390878406191,1.16666666666666,1.04886246122027,1,1,1.09162311722403,1.16529428612583,1.20832791838862,1.12500541494471,1.17311127737521,1.33333333333334,1.33333333333333,2.33333333333333,2.33333333333334,1.66803904720751,1.20875812464945,1,0.881616997907586,0.785614913745131,0.714385086254869,0.714385086254869,0.78504966875908,0.833333333333333,0.791241875350556,0.839777944041877,0.958338748278048,1.11894824707846,1.20832791838862,1.50644461070854,2,2,1.66666666666667,2,1.33333333333333,1.33333333333334,1.12010067566828,0.905371174180275,0.708758124649443,0.666666666666667,0.56674866394781,0.432238019980781,0.287535883570333,0.21495033124092,0.166666666666667,0.166666666666667,0.118383002092415,0.0482836645742531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNhorn",2,2,2,2,2,2,1.71368948247078,2.43155258764608,4.14106844741235,5.14106844741235,4.57262103505843,3.71368948247078,3.28631051752922,3,2.71368948247078,2.28631051752922,2,1.71368948247078,1.28631051752922,1,1.28631051752922,1.71368948247078,2,2,1.71368948247078,1.28631051752922,1,1,1,1,2.14524207011686,2.99582637729549,3.14524207011686,3.28631051752922,3.28213689482471,2.43155258764609,2,2.42737896494157,2.28631051752922,1.71368948247078,1.85893155258765,2.14106844741235,2,1.28631051752922,1,1,1,1.28631051752922,2,2.42737896494157,2.00000000000001,1.28631051752922,1,1.57262103505843,2.14106844741235,2,1.28631051752922,1,1,1.28631051752921,2,2.14106844741235,1.28631051752922,0.286310517529215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNstiff",3,3,2.85684474123539,2.5,2.14315525876461,2.28631051752922,2.85684474123539,3.78631051752922,3.99791318864775,3.85893155258765,3.57053422370618,3.78631051752922,3.28422370617696,2.71577629382304,2.5,2.42737896494157,1.78631051752922,1.14315525876461,1,1,1,1,1,1,1,1,1,1,1.14315525876461,1.5,1.57053422370618,1.28631051752922,1,1,1,1,1,1,1,1,1,1,1.14315525876461,1.64315525876461,2.07053422370618,2,1.64315525876461,1.64315525876461,2,2.35684474123539,2.92946577629382,4.57262103505843,4.92320534223707,3.28839732888147,1,0.286310517529215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNbronto",2,2,2,2,2,2,2,2,2.28631051752922,2.71368948247078,4.14524207011686,5.56844741235392,5.42737896494157,3.57262103505843,2,1.28631051752922,1,1,1,1,1.28631051752922,2,3.28631051752922,3.28213689482471,2.14524207011686,1,1,1.57262103505843,2.14106844741235,2.57262103505843,2.14106844741235,1.57262103505843,1,1.28631051752922,1.42737896494157,1.57262103505843,1.42737896494157,1.28631051752922,1,1,1,1.28631051752922,1.42737896494157,1.28631051752922,1,1,1,1,1,1,1,1,1.57262103505842,1.85475792988314,1.57262103505843,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.28631051752922,1.42737896494157,1.57262103505843,1.71368948247078,1.71368948247078,1,0.286310517529215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cPRC",3.41920295311498,3.99791318864775,4.07262103505843,5.28839732888147,5.85058430717863,4.43155258764608,2,1.42946577629382,1.21368948247078,1.28631051752922,1.21368948247078,1.14315525876461,1.14315525876461,1.21368948247078,1.28631051752922,1.5,3.8610183639399,5.99373956594324,7.3610183639399,7.06844741235392,7.50208681135225,7.14106844741235,7.07262103505843,8.71786310517529,12.2116026711185,13.7821368948247,11.0705342237062,6,2.07470784641069,0.356844741235392,0.143155258764608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
