"annotation1"	"annotation2"	"number"
"578"	"Dorsal_sensory_organ"	"Uniciliated_penetrating_cell"	12
"579"	"Dorsal_sensory_organ"	"Biciliated_penetrating_cell"	0
"580"	"Dorsal_sensory_organ"	"Uniciliated_nonpenetrating_cell"	2
"581"	"Dorsal_sensory_organ"	"Biciliated_nonpenetrating_cell"	1
"582"	"Dorsal_sensory_organ"	"Multiciliated_penetrating_cell"	0
"583"	"Dorsal_sensory_organ"	"dense cored vesicles"	7
"584"	"Dorsal_sensory_organ"	"asymmetric neuron"	4
"585"	"Dorsal_sensory_organ"	"biaxonal"	0
"586"	"Dorsal_sensory_organ"	"decussating"	0
"587"	"Dorsal_sensory_organ"	"commissural"	1
"588"	"Dorsal_sensory_organ"	"ipsilateral"	21
"589"	"Dorsal_sensory_organ"	"contralateral"	11
"590"	"Dorsal_sensory_organ"	"pseudounipolar"	8
"591"	"Dorsal_sensory_organ"	"descending"	8
"592"	"Dorsal_sensory_organ"	"ascending"	0
"593"	"Dorsal_sensory_organ"	"global_reach"	0
"594"	"Dorsal_sensory_organ"	"head_trunk"	8
"595"	"Dorsal_sensory_organ"	"siGOLD"	0
"596"	"Dorsal_sensory_organ"	"glutamatergic"	8
"597"	"Dorsal_sensory_organ"	"serotonergic"	0
"598"	"Dorsal_sensory_organ"	"cholinergic"	0
"599"	"Dorsal_sensory_organ"	"adrenergic"	0
"600"	"Dorsal_sensory_organ"	"dopaminergic"	0
"601"	"Dorsolateral_sense_organs"	"ectoderm"	120
"602"	"Dorsolateral_sense_organs"	"episphere"	120
"603"	"Dorsolateral_sense_organs"	"segment_0"	0
"604"	"Dorsolateral_sense_organs"	"segment_1"	0
"605"	"Dorsolateral_sense_organs"	"segment_2"	0
"606"	"Dorsolateral_sense_organs"	"segment_3"	0
"607"	"Dorsolateral_sense_organs"	"torso"	0
"608"	"Dorsolateral_sense_organs"	"pygidium"	0
"609"	"Dorsolateral_sense_organs"	"neurosecretory_plexus"	25
"610"	"Dorsolateral_sense_organs"	"mushroom body"	0
"611"	"Dorsolateral_sense_organs"	"Apical_organ"	0
"612"	"Dorsolateral_sense_organs"	"Dorsal_sensory_organ"	0
"613"	"Dorsolateral_sense_organs"	"Dorsolateral_sense_organs"	120
"614"	"Dorsolateral_sense_organs"	"antenna"	0
"615"	"Dorsolateral_sense_organs"	"eyespot"	0
"616"	"Dorsolateral_sense_organs"	"mechanosensory_girdle"	0
"617"	"Dorsolateral_sense_organs"	"nuchal organ"	0
"618"	"Dorsolateral_sense_organs"	"Sensory neuron"	119
"619"	"Dorsolateral_sense_organs"	"sensory_motor_neuron"	0
"620"	"Dorsolateral_sense_organs"	"sensory_neurosecretory_neuron"	25
"621"	"Dorsolateral_sense_organs"	"interneuron"	0
"622"	"Dorsolateral_sense_organs"	"premotor"	0
"623"	"Dorsolateral_sense_organs"	"motorneuron"	0
"624"	"Dorsolateral_sense_organs"	"ciliomotors"	0
"625"	"Dorsolateral_sense_organs"	"rhabdomeric photoreceptor"	0
"626"	"Dorsolateral_sense_organs"	"ciliary photoreceptor"	0
"627"	"Dorsolateral_sense_organs"	"sensory_cilia"	79
"628"	"Dorsolateral_sense_organs"	"Uniciliated_penetrating_cell"	2
"629"	"Dorsolateral_sense_organs"	"Biciliated_penetrating_cell"	0
"630"	"Dorsolateral_sense_organs"	"Uniciliated_nonpenetrating_cell"	74
"631"	"Dorsolateral_sense_organs"	"Biciliated_nonpenetrating_cell"	3
"632"	"Dorsolateral_sense_organs"	"Multiciliated_penetrating_cell"	0
"633"	"Dorsolateral_sense_organs"	"dense cored vesicles"	63
"634"	"Dorsolateral_sense_organs"	"asymmetric neuron"	1
"635"	"Dorsolateral_sense_organs"	"biaxonal"	0
"636"	"Dorsolateral_sense_organs"	"decussating"	0
"637"	"Dorsolateral_sense_organs"	"commissural"	0
"638"	"Dorsolateral_sense_organs"	"ipsilateral"	24
"639"	"Dorsolateral_sense_organs"	"contralateral"	73
"640"	"Dorsolateral_sense_organs"	"pseudounipolar"	0
"641"	"Dorsolateral_sense_organs"	"descending"	0
"642"	"Dorsolateral_sense_organs"	"ascending"	0
"643"	"Dorsolateral_sense_organs"	"global_reach"	0
"644"	"Dorsolateral_sense_organs"	"head_trunk"	0
"645"	"Dorsolateral_sense_organs"	"siGOLD"	5
"646"	"Dorsolateral_sense_organs"	"glutamatergic"	0
"647"	"Dorsolateral_sense_organs"	"serotonergic"	0
"648"	"Dorsolateral_sense_organs"	"cholinergic"	2
"649"	"Dorsolateral_sense_organs"	"adrenergic"	0
"650"	"Dorsolateral_sense_organs"	"dopaminergic"	0
"651"	"antenna"	"ectoderm"	115
"652"	"antenna"	"episphere"	115
"653"	"antenna"	"segment_0"	0
"654"	"antenna"	"segment_1"	0
"655"	"antenna"	"segment_2"	0
"656"	"antenna"	"segment_3"	0
"657"	"antenna"	"torso"	0
"658"	"antenna"	"pygidium"	0
"659"	"antenna"	"neurosecretory_plexus"	0
"660"	"antenna"	"mushroom body"	0
"661"	"antenna"	"Apical_organ"	0
"662"	"antenna"	"Dorsal_sensory_organ"	0
"663"	"antenna"	"Dorsolateral_sense_organs"	0
"664"	"antenna"	"antenna"	115
"665"	"antenna"	"eyespot"	0
"666"	"antenna"	"mechanosensory_girdle"	27
"667"	"antenna"	"nuchal organ"	0
"668"	"antenna"	"Sensory neuron"	108
"669"	"antenna"	"sensory_motor_neuron"	0
"670"	"antenna"	"sensory_neurosecretory_neuron"	0
"671"	"antenna"	"interneuron"	0
"672"	"antenna"	"premotor"	0
"673"	"antenna"	"motorneuron"	0
"674"	"antenna"	"ciliomotors"	0
"675"	"antenna"	"rhabdomeric photoreceptor"	0
"676"	"antenna"	"ciliary photoreceptor"	0
"677"	"antenna"	"sensory_cilia"	27
"678"	"antenna"	"Uniciliated_penetrating_cell"	27
"679"	"antenna"	"Biciliated_penetrating_cell"	0
"680"	"antenna"	"Uniciliated_nonpenetrating_cell"	0
"681"	"antenna"	"Biciliated_nonpenetrating_cell"	0
"682"	"antenna"	"Multiciliated_penetrating_cell"	0
"683"	"antenna"	"dense cored vesicles"	4
"684"	"antenna"	"asymmetric neuron"	1
"685"	"antenna"	"biaxonal"	0
"686"	"antenna"	"decussating"	0
"687"	"antenna"	"commissural"	0
"688"	"antenna"	"ipsilateral"	86
"689"	"antenna"	"contralateral"	0
"690"	"antenna"	"pseudounipolar"	0
"691"	"antenna"	"descending"	10
"692"	"antenna"	"ascending"	0
"693"	"antenna"	"global_reach"	0
"694"	"antenna"	"head_trunk"	10
"695"	"antenna"	"siGOLD"	1
"696"	"antenna"	"glutamatergic"	10
"697"	"antenna"	"serotonergic"	0
"698"	"antenna"	"cholinergic"	0
"699"	"antenna"	"adrenergic"	0
"700"	"antenna"	"dopaminergic"	0
"701"	"eyespot"	"ectoderm"	7
"702"	"eyespot"	"episphere"	7
"703"	"eyespot"	"segment_0"	0
"704"	"eyespot"	"segment_1"	0
"705"	"eyespot"	"segment_2"	0
"706"	"eyespot"	"segment_3"	0
"707"	"eyespot"	"torso"	0
"708"	"eyespot"	"pygidium"	0
"709"	"eyespot"	"neurosecretory_plexus"	0
"710"	"eyespot"	"mushroom body"	0
"711"	"eyespot"	"Apical_organ"	0
"712"	"eyespot"	"Dorsal_sensory_organ"	0
"713"	"eyespot"	"Dorsolateral_sense_organs"	0
"714"	"eyespot"	"antenna"	0
"715"	"eyespot"	"eyespot"	7
"716"	"eyespot"	"mechanosensory_girdle"	0
"717"	"eyespot"	"nuchal organ"	0
"718"	"eyespot"	"Sensory neuron"	7
"719"	"eyespot"	"sensory_motor_neuron"	2
"720"	"eyespot"	"sensory_neurosecretory_neuron"	0
"721"	"eyespot"	"interneuron"	0
"722"	"eyespot"	"premotor"	0
"723"	"eyespot"	"motorneuron"	0
"724"	"eyespot"	"ciliomotors"	0
"725"	"eyespot"	"rhabdomeric photoreceptor"	0
"726"	"eyespot"	"ciliary photoreceptor"	0
"727"	"eyespot"	"sensory_cilia"	5
"728"	"eyespot"	"Uniciliated_penetrating_cell"	0
"729"	"eyespot"	"Biciliated_penetrating_cell"	0
"730"	"eyespot"	"Uniciliated_nonpenetrating_cell"	0
"731"	"eyespot"	"Biciliated_nonpenetrating_cell"	0
"732"	"eyespot"	"Multiciliated_penetrating_cell"	0
"733"	"eyespot"	"dense cored vesicles"	0
"734"	"eyespot"	"asymmetric neuron"	0
"735"	"eyespot"	"biaxonal"	0
"736"	"eyespot"	"decussating"	0
"737"	"eyespot"	"commissural"	0
"738"	"eyespot"	"ipsilateral"	5
"739"	"eyespot"	"contralateral"	2
"740"	"eyespot"	"pseudounipolar"	0
"741"	"eyespot"	"descending"	0
"742"	"eyespot"	"ascending"	0
"743"	"eyespot"	"global_reach"	0
"744"	"eyespot"	"head_trunk"	0
"745"	"eyespot"	"siGOLD"	0
"746"	"eyespot"	"glutamatergic"	0
"747"	"eyespot"	"serotonergic"	0
"748"	"eyespot"	"cholinergic"	2
"749"	"eyespot"	"adrenergic"	0
"750"	"eyespot"	"dopaminergic"	0
"751"	"mechanosensory_girdle"	"ectoderm"	333
"752"	"mechanosensory_girdle"	"episphere"	69
"753"	"mechanosensory_girdle"	"segment_0"	12
"754"	"mechanosensory_girdle"	"segment_1"	62
"755"	"mechanosensory_girdle"	"segment_2"	82
"756"	"mechanosensory_girdle"	"segment_3"	69
"757"	"mechanosensory_girdle"	"torso"	264
"758"	"mechanosensory_girdle"	"pygidium"	39
"759"	"mechanosensory_girdle"	"neurosecretory_plexus"	0
"760"	"mechanosensory_girdle"	"mushroom body"	2
"761"	"mechanosensory_girdle"	"Apical_organ"	0
"762"	"mechanosensory_girdle"	"Dorsal_sensory_organ"	12
"763"	"mechanosensory_girdle"	"Dorsolateral_sense_organs"	0
"764"	"mechanosensory_girdle"	"antenna"	27
"765"	"mechanosensory_girdle"	"eyespot"	0
"766"	"mechanosensory_girdle"	"mechanosensory_girdle"	333
"767"	"mechanosensory_girdle"	"nuchal organ"	0
"768"	"mechanosensory_girdle"	"Sensory neuron"	228
"769"	"mechanosensory_girdle"	"sensory_motor_neuron"	5
"770"	"mechanosensory_girdle"	"sensory_neurosecretory_neuron"	0
"771"	"mechanosensory_girdle"	"interneuron"	99
"772"	"mechanosensory_girdle"	"premotor"	51
"773"	"mechanosensory_girdle"	"motorneuron"	6
"774"	"mechanosensory_girdle"	"ciliomotors"	5
"775"	"mechanosensory_girdle"	"rhabdomeric photoreceptor"	0
"776"	"mechanosensory_girdle"	"ciliary photoreceptor"	0
"777"	"mechanosensory_girdle"	"sensory_cilia"	200
"778"	"mechanosensory_girdle"	"Uniciliated_penetrating_cell"	152
"779"	"mechanosensory_girdle"	"Biciliated_penetrating_cell"	37
"780"	"mechanosensory_girdle"	"Uniciliated_nonpenetrating_cell"	7
"781"	"mechanosensory_girdle"	"Biciliated_nonpenetrating_cell"	0
"782"	"mechanosensory_girdle"	"Multiciliated_penetrating_cell"	4
"783"	"mechanosensory_girdle"	"dense cored vesicles"	78
"784"	"mechanosensory_girdle"	"asymmetric neuron"	5
"785"	"mechanosensory_girdle"	"biaxonal"	6
"786"	"mechanosensory_girdle"	"decussating"	2
"787"	"mechanosensory_girdle"	"commissural"	3
"788"	"mechanosensory_girdle"	"ipsilateral"	297
"789"	"mechanosensory_girdle"	"contralateral"	8
"790"	"mechanosensory_girdle"	"pseudounipolar"	96
"791"	"mechanosensory_girdle"	"descending"	56
"792"	"mechanosensory_girdle"	"ascending"	31
"793"	"mechanosensory_girdle"	"global_reach"	20
"794"	"mechanosensory_girdle"	"head_trunk"	62
"795"	"mechanosensory_girdle"	"siGOLD"	24
"796"	"mechanosensory_girdle"	"glutamatergic"	45
"797"	"mechanosensory_girdle"	"serotonergic"	0
"798"	"mechanosensory_girdle"	"cholinergic"	2
"799"	"mechanosensory_girdle"	"adrenergic"	0
"800"	"mechanosensory_girdle"	"dopaminergic"	0
"801"	"nuchal organ"	"ectoderm"	45
"802"	"nuchal organ"	"episphere"	45
"803"	"nuchal organ"	"segment_0"	0
"804"	"nuchal organ"	"segment_1"	0
"805"	"nuchal organ"	"segment_2"	0
"806"	"nuchal organ"	"segment_3"	0
"807"	"nuchal organ"	"torso"	0
"808"	"nuchal organ"	"pygidium"	0
"809"	"nuchal organ"	"neurosecretory_plexus"	3
"810"	"nuchal organ"	"mushroom body"	0
"811"	"nuchal organ"	"Apical_organ"	0
"812"	"nuchal organ"	"Dorsal_sensory_organ"	0
"813"	"nuchal organ"	"Dorsolateral_sense_organs"	0
"814"	"nuchal organ"	"antenna"	0
"815"	"nuchal organ"	"eyespot"	0
"816"	"nuchal organ"	"mechanosensory_girdle"	0
"817"	"nuchal organ"	"nuchal organ"	45
"818"	"nuchal organ"	"Sensory neuron"	38
"819"	"nuchal organ"	"sensory_motor_neuron"	0
"820"	"nuchal organ"	"sensory_neurosecretory_neuron"	3
"821"	"nuchal organ"	"interneuron"	0
"822"	"nuchal organ"	"premotor"	0
"823"	"nuchal organ"	"motorneuron"	0
"824"	"nuchal organ"	"ciliomotors"	0
"825"	"nuchal organ"	"rhabdomeric photoreceptor"	0
"826"	"nuchal organ"	"ciliary photoreceptor"	0
"827"	"nuchal organ"	"sensory_cilia"	36
"828"	"nuchal organ"	"Uniciliated_penetrating_cell"	0
"829"	"nuchal organ"	"Biciliated_penetrating_cell"	0
"830"	"nuchal organ"	"Uniciliated_nonpenetrating_cell"	36
"831"	"nuchal organ"	"Biciliated_nonpenetrating_cell"	0
"832"	"nuchal organ"	"Multiciliated_penetrating_cell"	0
"833"	"nuchal organ"	"dense cored vesicles"	33
"834"	"nuchal organ"	"asymmetric neuron"	0
"835"	"nuchal organ"	"biaxonal"	0
"836"	"nuchal organ"	"decussating"	0
"837"	"nuchal organ"	"commissural"	0
"838"	"nuchal organ"	"ipsilateral"	3
"839"	"nuchal organ"	"contralateral"	34
"840"	"nuchal organ"	"pseudounipolar"	0
"841"	"nuchal organ"	"descending"	0
"842"	"nuchal organ"	"ascending"	0
"843"	"nuchal organ"	"global_reach"	0
"844"	"nuchal organ"	"head_trunk"	0
"845"	"nuchal organ"	"siGOLD"	13
"846"	"nuchal organ"	"glutamatergic"	0
"847"	"nuchal organ"	"serotonergic"	0
"848"	"nuchal organ"	"cholinergic"	0
"849"	"nuchal organ"	"adrenergic"	0
"850"	"nuchal organ"	"dopaminergic"	0
"851"	"Sensory neuron"	"ectoderm"	1017
"852"	"Sensory neuron"	"episphere"	665
"853"	"Sensory neuron"	"segment_0"	72
"854"	"Sensory neuron"	"segment_1"	47
"855"	"Sensory neuron"	"segment_2"	67
"856"	"Sensory neuron"	"segment_3"	81
"857"	"Sensory neuron"	"torso"	347
"858"	"Sensory neuron"	"pygidium"	77
"859"	"Sensory neuron"	"neurosecretory_plexus"	70
"860"	"Sensory neuron"	"mushroom body"	125
"861"	"Sensory neuron"	"Apical_organ"	36
"862"	"Sensory neuron"	"Dorsal_sensory_organ"	39
"863"	"Sensory neuron"	"Dorsolateral_sense_organs"	119
"864"	"Sensory neuron"	"antenna"	108
"865"	"Sensory neuron"	"eyespot"	7
"866"	"Sensory neuron"	"mechanosensory_girdle"	228
"867"	"Sensory neuron"	"nuchal organ"	38
"868"	"Sensory neuron"	"Sensory neuron"	1017
"869"	"Sensory neuron"	"sensory_motor_neuron"	10
"870"	"Sensory neuron"	"sensory_neurosecretory_neuron"	70
"871"	"Sensory neuron"	"interneuron"	0
"872"	"Sensory neuron"	"premotor"	6
"873"	"Sensory neuron"	"motorneuron"	0
"874"	"Sensory neuron"	"ciliomotors"	1
"875"	"Sensory neuron"	"rhabdomeric photoreceptor"	24
"876"	"Sensory neuron"	"ciliary photoreceptor"	4
"877"	"Sensory neuron"	"sensory_cilia"	474
"878"	"Sensory neuron"	"Uniciliated_penetrating_cell"	179
"879"	"Sensory neuron"	"Biciliated_penetrating_cell"	53
"880"	"Sensory neuron"	"Uniciliated_nonpenetrating_cell"	200
"881"	"Sensory neuron"	"Biciliated_nonpenetrating_cell"	14
"882"	"Sensory neuron"	"Multiciliated_penetrating_cell"	4
"883"	"Sensory neuron"	"dense cored vesicles"	244
"884"	"Sensory neuron"	"asymmetric neuron"	11
"885"	"Sensory neuron"	"biaxonal"	0
"886"	"Sensory neuron"	"decussating"	0
"887"	"Sensory neuron"	"commissural"	3
"888"	"Sensory neuron"	"ipsilateral"	619
"889"	"Sensory neuron"	"contralateral"	192
"890"	"Sensory neuron"	"pseudounipolar"	13
"891"	"Sensory neuron"	"descending"	48
"892"	"Sensory neuron"	"ascending"	31
"893"	"Sensory neuron"	"global_reach"	3
"894"	"Sensory neuron"	"head_trunk"	44
"895"	"Sensory neuron"	"siGOLD"	33
"896"	"Sensory neuron"	"glutamatergic"	69
"897"	"Sensory neuron"	"serotonergic"	0
"898"	"Sensory neuron"	"cholinergic"	9
"899"	"Sensory neuron"	"adrenergic"	0
"900"	"Sensory neuron"	"dopaminergic"	0
"901"	"sensory_motor_neuron"	"ectoderm"	10
"902"	"sensory_motor_neuron"	"episphere"	4
"903"	"sensory_motor_neuron"	"segment_0"	0
"904"	"sensory_motor_neuron"	"segment_1"	1
"905"	"sensory_motor_neuron"	"segment_2"	2
"906"	"sensory_motor_neuron"	"segment_3"	0
"907"	"sensory_motor_neuron"	"torso"	6
"908"	"sensory_motor_neuron"	"pygidium"	3
"909"	"sensory_motor_neuron"	"neurosecretory_plexus"	0
"910"	"sensory_motor_neuron"	"mushroom body"	0
"911"	"sensory_motor_neuron"	"Apical_organ"	0
"912"	"sensory_motor_neuron"	"Dorsal_sensory_organ"	0
"913"	"sensory_motor_neuron"	"Dorsolateral_sense_organs"	0
"914"	"sensory_motor_neuron"	"antenna"	0
"915"	"sensory_motor_neuron"	"eyespot"	2
"916"	"sensory_motor_neuron"	"mechanosensory_girdle"	5
"917"	"sensory_motor_neuron"	"nuchal organ"	0
"918"	"sensory_motor_neuron"	"Sensory neuron"	10
"919"	"sensory_motor_neuron"	"sensory_motor_neuron"	10
"920"	"sensory_motor_neuron"	"sensory_neurosecretory_neuron"	0
"921"	"sensory_motor_neuron"	"interneuron"	0
"922"	"sensory_motor_neuron"	"premotor"	0
"923"	"sensory_motor_neuron"	"motorneuron"	0
"924"	"sensory_motor_neuron"	"ciliomotors"	1
"925"	"sensory_motor_neuron"	"rhabdomeric photoreceptor"	0
"926"	"sensory_motor_neuron"	"ciliary photoreceptor"	0
"927"	"sensory_motor_neuron"	"sensory_cilia"	7
"928"	"sensory_motor_neuron"	"Uniciliated_penetrating_cell"	4
"929"	"sensory_motor_neuron"	"Biciliated_penetrating_cell"	2
"930"	"sensory_motor_neuron"	"Uniciliated_nonpenetrating_cell"	1
"931"	"sensory_motor_neuron"	"Biciliated_nonpenetrating_cell"	0
"932"	"sensory_motor_neuron"	"Multiciliated_penetrating_cell"	0
"933"	"sensory_motor_neuron"	"dense cored vesicles"	2
"934"	"sensory_motor_neuron"	"asymmetric neuron"	1
"935"	"sensory_motor_neuron"	"biaxonal"	0
"936"	"sensory_motor_neuron"	"decussating"	0
"937"	"sensory_motor_neuron"	"commissural"	0
"938"	"sensory_motor_neuron"	"ipsilateral"	9
"939"	"sensory_motor_neuron"	"contralateral"	0
"940"	"sensory_motor_neuron"	"pseudounipolar"	0
"941"	"sensory_motor_neuron"	"descending"	0
"942"	"sensory_motor_neuron"	"ascending"	1
"943"	"sensory_motor_neuron"	"global_reach"	1
"944"	"sensory_motor_neuron"	"head_trunk"	1
"945"	"sensory_motor_neuron"	"siGOLD"	2
"946"	"sensory_motor_neuron"	"glutamatergic"	0
"947"	"sensory_motor_neuron"	"serotonergic"	0
"948"	"sensory_motor_neuron"	"cholinergic"	2
"949"	"sensory_motor_neuron"	"adrenergic"	0
"950"	"sensory_motor_neuron"	"dopaminergic"	0
"951"	"sensory_neurosecretory_neuron"	"ectoderm"	70
"952"	"sensory_neurosecretory_neuron"	"episphere"	70
"953"	"sensory_neurosecretory_neuron"	"segment_0"	0
"954"	"sensory_neurosecretory_neuron"	"segment_1"	0
"955"	"sensory_neurosecretory_neuron"	"segment_2"	0
"956"	"sensory_neurosecretory_neuron"	"segment_3"	0
"957"	"sensory_neurosecretory_neuron"	"torso"	0
"958"	"sensory_neurosecretory_neuron"	"pygidium"	0
"959"	"sensory_neurosecretory_neuron"	"neurosecretory_plexus"	70
"960"	"sensory_neurosecretory_neuron"	"mushroom body"	10
"961"	"sensory_neurosecretory_neuron"	"Apical_organ"	32
"962"	"sensory_neurosecretory_neuron"	"Dorsal_sensory_organ"	0
"963"	"sensory_neurosecretory_neuron"	"Dorsolateral_sense_organs"	25
"964"	"sensory_neurosecretory_neuron"	"antenna"	0
"965"	"sensory_neurosecretory_neuron"	"eyespot"	0
"966"	"sensory_neurosecretory_neuron"	"mechanosensory_girdle"	0
"967"	"sensory_neurosecretory_neuron"	"nuchal organ"	3
"968"	"sensory_neurosecretory_neuron"	"Sensory neuron"	70
"969"	"sensory_neurosecretory_neuron"	"sensory_motor_neuron"	0
"970"	"sensory_neurosecretory_neuron"	"sensory_neurosecretory_neuron"	70
"971"	"sensory_neurosecretory_neuron"	"interneuron"	0
"972"	"sensory_neurosecretory_neuron"	"premotor"	0
"973"	"sensory_neurosecretory_neuron"	"motorneuron"	0
"974"	"sensory_neurosecretory_neuron"	"ciliomotors"	0
"975"	"sensory_neurosecretory_neuron"	"rhabdomeric photoreceptor"	0
"976"	"sensory_neurosecretory_neuron"	"ciliary photoreceptor"	4
"977"	"sensory_neurosecretory_neuron"	"sensory_cilia"	70
"978"	"sensory_neurosecretory_neuron"	"Uniciliated_penetrating_cell"	0
"979"	"sensory_neurosecretory_neuron"	"Biciliated_penetrating_cell"	0
"980"	"sensory_neurosecretory_neuron"	"Uniciliated_nonpenetrating_cell"	49
"981"	"sensory_neurosecretory_neuron"	"Biciliated_nonpenetrating_cell"	1
"982"	"sensory_neurosecretory_neuron"	"Multiciliated_penetrating_cell"	0
"983"	"sensory_neurosecretory_neuron"	"dense cored vesicles"	70
"984"	"sensory_neurosecretory_neuron"	"asymmetric neuron"	3
"985"	"sensory_neurosecretory_neuron"	"biaxonal"	0
"986"	"sensory_neurosecretory_neuron"	"decussating"	0
"987"	"sensory_neurosecretory_neuron"	"commissural"	0
"988"	"sensory_neurosecretory_neuron"	"ipsilateral"	9
"989"	"sensory_neurosecretory_neuron"	"contralateral"	61
"990"	"sensory_neurosecretory_neuron"	"pseudounipolar"	0
"991"	"sensory_neurosecretory_neuron"	"descending"	0
"992"	"sensory_neurosecretory_neuron"	"ascending"	0
"993"	"sensory_neurosecretory_neuron"	"global_reach"	0
"994"	"sensory_neurosecretory_neuron"	"head_trunk"	0
"995"	"sensory_neurosecretory_neuron"	"siGOLD"	4
"996"	"sensory_neurosecretory_neuron"	"glutamatergic"	0
"997"	"sensory_neurosecretory_neuron"	"serotonergic"	0
"998"	"sensory_neurosecretory_neuron"	"cholinergic"	0
"999"	"sensory_neurosecretory_neuron"	"adrenergic"	0
"1000"	"sensory_neurosecretory_neuron"	"dopaminergic"	0
"1001"	"interneuron"	"ectoderm"	1395
"1002"	"interneuron"	"episphere"	678
"1003"	"interneuron"	"segment_0"	15
"1004"	"interneuron"	"segment_1"	224
"1005"	"interneuron"	"segment_2"	256
"1006"	"interneuron"	"segment_3"	200
"1007"	"interneuron"	"torso"	716
"1008"	"interneuron"	"pygidium"	21
"1009"	"interneuron"	"neurosecretory_plexus"	8
"1010"	"interneuron"	"mushroom body"	102
"1011"	"interneuron"	"Apical_organ"	8
"1012"	"interneuron"	"Dorsal_sensory_organ"	0
"1013"	"interneuron"	"Dorsolateral_sense_organs"	0
"1014"	"interneuron"	"antenna"	0
"1015"	"interneuron"	"eyespot"	0
"1016"	"interneuron"	"mechanosensory_girdle"	99
"1017"	"interneuron"	"nuchal organ"	0
"1018"	"interneuron"	"Sensory neuron"	0
"1019"	"interneuron"	"sensory_motor_neuron"	0
"1020"	"interneuron"	"sensory_neurosecretory_neuron"	0
"1021"	"interneuron"	"interneuron"	1395
"1022"	"interneuron"	"premotor"	205
"1023"	"interneuron"	"motorneuron"	0
"1024"	"interneuron"	"ciliomotors"	1
"1025"	"interneuron"	"rhabdomeric photoreceptor"	0
"1026"	"interneuron"	"ciliary photoreceptor"	0
"1027"	"interneuron"	"sensory_cilia"	0
"1028"	"interneuron"	"Uniciliated_penetrating_cell"	0
"1029"	"interneuron"	"Biciliated_penetrating_cell"	0
"1030"	"interneuron"	"Uniciliated_nonpenetrating_cell"	0
"1031"	"interneuron"	"Biciliated_nonpenetrating_cell"	0
"1032"	"interneuron"	"Multiciliated_penetrating_cell"	0
"1033"	"interneuron"	"dense cored vesicles"	221
"1034"	"interneuron"	"asymmetric neuron"	4
"1035"	"interneuron"	"biaxonal"	6
"1036"	"interneuron"	"decussating"	65
"1037"	"interneuron"	"commissural"	247
"1038"	"interneuron"	"ipsilateral"	256
"1039"	"interneuron"	"contralateral"	313
"1040"	"interneuron"	"pseudounipolar"	140
"1041"	"interneuron"	"descending"	134
"1042"	"interneuron"	"ascending"	225
"1043"	"interneuron"	"global_reach"	16
"1044"	"interneuron"	"head_trunk"	137
"1045"	"interneuron"	"siGOLD"	59
"1046"	"interneuron"	"glutamatergic"	0
"1047"	"interneuron"	"serotonergic"	0
"1048"	"interneuron"	"cholinergic"	0
"1049"	"interneuron"	"adrenergic"	1
"1050"	"interneuron"	"dopaminergic"	1
"1051"	"premotor"	"ectoderm"	213
"1052"	"premotor"	"episphere"	71
"1053"	"premotor"	"segment_0"	2
"1054"	"premotor"	"segment_1"	40
"1055"	"premotor"	"segment_2"	60
"1056"	"premotor"	"segment_3"	34
"1057"	"premotor"	"torso"	142
"1058"	"premotor"	"pygidium"	6
"1059"	"premotor"	"neurosecretory_plexus"	4
"1060"	"premotor"	"mushroom body"	9
"1061"	"premotor"	"Apical_organ"	4
"1062"	"premotor"	"Dorsal_sensory_organ"	0
"1063"	"premotor"	"Dorsolateral_sense_organs"	0
"1064"	"premotor"	"antenna"	0
"1065"	"premotor"	"eyespot"	0
"1066"	"premotor"	"mechanosensory_girdle"	51
"1067"	"premotor"	"nuchal organ"	0
"1068"	"premotor"	"Sensory neuron"	6
"1069"	"premotor"	"sensory_motor_neuron"	0
"1070"	"premotor"	"sensory_neurosecretory_neuron"	0
"1071"	"premotor"	"interneuron"	205
"1072"	"premotor"	"premotor"	213
"1073"	"premotor"	"motorneuron"	1
"1074"	"premotor"	"ciliomotors"	1
"1075"	"premotor"	"rhabdomeric photoreceptor"	0
"1076"	"premotor"	"ciliary photoreceptor"	0
"1077"	"premotor"	"sensory_cilia"	0
"1078"	"premotor"	"Uniciliated_penetrating_cell"	0
"1079"	"premotor"	"Biciliated_penetrating_cell"	0
"1080"	"premotor"	"Uniciliated_nonpenetrating_cell"	0
"1081"	"premotor"	"Biciliated_nonpenetrating_cell"	0
"1082"	"premotor"	"Multiciliated_penetrating_cell"	0
"1083"	"premotor"	"dense cored vesicles"	89
"1084"	"premotor"	"asymmetric neuron"	3
"1085"	"premotor"	"biaxonal"	2
"1086"	"premotor"	"decussating"	16
"1087"	"premotor"	"commissural"	42
"1088"	"premotor"	"ipsilateral"	77
"1089"	"premotor"	"contralateral"	58
"1090"	"premotor"	"pseudounipolar"	51
"1091"	"premotor"	"descending"	38
"1092"	"premotor"	"ascending"	50
"1093"	"premotor"	"global_reach"	10
"1094"	"premotor"	"head_trunk"	42
"1095"	"premotor"	"siGOLD"	30
"1096"	"premotor"	"glutamatergic"	0
"1097"	"premotor"	"serotonergic"	0
"1098"	"premotor"	"cholinergic"	0
"1099"	"premotor"	"adrenergic"	1
"1100"	"premotor"	"dopaminergic"	1
"1101"	"motorneuron"	"ectoderm"	251
