"annotation1"	"annotation2"	"number"
"1551"	"Multiciliated_penetrating_cell"	"ectoderm"	6
"1552"	"Multiciliated_penetrating_cell"	"episphere"	0
"1553"	"Multiciliated_penetrating_cell"	"segment_0"	0
"1554"	"Multiciliated_penetrating_cell"	"segment_1"	2
"1555"	"Multiciliated_penetrating_cell"	"segment_2"	2
"1556"	"Multiciliated_penetrating_cell"	"segment_3"	2
"1557"	"Multiciliated_penetrating_cell"	"torso"	6
"1558"	"Multiciliated_penetrating_cell"	"pygidium"	0
"1559"	"Multiciliated_penetrating_cell"	"neurosecretory_plexus"	0
"1560"	"Multiciliated_penetrating_cell"	"mushroom body"	0
"1561"	"Multiciliated_penetrating_cell"	"Apical_organ"	0
"1562"	"Multiciliated_penetrating_cell"	"Dorsal_sensory_organ"	0
"1563"	"Multiciliated_penetrating_cell"	"Dorsolateral_sense_organs"	0
"1564"	"Multiciliated_penetrating_cell"	"antenna"	0
"1565"	"Multiciliated_penetrating_cell"	"eyespot"	0
"1566"	"Multiciliated_penetrating_cell"	"mechanosensory_girdle"	4
"1567"	"Multiciliated_penetrating_cell"	"nuchal organ"	0
"1568"	"Multiciliated_penetrating_cell"	"Sensory neuron"	4
"1569"	"Multiciliated_penetrating_cell"	"sensory_motor_neuron"	0
"1570"	"Multiciliated_penetrating_cell"	"sensory_neurosecretory_neuron"	0
"1571"	"Multiciliated_penetrating_cell"	"interneuron"	0
"1572"	"Multiciliated_penetrating_cell"	"premotor"	0
"1573"	"Multiciliated_penetrating_cell"	"motorneuron"	0
"1574"	"Multiciliated_penetrating_cell"	"ciliomotors"	0
"1575"	"Multiciliated_penetrating_cell"	"rhabdomeric photoreceptor"	0
"1576"	"Multiciliated_penetrating_cell"	"ciliary photoreceptor"	0
"1577"	"Multiciliated_penetrating_cell"	"sensory_cilia"	6
"1578"	"Multiciliated_penetrating_cell"	"Uniciliated_penetrating_cell"	0
"1579"	"Multiciliated_penetrating_cell"	"Biciliated_penetrating_cell"	0
"1580"	"Multiciliated_penetrating_cell"	"Uniciliated_nonpenetrating_cell"	0
"1581"	"Multiciliated_penetrating_cell"	"Biciliated_nonpenetrating_cell"	0
"1582"	"Multiciliated_penetrating_cell"	"Multiciliated_penetrating_cell"	6
"1583"	"Multiciliated_penetrating_cell"	"dense cored vesicles"	0
"1584"	"Multiciliated_penetrating_cell"	"asymmetric neuron"	0
"1585"	"Multiciliated_penetrating_cell"	"biaxonal"	0
"1586"	"Multiciliated_penetrating_cell"	"decussating"	0
"1587"	"Multiciliated_penetrating_cell"	"commissural"	0
"1588"	"Multiciliated_penetrating_cell"	"ipsilateral"	6
"1589"	"Multiciliated_penetrating_cell"	"contralateral"	0
"1590"	"Multiciliated_penetrating_cell"	"pseudounipolar"	0
"1591"	"Multiciliated_penetrating_cell"	"descending"	0
"1592"	"Multiciliated_penetrating_cell"	"ascending"	0
"1593"	"Multiciliated_penetrating_cell"	"global_reach"	0
"1594"	"Multiciliated_penetrating_cell"	"head_trunk"	0
"1595"	"Multiciliated_penetrating_cell"	"siGOLD"	0
"1596"	"Multiciliated_penetrating_cell"	"glutamatergic"	0
"1597"	"Multiciliated_penetrating_cell"	"serotonergic"	0
"1598"	"Multiciliated_penetrating_cell"	"cholinergic"	0
"1599"	"Multiciliated_penetrating_cell"	"adrenergic"	0
"1600"	"Multiciliated_penetrating_cell"	"dopaminergic"	0
"1601"	"dense cored vesicles"	"ectoderm"	514
"1602"	"dense cored vesicles"	"episphere"	346
"1603"	"dense cored vesicles"	"segment_0"	8
"1604"	"dense cored vesicles"	"segment_1"	51
"1605"	"dense cored vesicles"	"segment_2"	54
"1606"	"dense cored vesicles"	"segment_3"	37
"1607"	"dense cored vesicles"	"torso"	168
"1608"	"dense cored vesicles"	"pygidium"	18
"1609"	"dense cored vesicles"	"neurosecretory_plexus"	78
"1610"	"dense cored vesicles"	"mushroom body"	68
"1611"	"dense cored vesicles"	"Apical_organ"	43
"1612"	"dense cored vesicles"	"Dorsal_sensory_organ"	7
"1613"	"dense cored vesicles"	"Dorsolateral_sense_organs"	63
"1614"	"dense cored vesicles"	"antenna"	4
"1615"	"dense cored vesicles"	"eyespot"	0
"1616"	"dense cored vesicles"	"mechanosensory_girdle"	78
"1617"	"dense cored vesicles"	"nuchal organ"	33
"1618"	"dense cored vesicles"	"Sensory neuron"	244
"1619"	"dense cored vesicles"	"sensory_motor_neuron"	2
"1620"	"dense cored vesicles"	"sensory_neurosecretory_neuron"	70
"1621"	"dense cored vesicles"	"interneuron"	221
"1622"	"dense cored vesicles"	"premotor"	89
"1623"	"dense cored vesicles"	"motorneuron"	32
"1624"	"dense cored vesicles"	"ciliomotors"	12
"1625"	"dense cored vesicles"	"rhabdomeric photoreceptor"	0
"1626"	"dense cored vesicles"	"ciliary photoreceptor"	4
"1627"	"dense cored vesicles"	"sensory_cilia"	176
"1628"	"dense cored vesicles"	"Uniciliated_penetrating_cell"	10
"1629"	"dense cored vesicles"	"Biciliated_penetrating_cell"	9
"1630"	"dense cored vesicles"	"Uniciliated_nonpenetrating_cell"	135
"1631"	"dense cored vesicles"	"Biciliated_nonpenetrating_cell"	2
"1632"	"dense cored vesicles"	"Multiciliated_penetrating_cell"	0
"1633"	"dense cored vesicles"	"dense cored vesicles"	559
"1634"	"dense cored vesicles"	"asymmetric neuron"	11
"1635"	"dense cored vesicles"	"biaxonal"	11
"1636"	"dense cored vesicles"	"decussating"	21
"1637"	"dense cored vesicles"	"commissural"	44
"1638"	"dense cored vesicles"	"ipsilateral"	133
"1639"	"dense cored vesicles"	"contralateral"	198
"1640"	"dense cored vesicles"	"pseudounipolar"	50
"1641"	"dense cored vesicles"	"descending"	49
"1642"	"dense cored vesicles"	"ascending"	52
"1643"	"dense cored vesicles"	"global_reach"	29
"1644"	"dense cored vesicles"	"head_trunk"	78
"1645"	"dense cored vesicles"	"siGOLD"	96
"1646"	"dense cored vesicles"	"glutamatergic"	7
"1647"	"dense cored vesicles"	"serotonergic"	4
"1648"	"dense cored vesicles"	"cholinergic"	7
"1649"	"dense cored vesicles"	"adrenergic"	1
"1650"	"dense cored vesicles"	"dopaminergic"	1
"1651"	"asymmetric neuron"	"ectoderm"	15
"1652"	"asymmetric neuron"	"episphere"	15
"1653"	"asymmetric neuron"	"segment_0"	0
"1654"	"asymmetric neuron"	"segment_1"	0
"1655"	"asymmetric neuron"	"segment_2"	0
"1656"	"asymmetric neuron"	"segment_3"	0
"1657"	"asymmetric neuron"	"torso"	0
"1658"	"asymmetric neuron"	"pygidium"	0
"1659"	"asymmetric neuron"	"neurosecretory_plexus"	3
"1660"	"asymmetric neuron"	"mushroom body"	0
"1661"	"asymmetric neuron"	"Apical_organ"	3
"1662"	"asymmetric neuron"	"Dorsal_sensory_organ"	4
"1663"	"asymmetric neuron"	"Dorsolateral_sense_organs"	1
"1664"	"asymmetric neuron"	"antenna"	1
"1665"	"asymmetric neuron"	"eyespot"	0
"1666"	"asymmetric neuron"	"mechanosensory_girdle"	5
"1667"	"asymmetric neuron"	"nuchal organ"	0
"1668"	"asymmetric neuron"	"Sensory neuron"	11
"1669"	"asymmetric neuron"	"sensory_motor_neuron"	1
"1670"	"asymmetric neuron"	"sensory_neurosecretory_neuron"	3
"1671"	"asymmetric neuron"	"interneuron"	4
"1672"	"asymmetric neuron"	"premotor"	3
"1673"	"asymmetric neuron"	"motorneuron"	0
"1674"	"asymmetric neuron"	"ciliomotors"	1
"1675"	"asymmetric neuron"	"rhabdomeric photoreceptor"	0
"1676"	"asymmetric neuron"	"ciliary photoreceptor"	0
"1677"	"asymmetric neuron"	"sensory_cilia"	10
"1678"	"asymmetric neuron"	"Uniciliated_penetrating_cell"	5
"1679"	"asymmetric neuron"	"Biciliated_penetrating_cell"	0
"1680"	"asymmetric neuron"	"Uniciliated_nonpenetrating_cell"	0
"1681"	"asymmetric neuron"	"Biciliated_nonpenetrating_cell"	2
"1682"	"asymmetric neuron"	"Multiciliated_penetrating_cell"	0
"1683"	"asymmetric neuron"	"dense cored vesicles"	11
"1684"	"asymmetric neuron"	"asymmetric neuron"	15
"1685"	"asymmetric neuron"	"biaxonal"	0
"1686"	"asymmetric neuron"	"decussating"	0
"1687"	"asymmetric neuron"	"commissural"	0
"1688"	"asymmetric neuron"	"ipsilateral"	7
"1689"	"asymmetric neuron"	"contralateral"	4
"1690"	"asymmetric neuron"	"pseudounipolar"	0
"1691"	"asymmetric neuron"	"descending"	0
"1692"	"asymmetric neuron"	"ascending"	0
"1693"	"asymmetric neuron"	"global_reach"	0
"1694"	"asymmetric neuron"	"head_trunk"	0
"1695"	"asymmetric neuron"	"siGOLD"	3
"1696"	"asymmetric neuron"	"glutamatergic"	0
"1697"	"asymmetric neuron"	"serotonergic"	0
"1698"	"asymmetric neuron"	"cholinergic"	0
"1699"	"asymmetric neuron"	"adrenergic"	1
"1700"	"asymmetric neuron"	"dopaminergic"	1
"1701"	"biaxonal"	"ectoderm"	15
"1702"	"biaxonal"	"episphere"	7
"1703"	"biaxonal"	"segment_0"	0
"1704"	"biaxonal"	"segment_1"	6
"1705"	"biaxonal"	"segment_2"	2
"1706"	"biaxonal"	"segment_3"	0
"1707"	"biaxonal"	"torso"	8
"1708"	"biaxonal"	"pygidium"	0
"1709"	"biaxonal"	"neurosecretory_plexus"	0
"1710"	"biaxonal"	"mushroom body"	0
"1711"	"biaxonal"	"Apical_organ"	0
"1712"	"biaxonal"	"Dorsal_sensory_organ"	0
"1713"	"biaxonal"	"Dorsolateral_sense_organs"	0
"1714"	"biaxonal"	"antenna"	0
"1715"	"biaxonal"	"eyespot"	0
"1716"	"biaxonal"	"mechanosensory_girdle"	6
"1717"	"biaxonal"	"nuchal organ"	0
"1718"	"biaxonal"	"Sensory neuron"	0
"1719"	"biaxonal"	"sensory_motor_neuron"	0
"1720"	"biaxonal"	"sensory_neurosecretory_neuron"	0
"1721"	"biaxonal"	"interneuron"	6
"1722"	"biaxonal"	"premotor"	2
"1723"	"biaxonal"	"motorneuron"	9
"1724"	"biaxonal"	"ciliomotors"	7
"1725"	"biaxonal"	"rhabdomeric photoreceptor"	0
"1726"	"biaxonal"	"ciliary photoreceptor"	0
"1727"	"biaxonal"	"sensory_cilia"	0
"1728"	"biaxonal"	"Uniciliated_penetrating_cell"	0
"1729"	"biaxonal"	"Biciliated_penetrating_cell"	0
"1730"	"biaxonal"	"Uniciliated_nonpenetrating_cell"	0
"1731"	"biaxonal"	"Biciliated_nonpenetrating_cell"	0
"1732"	"biaxonal"	"Multiciliated_penetrating_cell"	0
"1733"	"biaxonal"	"dense cored vesicles"	11
"1734"	"biaxonal"	"asymmetric neuron"	0
"1735"	"biaxonal"	"biaxonal"	15
"1736"	"biaxonal"	"decussating"	2
"1737"	"biaxonal"	"commissural"	3
"1738"	"biaxonal"	"ipsilateral"	0
"1739"	"biaxonal"	"contralateral"	5
"1740"	"biaxonal"	"pseudounipolar"	0
"1741"	"biaxonal"	"descending"	7
"1742"	"biaxonal"	"ascending"	3
"1743"	"biaxonal"	"global_reach"	8
"1744"	"biaxonal"	"head_trunk"	9
"1745"	"biaxonal"	"siGOLD"	2
"1746"	"biaxonal"	"glutamatergic"	0
"1747"	"biaxonal"	"serotonergic"	2
"1748"	"biaxonal"	"cholinergic"	3
"1749"	"biaxonal"	"adrenergic"	0
"1750"	"biaxonal"	"dopaminergic"	0
"1751"	"decussating"	"ectoderm"	79
"1752"	"decussating"	"episphere"	79
"1753"	"decussating"	"segment_0"	0
"1754"	"decussating"	"segment_1"	0
"1755"	"decussating"	"segment_2"	0
"1756"	"decussating"	"segment_3"	0
"1757"	"decussating"	"torso"	0
"1758"	"decussating"	"pygidium"	0
"1759"	"decussating"	"neurosecretory_plexus"	0
"1760"	"decussating"	"mushroom body"	5
"1761"	"decussating"	"Apical_organ"	0
"1762"	"decussating"	"Dorsal_sensory_organ"	0
"1763"	"decussating"	"Dorsolateral_sense_organs"	0
"1764"	"decussating"	"antenna"	0
"1765"	"decussating"	"eyespot"	0
"1766"	"decussating"	"mechanosensory_girdle"	2
"1767"	"decussating"	"nuchal organ"	0
"1768"	"decussating"	"Sensory neuron"	0
"1769"	"decussating"	"sensory_motor_neuron"	0
"1770"	"decussating"	"sensory_neurosecretory_neuron"	0
"1771"	"decussating"	"interneuron"	65
"1772"	"decussating"	"premotor"	16
"1773"	"decussating"	"motorneuron"	14
"1774"	"decussating"	"ciliomotors"	6
"1775"	"decussating"	"rhabdomeric photoreceptor"	0
"1776"	"decussating"	"ciliary photoreceptor"	0
"1777"	"decussating"	"sensory_cilia"	0
"1778"	"decussating"	"Uniciliated_penetrating_cell"	0
"1779"	"decussating"	"Biciliated_penetrating_cell"	0
"1780"	"decussating"	"Uniciliated_nonpenetrating_cell"	0
"1781"	"decussating"	"Biciliated_nonpenetrating_cell"	0
"1782"	"decussating"	"Multiciliated_penetrating_cell"	0
"1783"	"decussating"	"dense cored vesicles"	21
"1784"	"decussating"	"asymmetric neuron"	0
"1785"	"decussating"	"biaxonal"	2
"1786"	"decussating"	"decussating"	79
"1787"	"decussating"	"commissural"	0
"1788"	"decussating"	"ipsilateral"	0
"1789"	"decussating"	"contralateral"	79
"1790"	"decussating"	"pseudounipolar"	0
"1791"	"decussating"	"descending"	0
"1792"	"decussating"	"ascending"	0
"1793"	"decussating"	"global_reach"	14
"1794"	"decussating"	"head_trunk"	74
"1795"	"decussating"	"siGOLD"	5
"1796"	"decussating"	"glutamatergic"	0
"1797"	"decussating"	"serotonergic"	2
"1798"	"decussating"	"cholinergic"	6
"1799"	"decussating"	"adrenergic"	0
"1800"	"decussating"	"dopaminergic"	0
"1801"	"commissural"	"ectoderm"	433
"1802"	"commissural"	"episphere"	2
"1803"	"commissural"	"segment_0"	0
"1804"	"commissural"	"segment_1"	121
"1805"	"commissural"	"segment_2"	184
"1806"	"commissural"	"segment_3"	115
"1807"	"commissural"	"torso"	431
"1808"	"commissural"	"pygidium"	11
"1809"	"commissural"	"neurosecretory_plexus"	0
"1810"	"commissural"	"mushroom body"	0
"1811"	"commissural"	"Apical_organ"	0
"1812"	"commissural"	"Dorsal_sensory_organ"	1
"1813"	"commissural"	"Dorsolateral_sense_organs"	0
"1814"	"commissural"	"antenna"	0
"1815"	"commissural"	"eyespot"	0
"1816"	"commissural"	"mechanosensory_girdle"	3
"1817"	"commissural"	"nuchal organ"	0
"1818"	"commissural"	"Sensory neuron"	3
"1819"	"commissural"	"sensory_motor_neuron"	0
"1820"	"commissural"	"sensory_neurosecretory_neuron"	0
"1821"	"commissural"	"interneuron"	247
"1822"	"commissural"	"premotor"	42
"1823"	"commissural"	"motorneuron"	117
"1824"	"commissural"	"ciliomotors"	1
"1825"	"commissural"	"rhabdomeric photoreceptor"	0
"1826"	"commissural"	"ciliary photoreceptor"	0
"1827"	"commissural"	"sensory_cilia"	3
"1828"	"commissural"	"Uniciliated_penetrating_cell"	3
"1829"	"commissural"	"Biciliated_penetrating_cell"	0
"1830"	"commissural"	"Uniciliated_nonpenetrating_cell"	0
"1831"	"commissural"	"Biciliated_nonpenetrating_cell"	0
"1832"	"commissural"	"Multiciliated_penetrating_cell"	0
"1833"	"commissural"	"dense cored vesicles"	44
"1834"	"commissural"	"asymmetric neuron"	0
"1835"	"commissural"	"biaxonal"	3
"1836"	"commissural"	"decussating"	0
"1837"	"commissural"	"commissural"	433
"1838"	"commissural"	"ipsilateral"	4
"1839"	"commissural"	"contralateral"	433
"1840"	"commissural"	"pseudounipolar"	39
"1841"	"commissural"	"descending"	48
"1842"	"commissural"	"ascending"	125
"1843"	"commissural"	"global_reach"	2
"1844"	"commissural"	"head_trunk"	20
"1845"	"commissural"	"siGOLD"	24
"1846"	"commissural"	"glutamatergic"	3
"1847"	"commissural"	"serotonergic"	1
"1848"	"commissural"	"cholinergic"	0
"1849"	"commissural"	"adrenergic"	0
"1850"	"commissural"	"dopaminergic"	0
"1851"	"ipsilateral"	"ectoderm"	980
"1852"	"ipsilateral"	"episphere"	284
"1853"	"ipsilateral"	"segment_0"	83
"1854"	"ipsilateral"	"segment_1"	149
"1855"	"ipsilateral"	"segment_2"	184
"1856"	"ipsilateral"	"segment_3"	191
"1857"	"ipsilateral"	"torso"	696
"1858"	"ipsilateral"	"pygidium"	86
"1859"	"ipsilateral"	"neurosecretory_plexus"	9
"1860"	"ipsilateral"	"mushroom body"	18
"1861"	"ipsilateral"	"Apical_organ"	8
"1862"	"ipsilateral"	"Dorsal_sensory_organ"	21
"1863"	"ipsilateral"	"Dorsolateral_sense_organs"	24
"1864"	"ipsilateral"	"antenna"	86
"1865"	"ipsilateral"	"eyespot"	5
"1866"	"ipsilateral"	"mechanosensory_girdle"	297
"1867"	"ipsilateral"	"nuchal organ"	3
"1868"	"ipsilateral"	"Sensory neuron"	619
"1869"	"ipsilateral"	"sensory_motor_neuron"	9
"1870"	"ipsilateral"	"sensory_neurosecretory_neuron"	9
"1871"	"ipsilateral"	"interneuron"	256
"1872"	"ipsilateral"	"premotor"	77
"1873"	"ipsilateral"	"motorneuron"	71
"1874"	"ipsilateral"	"ciliomotors"	0
"1875"	"ipsilateral"	"rhabdomeric photoreceptor"	3
"1876"	"ipsilateral"	"ciliary photoreceptor"	0
"1877"	"ipsilateral"	"sensory_cilia"	291
"1878"	"ipsilateral"	"Uniciliated_penetrating_cell"	175
"1879"	"ipsilateral"	"Biciliated_penetrating_cell"	52
"1880"	"ipsilateral"	"Uniciliated_nonpenetrating_cell"	43
"1881"	"ipsilateral"	"Biciliated_nonpenetrating_cell"	8
"1882"	"ipsilateral"	"Multiciliated_penetrating_cell"	6
"1883"	"ipsilateral"	"dense cored vesicles"	133
"1884"	"ipsilateral"	"asymmetric neuron"	7
"1885"	"ipsilateral"	"biaxonal"	0
"1886"	"ipsilateral"	"decussating"	0
"1887"	"ipsilateral"	"commissural"	4
"1888"	"ipsilateral"	"ipsilateral"	980
"1889"	"ipsilateral"	"contralateral"	7
"1890"	"ipsilateral"	"pseudounipolar"	97
"1891"	"ipsilateral"	"descending"	127
"1892"	"ipsilateral"	"ascending"	150
"1893"	"ipsilateral"	"global_reach"	13
"1894"	"ipsilateral"	"head_trunk"	82
"1895"	"ipsilateral"	"siGOLD"	35
"1896"	"ipsilateral"	"glutamatergic"	48
"1897"	"ipsilateral"	"serotonergic"	0
"1898"	"ipsilateral"	"cholinergic"	9
"1899"	"ipsilateral"	"adrenergic"	0
"1900"	"ipsilateral"	"dopaminergic"	0
"1901"	"contralateral"	"ectoderm"	702
"1902"	"contralateral"	"episphere"	271
"1903"	"contralateral"	"segment_0"	0
"1904"	"contralateral"	"segment_1"	121
"1905"	"contralateral"	"segment_2"	184
"1906"	"contralateral"	"segment_3"	115
"1907"	"contralateral"	"torso"	431
"1908"	"contralateral"	"pygidium"	11
"1909"	"contralateral"	"neurosecretory_plexus"	61
"1910"	"contralateral"	"mushroom body"	25
"1911"	"contralateral"	"Apical_organ"	28
"1912"	"contralateral"	"Dorsal_sensory_organ"	11
"1913"	"contralateral"	"Dorsolateral_sense_organs"	73
"1914"	"contralateral"	"antenna"	0
"1915"	"contralateral"	"eyespot"	2
"1916"	"contralateral"	"mechanosensory_girdle"	8
"1917"	"contralateral"	"nuchal organ"	34
"1918"	"contralateral"	"Sensory neuron"	192
"1919"	"contralateral"	"sensory_motor_neuron"	0
"1920"	"contralateral"	"sensory_neurosecretory_neuron"	61
"1921"	"contralateral"	"interneuron"	313
"1922"	"contralateral"	"premotor"	58
"1923"	"contralateral"	"motorneuron"	131
"1924"	"contralateral"	"ciliomotors"	7
"1925"	"contralateral"	"rhabdomeric photoreceptor"	14
"1926"	"contralateral"	"ciliary photoreceptor"	4
"1927"	"contralateral"	"sensory_cilia"	160
"1928"	"contralateral"	"Uniciliated_penetrating_cell"	6
"1929"	"contralateral"	"Biciliated_penetrating_cell"	0
"1930"	"contralateral"	"Uniciliated_nonpenetrating_cell"	132
"1931"	"contralateral"	"Biciliated_nonpenetrating_cell"	4
"1932"	"contralateral"	"Multiciliated_penetrating_cell"	0
"1933"	"contralateral"	"dense cored vesicles"	198
"1934"	"contralateral"	"asymmetric neuron"	4
"1935"	"contralateral"	"biaxonal"	5
"1936"	"contralateral"	"decussating"	79
"1937"	"contralateral"	"commissural"	433
"1938"	"contralateral"	"ipsilateral"	7
"1939"	"contralateral"	"contralateral"	702
"1940"	"contralateral"	"pseudounipolar"	47
"1941"	"contralateral"	"descending"	50
"1942"	"contralateral"	"ascending"	125
"1943"	"contralateral"	"global_reach"	16
"1944"	"contralateral"	"head_trunk"	96
"1945"	"contralateral"	"siGOLD"	51
"1946"	"contralateral"	"glutamatergic"	17
"1947"	"contralateral"	"serotonergic"	3
"1948"	"contralateral"	"cholinergic"	6
"1949"	"contralateral"	"adrenergic"	0
"1950"	"contralateral"	"dopaminergic"	0
"1951"	"pseudounipolar"	"ectoderm"	176
"1952"	"pseudounipolar"	"episphere"	11
"1953"	"pseudounipolar"	"segment_0"	3
"1954"	"pseudounipolar"	"segment_1"	51
"1955"	"pseudounipolar"	"segment_2"	69
"1956"	"pseudounipolar"	"segment_3"	42
"1957"	"pseudounipolar"	"torso"	165
"1958"	"pseudounipolar"	"pygidium"	0
"1959"	"pseudounipolar"	"neurosecretory_plexus"	0
"1960"	"pseudounipolar"	"mushroom body"	0
"1961"	"pseudounipolar"	"Apical_organ"	0
"1962"	"pseudounipolar"	"Dorsal_sensory_organ"	8
"1963"	"pseudounipolar"	"Dorsolateral_sense_organs"	0
"1964"	"pseudounipolar"	"antenna"	0
"1965"	"pseudounipolar"	"eyespot"	0
"1966"	"pseudounipolar"	"mechanosensory_girdle"	96
"1967"	"pseudounipolar"	"nuchal organ"	0
"1968"	"pseudounipolar"	"Sensory neuron"	13
"1969"	"pseudounipolar"	"sensory_motor_neuron"	0
"1970"	"pseudounipolar"	"sensory_neurosecretory_neuron"	0
"1971"	"pseudounipolar"	"interneuron"	140
"1972"	"pseudounipolar"	"premotor"	51
"1973"	"pseudounipolar"	"motorneuron"	18
"1974"	"pseudounipolar"	"ciliomotors"	0
"1975"	"pseudounipolar"	"rhabdomeric photoreceptor"	0
"1976"	"pseudounipolar"	"ciliary photoreceptor"	0
"1977"	"pseudounipolar"	"sensory_cilia"	5
"1978"	"pseudounipolar"	"Uniciliated_penetrating_cell"	3
"1979"	"pseudounipolar"	"Biciliated_penetrating_cell"	1
"1980"	"pseudounipolar"	"Uniciliated_nonpenetrating_cell"	1
"1981"	"pseudounipolar"	"Biciliated_nonpenetrating_cell"	0
"1982"	"pseudounipolar"	"Multiciliated_penetrating_cell"	0
"1983"	"pseudounipolar"	"dense cored vesicles"	50
"1984"	"pseudounipolar"	"asymmetric neuron"	0
"1985"	"pseudounipolar"	"biaxonal"	0
"1986"	"pseudounipolar"	"decussating"	0
"1987"	"pseudounipolar"	"commissural"	39
"1988"	"pseudounipolar"	"ipsilateral"	97
"1989"	"pseudounipolar"	"contralateral"	47
"1990"	"pseudounipolar"	"pseudounipolar"	176
"1991"	"pseudounipolar"	"descending"	4
"1992"	"pseudounipolar"	"ascending"	8
"1993"	"pseudounipolar"	"global_reach"	6
"1994"	"pseudounipolar"	"head_trunk"	16
"1995"	"pseudounipolar"	"siGOLD"	15
"1996"	"pseudounipolar"	"glutamatergic"	0
"1997"	"pseudounipolar"	"serotonergic"	0
"1998"	"pseudounipolar"	"cholinergic"	0
"1999"	"pseudounipolar"	"adrenergic"	0
"2000"	"pseudounipolar"	"dopaminergic"	0
"2001"	"descending"	"ectoderm"	229
"2002"	"descending"	"episphere"	67
"2003"	"descending"	"segment_0"	2
"2004"	"descending"	"segment_1"	73
"2005"	"descending"	"segment_2"	49
"2006"	"descending"	"segment_3"	38
"2007"	"descending"	"torso"	162
"2008"	"descending"	"pygidium"	0
"2009"	"descending"	"neurosecretory_plexus"	0
"2010"	"descending"	"mushroom body"	17
"2011"	"descending"	"Apical_organ"	0
"2012"	"descending"	"Dorsal_sensory_organ"	8
"2013"	"descending"	"Dorsolateral_sense_organs"	0
"2014"	"descending"	"antenna"	10
"2015"	"descending"	"eyespot"	0
"2016"	"descending"	"mechanosensory_girdle"	56
"2017"	"descending"	"nuchal organ"	0
"2018"	"descending"	"Sensory neuron"	48
"2019"	"descending"	"sensory_motor_neuron"	0
"2020"	"descending"	"sensory_neurosecretory_neuron"	0
"2021"	"descending"	"interneuron"	134
"2022"	"descending"	"premotor"	38
"2023"	"descending"	"motorneuron"	30
"2024"	"descending"	"ciliomotors"	3
"2025"	"descending"	"rhabdomeric photoreceptor"	0
"2026"	"descending"	"ciliary photoreceptor"	0
"2027"	"descending"	"sensory_cilia"	40
"2028"	"descending"	"Uniciliated_penetrating_cell"	38
"2029"	"descending"	"Biciliated_penetrating_cell"	1
"2030"	"descending"	"Uniciliated_nonpenetrating_cell"	1
"2031"	"descending"	"Biciliated_nonpenetrating_cell"	0
"2032"	"descending"	"Multiciliated_penetrating_cell"	0
"2033"	"descending"	"dense cored vesicles"	49
"2034"	"descending"	"asymmetric neuron"	0
"2035"	"descending"	"biaxonal"	7
"2036"	"descending"	"decussating"	0
"2037"	"descending"	"commissural"	48
"2038"	"descending"	"ipsilateral"	127
"2039"	"descending"	"contralateral"	50
"2040"	"descending"	"pseudounipolar"	4
"2041"	"descending"	"descending"	229
"2042"	"descending"	"ascending"	3
"2043"	"descending"	"global_reach"	10
"2044"	"descending"	"head_trunk"	67
"2045"	"descending"	"siGOLD"	17
"2046"	"descending"	"glutamatergic"	25
"2047"	"descending"	"serotonergic"	1
"2048"	"descending"	"cholinergic"	2
"2049"	"descending"	"adrenergic"	0
"2050"	"descending"	"dopaminergic"	0
"2051"	"ascending"	"ectoderm"	303
"2052"	"ascending"	"episphere"	0
"2053"	"ascending"	"segment_0"	10
"2054"	"ascending"	"segment_1"	67
"2055"	"ascending"	"segment_2"	104
"2056"	"ascending"	"segment_3"	89
"2057"	"ascending"	"torso"	303
"2058"	"ascending"	"pygidium"	31
"2059"	"ascending"	"neurosecretory_plexus"	0
"2060"	"ascending"	"mushroom body"	0
"2061"	"ascending"	"Apical_organ"	0
"2062"	"ascending"	"Dorsal_sensory_organ"	0
"2063"	"ascending"	"Dorsolateral_sense_organs"	0
"2064"	"ascending"	"antenna"	0
"2065"	"ascending"	"eyespot"	0
"2066"	"ascending"	"mechanosensory_girdle"	31
"2067"	"ascending"	"nuchal organ"	0
"2068"	"ascending"	"Sensory neuron"	31
"2069"	"ascending"	"sensory_motor_neuron"	1
"2070"	"ascending"	"sensory_neurosecretory_neuron"	0
"2071"	"ascending"	"interneuron"	225
"2072"	"ascending"	"premotor"	50
"2073"	"ascending"	"motorneuron"	28
"2074"	"ascending"	"ciliomotors"	2
"2075"	"ascending"	"rhabdomeric photoreceptor"	0
"2076"	"ascending"	"ciliary photoreceptor"	0
"2077"	"ascending"	"sensory_cilia"	16
"2078"	"ascending"	"Uniciliated_penetrating_cell"	4
"2079"	"ascending"	"Biciliated_penetrating_cell"	5
"2080"	"ascending"	"Uniciliated_nonpenetrating_cell"	7
"2081"	"ascending"	"Biciliated_nonpenetrating_cell"	0
"2082"	"ascending"	"Multiciliated_penetrating_cell"	0
"2083"	"ascending"	"dense cored vesicles"	52
"2084"	"ascending"	"asymmetric neuron"	0
"2085"	"ascending"	"biaxonal"	3
"2086"	"ascending"	"decussating"	0
"2087"	"ascending"	"commissural"	125
"2088"	"ascending"	"ipsilateral"	150
"2089"	"ascending"	"contralateral"	125
"2090"	"ascending"	"pseudounipolar"	8
"2091"	"ascending"	"descending"	3
"2092"	"ascending"	"ascending"	303
"2093"	"ascending"	"global_reach"	12
"2094"	"ascending"	"head_trunk"	54
"2095"	"ascending"	"siGOLD"	32
"2096"	"ascending"	"glutamatergic"	0
