"skid"	"partner"	"syn.count"	"num_nodes"	"connection_type"	"skeleton"
"2759"	1204176	1285069	2	9062	"postsynapse"	"with_soma"
"2760"	1298426	1285069	2	9062	"postsynapse"	"with_soma"
"2761"	1549338	1285069	2	9062	"postsynapse"	"with_soma"
"2762"	1680741	1285069	2	9062	"postsynapse"	"with_soma"
"2763"	143674	1336469	2	3809	"postsynapse"	"with_soma"
"2764"	944941	1336469	2	3809	"postsynapse"	"with_soma"
"2765"	1274799	1336469	2	3809	"postsynapse"	"with_soma"
"2766"	1298426	1336469	2	3809	"postsynapse"	"with_soma"
"2767"	1204589	1489640	2	2728	"postsynapse"	"with_soma"
"2768"	1285069	1489640	2	2728	"postsynapse"	"with_soma"
"2769"	1308413	1278903	2	2274	"postsynapse"	"with_soma"
"2770"	1383171	1278903	2	2274	"postsynapse"	"with_soma"
"2771"	1732095	1278903	2	2274	"postsynapse"	"with_soma"
"2772"	1947255	1278903	2	2274	"postsynapse"	"with_soma"
"2773"	1275026	1351307	2	3877	"postsynapse"	"with_soma"
"2774"	1440653	1351307	2	3877	"postsynapse"	"with_soma"
"2775"	1460009	1351307	2	3877	"postsynapse"	"with_soma"
"2776"	1609129	1351307	2	3877	"postsynapse"	"with_soma"
"2777"	2015704	1351307	2	3877	"postsynapse"	"with_soma"
"2778"	147361	962948	2	3458	"postsynapse"	"with_soma"
"2779"	798041	962948	2	3458	"postsynapse"	"with_soma"
"2780"	1302266	962948	2	3458	"postsynapse"	"with_soma"
"2781"	1355372	962948	2	3458	"postsynapse"	"with_soma"
"2782"	1400382	962948	2	3458	"postsynapse"	"with_soma"
"2783"	1845855	962948	2	3458	"postsynapse"	"with_soma"
"2784"	1860656	962948	2	3458	"postsynapse"	"with_soma"
"2785"	1383587	1293005	2	5194	"postsynapse"	"with_soma"
"2786"	1582275	1293005	2	5194	"postsynapse"	"with_soma"
"2787"	1934818	1293005	2	5194	"postsynapse"	"with_soma"
"2788"	1957288	1293005	2	5194	"postsynapse"	"with_soma"
"2789"	147361	1417810	2	2719	"postsynapse"	"with_soma"
"2790"	1612233	1417810	2	2719	"postsynapse"	"with_soma"
"2791"	153151	192051	2	854	"postsynapse"	"with_soma"
"2792"	153151	1338017	2	2687	"postsynapse"	"with_soma"
"2793"	1282965	1734778	2	1742	"postsynapse"	"with_soma"
"2794"	1324600	1734778	2	1742	"postsynapse"	"with_soma"
"2795"	153151	1310154	2	1378	"postsynapse"	"with_soma"
"2796"	1282965	1310154	2	1378	"postsynapse"	"with_soma"
"2797"	1064990	1355911	2	924	"postsynapse"	"with_soma"
"2798"	1273022	1355911	2	924	"postsynapse"	"with_soma"
"2799"	774105	796391	2	2205	"postsynapse"	"with_soma"
"2800"	1282965	796391	2	2205	"postsynapse"	"with_soma"
"2801"	1732697	1846855	2	4079	"postsynapse"	"with_soma"
"2802"	1336321	1380543	2	4960	"postsynapse"	"with_soma"
"2803"	1377866	1380543	2	4960	"postsynapse"	"with_soma"
"2804"	1378190	1380543	2	4960	"postsynapse"	"with_soma"
"2805"	1578084	1380543	2	4960	"postsynapse"	"with_soma"
"2806"	715837	1613646	2	2390	"postsynapse"	"with_soma"
"2807"	954295	1613646	2	2390	"postsynapse"	"with_soma"
"2808"	1321475	1613646	2	2390	"postsynapse"	"with_soma"
"2809"	1350368	1613646	2	2390	"postsynapse"	"with_soma"
"2810"	1829164	1613646	2	2390	"postsynapse"	"with_soma"
"2811"	192436	380842	2	2656	"postsynapse"	"with_soma"
"2812"	1688455	380842	2	2656	"postsynapse"	"with_soma"
"2813"	2007173	380842	2	2656	"postsynapse"	"with_soma"
"2814"	1026962	1279508	2	2944	"postsynapse"	"with_soma"
"2815"	1382871	1279508	2	2944	"postsynapse"	"with_soma"
"2816"	1424455	1279508	2	2944	"postsynapse"	"with_soma"
"2817"	1541658	1279508	2	2944	"postsynapse"	"with_soma"
"2818"	380842	2007173	2	1265	"postsynapse"	"with_soma"
"2819"	1583195	1770014	2	1244	"postsynapse"	"with_soma"
"2820"	1307459	1304654	2	2560	"postsynapse"	"with_soma"
"2821"	1400382	1304654	2	2560	"postsynapse"	"with_soma"
"2822"	1446191	1304654	2	2560	"postsynapse"	"with_soma"
"2823"	1860656	1304654	2	2560	"postsynapse"	"with_soma"
"2824"	1286364	1281060	2	1781	"postsynapse"	"with_soma"
"2825"	1310363	1281060	2	1781	"postsynapse"	"with_soma"
"2826"	1947255	1281060	2	1781	"postsynapse"	"with_soma"
"2827"	796391	1282965	2	2219	"postsynapse"	"with_soma"
"2828"	1417810	1321475	2	1358	"postsynapse"	"with_soma"
"2829"	653848	1731953	2	3571	"postsynapse"	"with_soma"
"2830"	1241266	1731953	2	3571	"postsynapse"	"with_soma"
"2831"	1392926	1731953	2	3571	"postsynapse"	"with_soma"
"2832"	1486247	1731953	2	3571	"postsynapse"	"with_soma"
"2833"	1729648	1731953	2	3571	"postsynapse"	"with_soma"
"2834"	1947647	1731953	2	3571	"postsynapse"	"with_soma"
"2835"	161743	1646402	2	2109	"postsynapse"	"with_soma"
"2836"	1280027	1845760	2	2681	"postsynapse"	"with_soma"
"2837"	1333529	1845760	2	2681	"postsynapse"	"with_soma"
"2838"	1460772	1845760	2	2681	"postsynapse"	"with_soma"
"2839"	1567572	1845760	2	2681	"postsynapse"	"with_soma"
"2840"	1609864	1845760	2	2681	"postsynapse"	"with_soma"
"2841"	1830642	1845760	2	2681	"postsynapse"	"with_soma"
"2842"	715837	280016	2	1330	"postsynapse"	"with_soma"
"2843"	1312289	280016	2	1330	"postsynapse"	"with_soma"
"2844"	161743	1382959	2	2258	"postsynapse"	"with_soma"
"2845"	1026501	1382959	2	2258	"postsynapse"	"with_soma"
"2846"	1387435	1382959	2	2258	"postsynapse"	"with_soma"
"2847"	1380543	1482574	2	2648	"postsynapse"	"with_soma"
"2848"	161743	1215017	2	2583	"postsynapse"	"with_soma"
"2849"	1756581	1845414	2	1642	"postsynapse"	"with_soma"
"2850"	1830642	1845414	2	1642	"postsynapse"	"with_soma"
"2851"	1312289	1837982	2	3967	"postsynapse"	"with_soma"
"2852"	1424455	1837982	2	3967	"postsynapse"	"with_soma"
"2853"	1460631	1837982	2	3967	"postsynapse"	"with_soma"
"2854"	1609864	1837982	2	3967	"postsynapse"	"with_soma"
"2855"	1616492	1837982	2	3967	"postsynapse"	"with_soma"
"2856"	1274799	1356971	2	2318	"postsynapse"	"with_soma"
"2857"	2294176	1356971	2	2318	"postsynapse"	"with_soma"
"2858"	1307524	1395556	2	4771	"postsynapse"	"with_soma"
"2859"	1416416	1395556	2	4771	"postsynapse"	"with_soma"
"2860"	1545339	1395556	2	4771	"postsynapse"	"with_soma"
"2861"	1600760	2014770	2	472	"postsynapse"	"with_soma"
"2862"	1348484	1569660	2	2459	"postsynapse"	"with_soma"
"2863"	1525257	1569660	2	2459	"postsynapse"	"with_soma"
"2864"	1675901	1569660	2	2459	"postsynapse"	"with_soma"
"2865"	1814382	1569660	2	2459	"postsynapse"	"with_soma"
"2866"	824903	1304990	2	4394	"postsynapse"	"with_soma"
"2867"	987008	1304990	2	4394	"postsynapse"	"with_soma"
"2868"	1275135	1304990	2	4394	"postsynapse"	"with_soma"
"2869"	1380543	1304990	2	4394	"postsynapse"	"with_soma"
"2870"	1413805	1304990	2	4394	"postsynapse"	"with_soma"
"2871"	1436506	1304990	2	4394	"postsynapse"	"with_soma"
"2872"	1273554	1354390	2	1095	"postsynapse"	"with_soma"
"2873"	1314734	1354390	2	1095	"postsynapse"	"with_soma"
"2874"	1370693	1332260	2	912	"postsynapse"	"with_soma"
"2875"	188153	1355372	2	11235	"postsynapse"	"with_soma"
"2876"	542612	1355372	2	11235	"postsynapse"	"with_soma"
"2877"	1113608	1355372	2	11235	"postsynapse"	"with_soma"
"2878"	1114055	1355372	2	11235	"postsynapse"	"with_soma"
"2879"	1299789	1355372	2	11235	"postsynapse"	"with_soma"
"2880"	1341740	1355372	2	11235	"postsynapse"	"with_soma"
"2881"	1484007	1355372	2	11235	"postsynapse"	"with_soma"
"2882"	1380150	1957288	2	3726	"postsynapse"	"with_soma"
"2883"	1830524	1957288	2	3726	"postsynapse"	"with_soma"
"2884"	498302	92619	2	3262	"postsynapse"	"with_soma"
"2885"	499451	92619	2	3262	"postsynapse"	"with_soma"
"2886"	1403261	494284	2	1478	"postsynapse"	"with_soma"
"2887"	170458	1696456	2	1572	"postsynapse"	"with_soma"
"2888"	1355223	1499326	2	3547	"postsynapse"	"with_soma"
"2889"	1468567	1499326	2	3547	"postsynapse"	"with_soma"
"2890"	1860656	1499326	2	3547	"postsynapse"	"with_soma"
"2891"	594344	1815732	2	2990	"postsynapse"	"with_soma"
"2892"	600071	1815732	2	2990	"postsynapse"	"with_soma"
"2893"	1355372	1341740	2	2082	"postsynapse"	"with_soma"
"2894"	1855014	1341740	2	2082	"postsynapse"	"with_soma"
"2895"	361741	1726348	2	2664	"postsynapse"	"with_soma"
"2896"	932505	1278598	2	1399	"postsynapse"	"with_soma"
"2897"	1335832	1278598	2	1399	"postsynapse"	"with_soma"
"2898"	1437617	1278598	2	1399	"postsynapse"	"with_soma"
"2899"	932505	422125	2	4299	"postsynapse"	"with_soma"
"2900"	1313881	422125	2	4299	"postsynapse"	"with_soma"
"2901"	1361481	422125	2	4299	"postsynapse"	"with_soma"
"2902"	1437617	422125	2	4299	"postsynapse"	"with_soma"
"2903"	1533917	422125	2	4299	"postsynapse"	"with_soma"
"2904"	1567054	422125	2	4299	"postsynapse"	"with_soma"
"2905"	1376251	2339675	2	355	"postsynapse"	"with_soma"
"2906"	1312363	1329618	2	4359	"postsynapse"	"with_soma"
"2907"	1333311	1388660	2	1405	"postsynapse"	"with_soma"
"2908"	1386177	1388660	2	1405	"postsynapse"	"with_soma"
"2909"	1390047	1388660	2	1405	"postsynapse"	"with_soma"
"2910"	1435458	1447037	2	3448	"postsynapse"	"with_soma"
"2911"	1569102	1447037	2	3448	"postsynapse"	"with_soma"
"2912"	1576108	1447037	2	3448	"postsynapse"	"with_soma"
"2913"	1364445	361741	2	2544	"postsynapse"	"with_soma"
"2914"	172769	2008588	2	1253	"postsynapse"	"with_soma"
"2915"	1278038	1274342	2	1290	"postsynapse"	"with_soma"
"2916"	422125	1360843	2	1039	"postsynapse"	"with_soma"
"2917"	1324518	1360843	2	1039	"postsynapse"	"with_soma"
"2918"	1364158	1274820	2	1996	"postsynapse"	"with_soma"
"2919"	1841743	1349386	2	1532	"postsynapse"	"with_soma"
"2920"	172769	1616689	2	90	"postsynapse"	"with_soma"
"2921"	172769	1364158	2	1761	"postsynapse"	"with_soma"
"2922"	445828	1364158	2	1761	"postsynapse"	"with_soma"
"2923"	1366501	2027988	2	351	"postsynapse"	"with_soma"
"2924"	1841743	1366501	2	2550	"postsynapse"	"with_soma"
"2925"	174199	2312895	2	134	"postsynapse"	"with_soma"
"2926"	1654629	1645026	2	2512	"postsynapse"	"with_soma"
"2927"	1363316	1161034	2	771	"postsynapse"	"with_soma"
"2928"	1789261	1333158	2	1004	"postsynapse"	"with_soma"
"2929"	261398	181663	2	1831	"postsynapse"	"with_soma"
"2930"	1726348	181663	2	1831	"postsynapse"	"with_soma"
"2931"	1271778	1333529	2	7537	"postsynapse"	"with_soma"
"2932"	1473202	1333529	2	7537	"postsynapse"	"with_soma"
"2933"	1569660	1333529	2	7537	"postsynapse"	"with_soma"
"2934"	1571286	1333529	2	7537	"postsynapse"	"with_soma"
"2935"	1582964	1333529	2	7537	"postsynapse"	"with_soma"
"2936"	1600760	1333529	2	7537	"postsynapse"	"with_soma"
"2937"	1690116	1333529	2	7537	"postsynapse"	"with_soma"
"2938"	185521	117385	2	3146	"postsynapse"	"with_soma"
"2939"	1348615	117385	2	3146	"postsynapse"	"with_soma"
"2940"	1602680	117385	2	3146	"postsynapse"	"with_soma"
"2941"	1283053	189615	2	1010	"postsynapse"	"with_soma"
"2942"	185562	1166300	2	10679	"postsynapse"	"with_soma"
"2943"	578783	1166300	2	10679	"postsynapse"	"with_soma"
"2944"	1111918	1166300	2	10679	"postsynapse"	"with_soma"
"2945"	1433034	1166300	2	10679	"postsynapse"	"with_soma"
"2946"	1509512	1166300	2	10679	"postsynapse"	"with_soma"
"2947"	774105	1281169	2	822	"postsynapse"	"with_soma"
"2948"	824903	1281169	2	822	"postsynapse"	"with_soma"
"2949"	190983	1304979	2	940	"postsynapse"	"with_soma"
"2950"	192595	193047	2	818	"postsynapse"	"with_soma"
"2951"	445419	1312289	2	5358	"postsynapse"	"with_soma"
"2952"	1000272	1312289	2	5358	"postsynapse"	"with_soma"
"2953"	192812	1327020	2	818	"postsynapse"	"with_soma"
"2954"	207330	144261	2	7614	"postsynapse"	"with_soma"
"2955"	768031	144261	2	7614	"postsynapse"	"with_soma"
"2956"	936192	359142	2	6745	"postsynapse"	"with_soma"
"2957"	943145	359142	2	6745	"postsynapse"	"with_soma"
"2958"	224238	2016896	2	2765	"postsynapse"	"with_soma"
"2959"	1420342	1956404	2	1870	"postsynapse"	"with_soma"
"2960"	1314140	1729830	2	1471	"postsynapse"	"with_soma"
"2961"	227221	1516536	2	1649	"postsynapse"	"with_soma"
"2962"	587962	1410290	2	1453	"postsynapse"	"with_soma"
"2963"	1447877	1957322	2	569	"postsynapse"	"with_soma"
"2964"	1568596	1297489	2	2284	"postsynapse"	"with_soma"
"2965"	1652260	1297489	2	2284	"postsynapse"	"with_soma"
"2966"	1344084	1416527	2	4600	"postsynapse"	"with_soma"
"2967"	1446191	1416527	2	4600	"postsynapse"	"with_soma"
"2968"	442961	1418928	2	5301	"postsynapse"	"with_soma"
"2969"	532764	252853	2	2525	"postsynapse"	"with_soma"
"2970"	1129677	313716	2	2243	"postsynapse"	"with_soma"
"2971"	247535	241978	2	1793	"postsynapse"	"with_soma"
"2972"	257885	241978	2	1793	"postsynapse"	"with_soma"
"2973"	537119	241978	2	1793	"postsynapse"	"with_soma"
"2974"	588869	241978	2	1793	"postsynapse"	"with_soma"
"2975"	247535	252608	2	1737	"postsynapse"	"with_soma"
"2976"	277200	252608	2	1737	"postsynapse"	"with_soma"
"2977"	313716	252608	2	1737	"postsynapse"	"with_soma"
"2978"	401601	252608	2	1737	"postsynapse"	"with_soma"
"2979"	537125	252608	2	1737	"postsynapse"	"with_soma"
"2980"	1292427	252608	2	1737	"postsynapse"	"with_soma"
"2981"	537119	252137	2	1969	"postsynapse"	"with_soma"
"2982"	1292458	252137	2	1969	"postsynapse"	"with_soma"
"2983"	1292932	252137	2	1969	"postsynapse"	"with_soma"
"2984"	246584	452180	2	2030	"postsynapse"	"with_soma"
"2985"	257885	629210	2	2412	"postsynapse"	"with_soma"
"2986"	246584	537125	2	2437	"postsynapse"	"with_soma"
"2987"	1292932	537125	2	2437	"postsynapse"	"with_soma"
"2988"	1292427	257885	2	2807	"postsynapse"	"with_soma"
"2989"	246584	1273022	2	1538	"postsynapse"	"with_soma"
"2990"	1292932	1273022	2	1538	"postsynapse"	"with_soma"
"2991"	1306906	1273022	2	1538	"postsynapse"	"with_soma"
"2992"	1854639	1273022	2	1538	"postsynapse"	"with_soma"
"2993"	637265	1306147	2	1325	"postsynapse"	"with_soma"
"2994"	837942	1214973	2	1555	"postsynapse"	"with_soma"
"2995"	1302189	1214973	2	1555	"postsynapse"	"with_soma"
"2996"	1306490	1214973	2	1555	"postsynapse"	"with_soma"
"2997"	1214973	1309222	2	1776	"postsynapse"	"with_soma"
"2998"	295849	250842	2	4394	"postsynapse"	"with_soma"
"2999"	313716	250842	2	4394	"postsynapse"	"with_soma"
"3000"	537125	250842	2	4394	"postsynapse"	"with_soma"
"3001"	1380855	1957906	2	2148	"postsynapse"	"with_soma"
"3002"	318576	277200	2	3123	"postsynapse"	"with_soma"
"3003"	1317111	277200	2	3123	"postsynapse"	"with_soma"
"3004"	399224	1285768	2	2395	"postsynapse"	"with_soma"
"3005"	452157	1285768	2	2395	"postsynapse"	"with_soma"
"3006"	251790	588869	2	1846	"postsynapse"	"with_soma"
"3007"	531949	588869	2	1846	"postsynapse"	"with_soma"
"3008"	251790	1302663	2	1248	"postsynapse"	"with_soma"
"3009"	633874	1069423	2	1526	"postsynapse"	"with_soma"
"3010"	1156554	1419056	2	1982	"postsynapse"	"with_soma"
"3011"	612991	1089948	2	1704	"postsynapse"	"with_soma"
"3012"	1285768	1089948	2	1704	"postsynapse"	"with_soma"
"3013"	1312678	1365661	2	1198	"postsynapse"	"with_soma"
"3014"	1285069	1959492	2	974	"postsynapse"	"with_soma"
"3015"	2296864	1959492	2	974	"postsynapse"	"with_soma"
"3016"	1065030	463617	2	2395	"postsynapse"	"with_soma"
"3017"	1333311	463617	2	2395	"postsynapse"	"with_soma"
"3018"	1390541	463617	2	2395	"postsynapse"	"with_soma"
"3019"	1533917	463617	2	2395	"postsynapse"	"with_soma"
"3020"	1391991	1959396	2	3527	"postsynapse"	"with_soma"
"3021"	2015233	1488284	2	2495	"postsynapse"	"with_soma"
"3022"	1312678	1923672	2	2334	"postsynapse"	"with_soma"
"3023"	1333311	1923672	2	2334	"postsynapse"	"with_soma"
"3024"	1347815	1923672	2	2334	"postsynapse"	"with_soma"
"3025"	1364445	1923672	2	2334	"postsynapse"	"with_soma"
"3026"	1433269	1923672	2	2334	"postsynapse"	"with_soma"
"3027"	1645789	1923672	2	2334	"postsynapse"	"with_soma"
"3028"	1731014	1923672	2	2334	"postsynapse"	"with_soma"
"3029"	2233700	1923672	2	2334	"postsynapse"	"with_soma"
"3030"	708202	1732095	2	4435	"postsynapse"	"with_soma"
"3031"	764615	1732095	2	4435	"postsynapse"	"with_soma"
"3032"	1333311	1732095	2	4435	"postsynapse"	"with_soma"
"3033"	1446136	1732095	2	4435	"postsynapse"	"with_soma"
"3034"	1585416	1732095	2	4435	"postsynapse"	"with_soma"
"3035"	1683821	1732095	2	4435	"postsynapse"	"with_soma"
"3036"	1065178	2294716	2	888	"postsynapse"	"with_soma"
"3037"	261398	1439840	2	567	"postsynapse"	"with_soma"
"3038"	1272016	1439840	2	567	"postsynapse"	"with_soma"
"3039"	1850496	1950241	2	1611	"postsynapse"	"with_soma"
"3040"	1275230	1845563	2	5228	"postsynapse"	"with_soma"
"3041"	1390541	1845563	2	5228	"postsynapse"	"with_soma"
"3042"	1437030	1845563	2	5228	"postsynapse"	"with_soma"
"3043"	1482574	1845563	2	5228	"postsynapse"	"with_soma"
"3044"	1841743	1845563	2	5228	"postsynapse"	"with_soma"
"3045"	1976063	1845563	2	5228	"postsynapse"	"with_soma"
"3046"	1841743	445828	2	3200	"postsynapse"	"with_soma"
"3047"	261398	1312731	2	2568	"postsynapse"	"with_soma"
"3048"	708202	1312731	2	2568	"postsynapse"	"with_soma"
"3049"	1363796	1312731	2	2568	"postsynapse"	"with_soma"
"3050"	1391561	1312731	2	2568	"postsynapse"	"with_soma"
"3051"	1405726	1312731	2	2568	"postsynapse"	"with_soma"
"3052"	1727474	1312731	2	2568	"postsynapse"	"with_soma"
"3053"	1845563	1312731	2	2568	"postsynapse"	"with_soma"
"3054"	1383699	1415537	2	1261	"postsynapse"	"with_soma"
"3055"	1732273	1415537	2	1261	"postsynapse"	"with_soma"
"3056"	1339180	1380903	2	4202	"postsynapse"	"with_soma"
"3057"	1447037	1380903	2	4202	"postsynapse"	"with_soma"
"3058"	386671	1390541	2	4317	"postsynapse"	"with_soma"
"3059"	1392970	1390541	2	4317	"postsynapse"	"with_soma"
"3060"	1399394	1390541	2	4317	"postsynapse"	"with_soma"
"3061"	1679615	1390541	2	4317	"postsynapse"	"with_soma"
"3062"	1381127	1361264	2	1759	"postsynapse"	"with_soma"
"3063"	1427617	1361264	2	1759	"postsynapse"	"with_soma"
"3064"	261398	1965440	2	1691	"postsynapse"	"with_soma"
"3065"	1387465	1965440	2	1691	"postsynapse"	"with_soma"
"3066"	1427617	1965440	2	1691	"postsynapse"	"with_soma"
"3067"	1280134	1850496	2	2006	"postsynapse"	"with_soma"
"3068"	1394876	1850496	2	2006	"postsynapse"	"with_soma"
"3069"	1565599	1850496	2	2006	"postsynapse"	"with_soma"
"3070"	1848592	1850496	2	2006	"postsynapse"	"with_soma"
"3071"	386671	1333311	2	8418	"postsynapse"	"with_soma"
"3072"	463617	1333311	2	8418	"postsynapse"	"with_soma"
"3073"	955370	1333311	2	8418	"postsynapse"	"with_soma"
"3074"	1312678	1333311	2	8418	"postsynapse"	"with_soma"
"3075"	1328477	1333311	2	8418	"postsynapse"	"with_soma"
"3076"	1390541	1333311	2	8418	"postsynapse"	"with_soma"
"3077"	1643440	1333311	2	8418	"postsynapse"	"with_soma"
"3078"	1691763	1333311	2	8418	"postsynapse"	"with_soma"
"3079"	1394876	1848592	2	1764	"postsynapse"	"with_soma"
"3080"	1490675	1848592	2	1764	"postsynapse"	"with_soma"
"3081"	1678918	1848592	2	1764	"postsynapse"	"with_soma"
"3082"	386671	1356253	2	2601	"postsynapse"	"with_soma"
"3083"	1308022	1356253	2	2601	"postsynapse"	"with_soma"
"3084"	2015571	1736887	2	2140	"postsynapse"	"with_soma"
"3085"	1348649	1365232	2	1949	"postsynapse"	"with_soma"
"3086"	1395556	1365232	2	1949	"postsynapse"	"with_soma"
"3087"	1462290	1365232	2	1949	"postsynapse"	"with_soma"
"3088"	1517020	1365232	2	1949	"postsynapse"	"with_soma"
"3089"	1731014	1365232	2	1949	"postsynapse"	"with_soma"
"3090"	1963755	1365232	2	1949	"postsynapse"	"with_soma"
"3091"	1386177	932505	2	2978	"postsynapse"	"with_soma"
"3092"	1841743	932505	2	2978	"postsynapse"	"with_soma"
"3093"	1365661	1318919	2	969	"postsynapse"	"with_soma"
"3094"	1166300	1326324	2	619	"postsynapse"	"with_soma"
"3095"	1391561	1280134	2	2110	"postsynapse"	"with_soma"
"3096"	1438682	1280134	2	2110	"postsynapse"	"with_soma"
"3097"	1828978	1280134	2	2110	"postsynapse"	"with_soma"
"3098"	637265	1419152	2	2797	"postsynapse"	"with_soma"
"3099"	275699	1275907	2	762	"postsynapse"	"with_soma"
"3100"	1160628	1406349	2	1030	"postsynapse"	"with_soma"
"3101"	1359237	1406349	2	1030	"postsynapse"	"with_soma"
"3102"	280016	1415528	2	2617	"postsynapse"	"with_soma"
"3103"	798041	1415528	2	2617	"postsynapse"	"with_soma"
"3104"	1571934	1415528	2	2617	"postsynapse"	"with_soma"
"3105"	1612233	1415528	2	2617	"postsynapse"	"with_soma"
"3106"	1443411	1947528	2	2367	"postsynapse"	"with_soma"
"3107"	1611683	1947528	2	2367	"postsynapse"	"with_soma"
"3108"	1612233	1947528	2	2367	"postsynapse"	"with_soma"
"3109"	1609864	1443411	2	2629	"postsynapse"	"with_soma"
"3110"	1613646	1443411	2	2629	"postsynapse"	"with_soma"
"3111"	1611683	2016575	2	393	"postsynapse"	"with_soma"
"3112"	1293518	1626256	2	2581	"postsynapse"	"with_soma"
"3113"	1383209	1626256	2	2581	"postsynapse"	"with_soma"
"3114"	1387613	1626256	2	2581	"postsynapse"	"with_soma"
"3115"	1860656	1626256	2	2581	"postsynapse"	"with_soma"
"3116"	284315	633874	2	2733	"postsynapse"	"with_soma"
"3117"	1261995	637265	2	4242	"postsynapse"	"with_soma"
"3118"	1272459	637265	2	4242	"postsynapse"	"with_soma"
"3119"	1294986	637265	2	4242	"postsynapse"	"with_soma"
"3120"	1346362	1950393	2	1923	"postsynapse"	"with_soma"
"3121"	296186	1789261	2	1879	"postsynapse"	"with_soma"
"3122"	955074	386671	2	4440	"postsynapse"	"with_soma"
"3123"	1312678	386671	2	4440	"postsynapse"	"with_soma"
"3124"	1355081	386671	2	4440	"postsynapse"	"with_soma"
"3125"	1383699	386671	2	4440	"postsynapse"	"with_soma"
"3126"	1391561	386671	2	4440	"postsynapse"	"with_soma"
"3127"	1391584	386671	2	4440	"postsynapse"	"with_soma"
"3128"	1394876	386671	2	4440	"postsynapse"	"with_soma"
"3129"	1395840	386671	2	4440	"postsynapse"	"with_soma"
"3130"	1396068	386671	2	4440	"postsynapse"	"with_soma"
"3131"	1950393	386671	2	4440	"postsynapse"	"with_soma"
"3132"	1959421	386671	2	4440	"postsynapse"	"with_soma"
"3133"	2233700	386671	2	4440	"postsynapse"	"with_soma"
"3134"	1118465	1311697	2	1444	"postsynapse"	"with_soma"
"3135"	1325812	1311697	2	1444	"postsynapse"	"with_soma"
"3136"	1271884	1075760	2	1457	"postsynapse"	"with_soma"
"3137"	1312224	1075760	2	1457	"postsynapse"	"with_soma"
"3138"	298685	1157465	2	852	"postsynapse"	"with_soma"
"3139"	1474793	1157465	2	852	"postsynapse"	"with_soma"
"3140"	300976	476224	2	1371	"postsynapse"	"with_soma"
"3141"	452180	290858	2	3390	"postsynapse"	"with_soma"
"3142"	300976	399192	2	1179	"postsynapse"	"with_soma"
"3143"	532764	399192	2	1179	"postsynapse"	"with_soma"
"3144"	672986	1319384	2	664	"postsynapse"	"with_soma"
"3145"	313716	1419787	2	767	"postsynapse"	"with_soma"
"3146"	1284610	1285267	2	1557	"postsynapse"	"with_soma"
"3147"	1292458	1285267	2	1557	"postsynapse"	"with_soma"
"3148"	1345703	1318965	2	886	"postsynapse"	"with_soma"
"3149"	1348484	1324600	2	2682	"postsynapse"	"with_soma"
"3150"	1412560	1324600	2	2682	"postsynapse"	"with_soma"
"3151"	1725480	1324600	2	2682	"postsynapse"	"with_soma"
"3152"	1860886	1024095	2	1107	"postsynapse"	"with_soma"
"3153"	1333887	1318495	2	1303	"postsynapse"	"with_soma"
"3154"	1349820	1318495	2	1303	"postsynapse"	"with_soma"
"3155"	335229	1355728	2	2341	"postsynapse"	"with_soma"
"3156"	1293518	1355728	2	2341	"postsynapse"	"with_soma"
"3157"	1299058	1355728	2	2341	"postsynapse"	"with_soma"
"3158"	523862	1298552	2	1016	"postsynapse"	"with_soma"
"3159"	1327607	1298552	2	1016	"postsynapse"	"with_soma"
"3160"	335229	1158821	2	625	"postsynapse"	"with_soma"
"3161"	1064990	1158821	2	625	"postsynapse"	"with_soma"
"3162"	1387613	1342970	2	1623	"postsynapse"	"with_soma"
"3163"	344239	758789	2	1008	"postsynapse"	"with_soma"
"3164"	1272534	758789	2	1008	"postsynapse"	"with_soma"
"3165"	385141	1717565	2	883	"postsynapse"	"with_soma"
"3166"	826675	1717565	2	883	"postsynapse"	"with_soma"
"3167"	1854639	1412365	2	1242	"postsynapse"	"with_soma"
"3168"	344239	1652654	2	858	"postsynapse"	"with_soma"
"3169"	1732307	1820104	2	3748	"postsynapse"	"with_soma"
"3170"	370978	1854639	2	4360	"postsynapse"	"with_soma"
"3171"	1376459	556718	2	3532	"postsynapse"	"with_soma"
"3172"	1486136	556718	2	3532	"postsynapse"	"with_soma"
"3173"	359142	1648285	2	431	"postsynapse"	"with_soma"
"3174"	557195	1348484	2	3683	"postsynapse"	"with_soma"
"3175"	557403	1348484	2	3683	"postsynapse"	"with_soma"
"3176"	1238488	1348484	2	3683	"postsynapse"	"with_soma"
"3177"	520755	1486247	2	1855	"postsynapse"	"with_soma"
"3178"	941766	1486247	2	1855	"postsynapse"	"with_soma"
"3179"	1113404	1316451	2	981	"postsynapse"	"with_soma"
"3180"	2015926	2313870	2	3014	"postsynapse"	"with_soma"
"3181"	1433701	923710	2	3117	"postsynapse"	"with_soma"
"3182"	1741422	923710	2	3117	"postsynapse"	"with_soma"
"3183"	2416412	923710	2	3117	"postsynapse"	"with_soma"
"3184"	525800	140828	2	6954	"postsynapse"	"with_soma"
"3185"	557195	140828	2	6954	"postsynapse"	"with_soma"
"3186"	1027959	140828	2	6954	"postsynapse"	"with_soma"
"3187"	1368417	140828	2	6954	"postsynapse"	"with_soma"
"3188"	1377483	140828	2	6954	"postsynapse"	"with_soma"
"3189"	366190	1302031	2	950	"postsynapse"	"with_soma"
