"skid"	"partner"	"syn.count"	"num_nodes"	"connection_type"	"skeleton"
"18092"	385141	1409372	2	1204	"presynapse"	"with_soma"
"18093"	498302	1928908	2	1557	"presynapse"	"with_soma"
"18094"	1316107	1215017	2	2583	"presynapse"	"with_soma"
"18095"	1312731	708202	2	4334	"presynapse"	"with_soma"
"18096"	1335845	708202	2	4334	"presynapse"	"with_soma"
"18097"	1363796	708202	2	4334	"presynapse"	"with_soma"
"18098"	1732095	708202	2	4334	"presynapse"	"with_soma"
"18099"	2015193	708202	2	4334	"presynapse"	"with_soma"
"18100"	386671	1305540	2	24	"presynapse"	"with_soma"
"18101"	1971433	1968682	2	937	"presynapse"	"with_soma"
"18102"	1404567	1408867	2	3815	"presynapse"	"with_soma"
"18103"	386671	1383699	2	1693	"presynapse"	"with_soma"
"18104"	1390047	1383699	2	1693	"presynapse"	"with_soma"
"18105"	1415537	1383699	2	1693	"presynapse"	"with_soma"
"18106"	1390541	2016638	2	1102	"presynapse"	"with_soma"
"18107"	1797181	1545349	2	2744	"presynapse"	"with_soma"
"18108"	1276992	1278038	2	2238	"presynapse"	"with_soma"
"18109"	1388649	1278038	2	2238	"presynapse"	"with_soma"
"18110"	1841743	1278038	2	2238	"presynapse"	"with_soma"
"18111"	1339088	1387465	2	1977	"presynapse"	"with_soma"
"18112"	386671	1390483	2	4	"presynapse"	"with_soma"
"18113"	1377175	1419639	2	857	"presynapse"	"with_soma"
"18114"	1391602	1391991	2	1363	"presynapse"	"with_soma"
"18115"	1959396	1391991	2	1363	"presynapse"	"with_soma"
"18116"	1395840	1391602	2	1271	"presynapse"	"with_soma"
"18117"	386671	1391584	2	1616	"presynapse"	"with_soma"
"18118"	386671	2233700	2	2408	"presynapse"	"with_soma"
"18119"	1345461	2233700	2	2408	"presynapse"	"with_soma"
"18120"	1351221	2233700	2	2408	"presynapse"	"with_soma"
"18121"	1363796	2233700	2	2408	"presynapse"	"with_soma"
"18122"	1456639	2233700	2	2408	"presynapse"	"with_soma"
"18123"	1923672	2233700	2	2408	"presynapse"	"with_soma"
"18124"	1351221	1391550	2	63	"presynapse"	"with_soma"
"18125"	1280027	1277932	2	5873	"presynapse"	"with_soma"
"18126"	1433269	1704296	2	211	"presynapse"	"with_soma"
"18127"	386671	1959421	2	1628	"presynapse"	"with_soma"
"18128"	386671	1391371	2	50	"presynapse"	"with_soma"
"18129"	1963755	1383418	2	3738	"presynapse"	"with_soma"
"18130"	1381127	1391222	2	2032	"presynapse"	"with_soma"
"18131"	386671	1391216	2	55	"presynapse"	"with_soma"
"18132"	1659941	1421839	2	2467	"presynapse"	"with_soma"
"18133"	1732095	1683821	2	2654	"presynapse"	"with_soma"
"18134"	2009602	1683821	2	2654	"presynapse"	"with_soma"
"18135"	1732095	1390643	2	122	"presynapse"	"with_soma"
"18136"	1275026	1349386	2	1532	"presynapse"	"with_soma"
"18137"	1364158	442258	2	4586	"presynapse"	"with_soma"
"18138"	1390541	442258	2	4586	"presynapse"	"with_soma"
"18139"	1520958	442258	2	4586	"presynapse"	"with_soma"
"18140"	1390541	1279058	2	57	"presynapse"	"with_soma"
"18141"	386671	955074	2	7944	"presynapse"	"with_soma"
"18142"	1016172	955074	2	7944	"presynapse"	"with_soma"
"18143"	1433418	955074	2	7944	"presynapse"	"with_soma"
"18144"	1934818	955074	2	7944	"presynapse"	"with_soma"
"18145"	386671	1394876	2	2871	"presynapse"	"with_soma"
"18146"	1438682	1394876	2	2871	"presynapse"	"with_soma"
"18147"	1456639	1394876	2	2871	"presynapse"	"with_soma"
"18148"	1848592	1394876	2	2871	"presynapse"	"with_soma"
"18149"	1850496	1394876	2	2871	"presynapse"	"with_soma"
"18150"	1361264	1427617	2	2590	"presynapse"	"with_soma"
"18151"	1845563	1275230	2	2152	"presynapse"	"with_soma"
"18152"	1971452	1386973	2	1014	"presynapse"	"with_soma"
"18153"	422125	1567054	2	1015	"presynapse"	"with_soma"
"18154"	1850496	1280134	2	2110	"presynapse"	"with_soma"
"18155"	2009602	1541262	2	680	"presynapse"	"with_soma"
"18156"	445828	2008684	2	1630	"presynapse"	"with_soma"
"18157"	708202	1394963	2	2819	"presynapse"	"with_soma"
"18158"	1365232	1517020	2	1265	"presynapse"	"with_soma"
"18159"	1678918	1372913	2	2703	"presynapse"	"with_soma"
"18160"	1732111	1372913	2	2703	"presynapse"	"with_soma"
"18161"	386671	1395840	2	1152	"presynapse"	"with_soma"
"18162"	386671	1396068	2	995	"presynapse"	"with_soma"
"18163"	1390541	1679615	2	2401	"presynapse"	"with_soma"
"18164"	1395840	1588133	2	1585	"presynapse"	"with_soma"
"18165"	1509512	1339008	2	2490	"presynapse"	"with_soma"
"18166"	1281939	1349857	2	677	"presynapse"	"with_soma"
"18167"	1355728	1293518	2	1879	"presynapse"	"with_soma"
"18168"	1378791	1293518	2	1879	"presynapse"	"with_soma"
"18169"	962948	1860656	2	3505	"presynapse"	"with_soma"
"18170"	1304654	1860656	2	3505	"presynapse"	"with_soma"
"18171"	1311006	1860656	2	3505	"presynapse"	"with_soma"
"18172"	1484007	1860656	2	3505	"presynapse"	"with_soma"
"18173"	1499326	1860656	2	3505	"presynapse"	"with_soma"
"18174"	1411627	1089948	2	1704	"presynapse"	"with_soma"
"18175"	1089948	612991	2	1281	"presynapse"	"with_soma"
"18176"	1293005	1957288	2	3726	"presynapse"	"with_soma"
"18177"	1355372	1484007	2	2914	"presynapse"	"with_soma"
"18178"	1378190	1484007	2	2914	"presynapse"	"with_soma"
"18179"	1383600	1484007	2	2914	"presynapse"	"with_soma"
"18180"	1860656	1484007	2	2914	"presynapse"	"with_soma"
"18181"	1366501	2014638	2	271	"presynapse"	"with_soma"
"18182"	445828	1841743	2	2959	"presynapse"	"with_soma"
"18183"	932505	1841743	2	2959	"presynapse"	"with_soma"
"18184"	1275357	1841743	2	2959	"presynapse"	"with_soma"
"18185"	1276992	1841743	2	2959	"presynapse"	"with_soma"
"18186"	1349386	1841743	2	2959	"presynapse"	"with_soma"
"18187"	1366501	1841743	2	2959	"presynapse"	"with_soma"
"18188"	1845563	1841743	2	2959	"presynapse"	"with_soma"
"18189"	422125	1361481	2	436	"presynapse"	"with_soma"
"18190"	422125	1533917	2	1486	"presynapse"	"with_soma"
"18191"	463617	1533917	2	1486	"presynapse"	"with_soma"
"18192"	422125	1313881	2	196	"presynapse"	"with_soma"
"18193"	1275243	1416768	2	2902	"presynapse"	"with_soma"
"18194"	1278598	1335832	2	1242	"presynapse"	"with_soma"
"18195"	1560783	1312363	2	1561	"presynapse"	"with_soma"
"18196"	1026501	1454752	2	324	"presynapse"	"with_soma"
"18197"	1372913	1454752	2	324	"presynapse"	"with_soma"
"18198"	1441775	1454752	2	324	"presynapse"	"with_soma"
"18199"	1525257	1454752	2	324	"presynapse"	"with_soma"
"18200"	955074	1633251	2	606	"presynapse"	"with_soma"
"18201"	2008544	1633251	2	606	"presynapse"	"with_soma"
"18202"	423355	1276971	2	999	"presynapse"	"with_soma"
"18203"	1950602	1280930	2	1820	"presynapse"	"with_soma"
"18204"	1404567	2008544	2	2024	"presynapse"	"with_soma"
"18205"	1417675	2008544	2	2024	"presynapse"	"with_soma"
"18206"	2008355	1461417	2	589	"presynapse"	"with_soma"
"18207"	1394281	2008373	2	1124	"presynapse"	"with_soma"
"18208"	2028720	1971452	2	1856	"presynapse"	"with_soma"
"18209"	1461846	1382729	2	2015	"presynapse"	"with_soma"
"18210"	1520675	1382729	2	2015	"presynapse"	"with_soma"
"18211"	1608290	1382729	2	2015	"presynapse"	"with_soma"
"18212"	1963755	1382729	2	2015	"presynapse"	"with_soma"
"18213"	1948151	1397352	2	2844	"presynapse"	"with_soma"
"18214"	1317660	399192	2	1179	"presynapse"	"with_soma"
"18215"	1160628	1122238	2	814	"presynapse"	"with_soma"
"18216"	1314734	1331032	2	1127	"presynapse"	"with_soma"
"18217"	430600	2007060	2	1207	"presynapse"	"with_soma"
"18218"	1272459	2007060	2	1207	"presynapse"	"with_soma"
"18219"	1331032	2007060	2	1207	"presynapse"	"with_soma"
"18220"	1354628	2007060	2	1207	"presynapse"	"with_soma"
"18221"	1332248	1273563	2	1291	"presynapse"	"with_soma"
"18222"	1089948	1285768	2	2395	"presynapse"	"with_soma"
"18223"	1298552	1327607	2	1264	"presynapse"	"with_soma"
"18224"	1113404	1271721	2	957	"presynapse"	"with_soma"
"18225"	1273155	1271721	2	957	"presynapse"	"with_soma"
"18226"	1298552	523862	2	941	"presynapse"	"with_soma"
"18227"	766165	44863	2	1301	"presynapse"	"with_soma"
"18228"	1377866	44863	2	1301	"presynapse"	"with_soma"
"18229"	1279525	1342725	2	2560	"presynapse"	"with_soma"
"18230"	445828	660198	2	45	"presynapse"	"with_soma"
"18231"	1364445	1516938	2	111	"presynapse"	"with_soma"
"18232"	1405726	1456639	2	1259	"presynapse"	"with_soma"
"18233"	1652177	1456639	2	1259	"presynapse"	"with_soma"
"18234"	1271778	1845563	2	5228	"presynapse"	"with_soma"
"18235"	1312731	1845563	2	5228	"presynapse"	"with_soma"
"18236"	1464604	1845563	2	5228	"presynapse"	"with_soma"
"18237"	1405840	1849210	2	286	"presynapse"	"with_soma"
"18238"	1841743	1849210	2	286	"presynapse"	"with_soma"
"18239"	463617	1638229	2	43	"presynapse"	"with_soma"
"18240"	1963755	1365232	2	1949	"presynapse"	"with_soma"
"18241"	1520958	1340149	2	872	"presynapse"	"with_soma"
"18242"	1356253	292344	2	1300	"presynapse"	"with_soma"
"18243"	1333311	955370	2	1797	"presynapse"	"with_soma"
"18244"	1437617	1850079	2	1538	"presynapse"	"with_soma"
"18245"	1617129	1850079	2	1538	"presynapse"	"with_soma"
"18246"	1318919	1365661	2	1198	"presynapse"	"with_soma"
"18247"	478001	1382871	2	852	"presynapse"	"with_soma"
"18248"	1279508	1382871	2	852	"presynapse"	"with_soma"
"18249"	485566	1303813	2	49	"presynapse"	"with_soma"
"18250"	493121	1624567	2	3221	"presynapse"	"with_soma"
"18251"	1609864	1624567	2	3221	"presynapse"	"with_soma"
"18252"	1275367	1954706	2	1223	"presynapse"	"with_soma"
"18253"	1279508	1424455	2	1713	"presynapse"	"with_soma"
"18254"	1609864	1424455	2	1713	"presynapse"	"with_soma"
"18255"	1617129	1424455	2	1713	"presynapse"	"with_soma"
"18256"	1837982	1424455	2	1713	"presynapse"	"with_soma"
"18257"	493317	1359987	2	692	"presynapse"	"with_soma"
"18258"	493786	2301384	2	1092	"presynapse"	"with_soma"
"18259"	1827286	1627479	2	554	"presynapse"	"with_soma"
"18260"	1354209	932287	2	3105	"presynapse"	"with_soma"
"18261"	493786	1796774	2	882	"presynapse"	"with_soma"
"18262"	557944	2001402	2	2351	"presynapse"	"with_soma"
"18263"	1845305	1659211	2	1381	"presynapse"	"with_soma"
"18264"	1340805	1321665	2	1228	"presynapse"	"with_soma"
"18265"	1465914	1321665	2	1228	"presynapse"	"with_soma"
"18266"	499451	1282582	2	649	"presynapse"	"with_soma"
"18267"	1311483	1285875	2	1410	"presynapse"	"with_soma"
"18268"	1616492	1450610	2	1144	"presynapse"	"with_soma"
"18269"	2015704	1438343	2	4323	"presynapse"	"with_soma"
"18270"	1273022	1306906	2	833	"presynapse"	"with_soma"
"18271"	1377866	1306906	2	833	"presynapse"	"with_soma"
"18272"	1275230	1278598	2	1399	"presynapse"	"with_soma"
"18273"	1274820	1274342	2	1290	"presynapse"	"with_soma"
"18274"	556718	1486136	2	1624	"presynapse"	"with_soma"
"18275"	1297501	1486136	2	1624	"presynapse"	"with_soma"
"18276"	1421893	1486136	2	1624	"presynapse"	"with_soma"
"18277"	1281473	1667913	2	1107	"presynapse"	"with_soma"
"18278"	1397887	1957305	2	1183	"presynapse"	"with_soma"
"18279"	1460772	979707	2	555	"presynapse"	"with_soma"
"18280"	557901	1626756	2	396	"presynapse"	"with_soma"
"18281"	557944	1348661	2	790	"presynapse"	"with_soma"
"18282"	826675	582306	2	1356	"presynapse"	"with_soma"
"18283"	1727474	575853	2	1306	"presynapse"	"with_soma"
"18284"	1318495	1333887	2	692	"presynapse"	"with_soma"
"18285"	1333529	1473202	2	3707	"presynapse"	"with_soma"
"18286"	1348770	1473202	2	3707	"presynapse"	"with_soma"
"18287"	1361497	1473202	2	3707	"presynapse"	"with_soma"
"18288"	1571286	1473202	2	3707	"presynapse"	"with_soma"
"18289"	1845175	1473202	2	3707	"presynapse"	"with_soma"
"18290"	608460	1304924	2	3242	"presynapse"	"with_soma"
"18291"	1279518	1304924	2	3242	"presynapse"	"with_soma"
"18292"	1279543	1304924	2	3242	"presynapse"	"with_soma"
"18293"	1306349	1304924	2	3242	"presynapse"	"with_soma"
"18294"	1342725	1304924	2	3242	"presynapse"	"with_soma"
"18295"	1530009	1304924	2	3242	"presynapse"	"with_soma"
"18296"	1341140	1340501	2	2858	"presynapse"	"with_soma"
"18297"	1349004	1340501	2	2858	"presynapse"	"with_soma"
"18298"	1582964	1340501	2	2858	"presynapse"	"with_soma"
"18299"	1285768	452157	2	1950	"presynapse"	"with_soma"
"18300"	628517	1591857	2	1047	"presynapse"	"with_soma"
"18301"	1443411	1591857	2	1047	"presynapse"	"with_soma"
"18302"	2015233	1562433	2	1380	"presynapse"	"with_soma"
"18303"	1304924	1378190	2	2922	"presynapse"	"with_soma"
"18304"	1341140	1378190	2	2922	"presynapse"	"with_soma"
"18305"	1380543	1378190	2	2922	"presynapse"	"with_soma"
"18306"	1342141	2294251	2	1624	"presynapse"	"with_soma"
"18307"	1528697	1446515	2	2293	"presynapse"	"with_soma"
"18308"	1488194	1616478	2	1454	"presynapse"	"with_soma"
"18309"	653848	1445460	2	777	"presynapse"	"with_soma"
"18310"	1398602	1388929	2	354	"presynapse"	"with_soma"
"18311"	1732448	369396	2	3835	"presynapse"	"with_soma"
"18312"	1839508	369396	2	3835	"presynapse"	"with_soma"
"18313"	668812	628517	2	2497	"presynapse"	"with_soma"
"18314"	1360843	1324518	2	1242	"presynapse"	"with_soma"
"18315"	1349949	1351280	2	2279	"presynapse"	"with_soma"
"18316"	707997	1386336	2	2314	"presynapse"	"with_soma"
"18317"	1302247	1386336	2	2314	"presynapse"	"with_soma"
"18318"	668812	1302247	2	4102	"presynapse"	"with_soma"
"18319"	2008640	1302247	2	4102	"presynapse"	"with_soma"
"18320"	669558	1275907	2	762	"presynapse"	"with_soma"
"18321"	1092264	1317295	2	774	"presynapse"	"with_soma"
"18322"	1284780	1293381	2	685	"presynapse"	"with_soma"
"18323"	1318311	1293381	2	685	"presynapse"	"with_soma"
"18324"	1397111	414949	2	1051	"presynapse"	"with_soma"
"18325"	1355427	1335597	2	1169	"presynapse"	"with_soma"
"18326"	1271920	1276485	2	1129	"presynapse"	"with_soma"
"18327"	1156145	1092264	2	755	"presynapse"	"with_soma"
"18328"	1400126	1386171	2	1496	"presynapse"	"with_soma"
"18329"	708069	2033694	2	1899	"presynapse"	"with_soma"
"18330"	1353303	2033694	2	1899	"presynapse"	"with_soma"
"18331"	1383986	2033694	2	1899	"presynapse"	"with_soma"
"18332"	1279563	1609864	2	3431	"presynapse"	"with_soma"
"18333"	1443411	1609864	2	3431	"presynapse"	"with_soma"
"18334"	1530009	1609864	2	3431	"presynapse"	"with_soma"
"18335"	1837982	1609864	2	3431	"presynapse"	"with_soma"
"18336"	1845760	1609864	2	3431	"presynapse"	"with_soma"
"18337"	708069	1755270	2	14	"presynapse"	"with_soma"
"18338"	1400382	1279252	2	1719	"presynapse"	"with_soma"
"18339"	708202	1385867	2	400	"presynapse"	"with_soma"
"18340"	1377483	1385867	2	400	"presynapse"	"with_soma"
"18341"	1437030	1278774	2	821	"presynapse"	"with_soma"
"18342"	708202	1385530	2	595	"presynapse"	"with_soma"
"18343"	1275230	1385530	2	595	"presynapse"	"with_soma"
"18344"	1390541	1399394	2	2332	"presynapse"	"with_soma"
"18345"	1579204	1399394	2	2332	"presynapse"	"with_soma"
"18346"	1304924	1731014	2	4150	"presynapse"	"with_soma"
"18347"	1363796	1731014	2	4150	"presynapse"	"with_soma"
"18348"	1365232	1731014	2	4150	"presynapse"	"with_soma"
"18349"	1617129	1731014	2	4150	"presynapse"	"with_soma"
"18350"	1923672	1731014	2	4150	"presynapse"	"with_soma"
"18351"	708202	1521491	2	1356	"presynapse"	"with_soma"
"18352"	1382194	1521491	2	1356	"presynapse"	"with_soma"
"18353"	1797181	1521491	2	1356	"presynapse"	"with_soma"
"18354"	708228	1379511	2	775	"presynapse"	"with_soma"
"18355"	715837	1592906	2	470	"presynapse"	"with_soma"
"18356"	1663161	1592906	2	470	"presynapse"	"with_soma"
"18357"	715837	888787	2	842	"presynapse"	"with_soma"
"18358"	715837	1592945	2	555	"presynapse"	"with_soma"
"18359"	1665129	1585542	2	531	"presynapse"	"with_soma"
"18360"	758789	1272534	2	1433	"presynapse"	"with_soma"
"18361"	1273563	1272534	2	1433	"presynapse"	"with_soma"
"18362"	1325272	1272534	2	1433	"presynapse"	"with_soma"
"18363"	1509512	1729830	2	1471	"presynapse"	"with_soma"
"18364"	1422884	1409561	2	2711	"presynapse"	"with_soma"
"18365"	1488194	1409561	2	2711	"presynapse"	"with_soma"
"18366"	1524203	1409561	2	2711	"presynapse"	"with_soma"
"18367"	1488194	1400535	2	1570	"presynapse"	"with_soma"
"18368"	1292932	355224	2	678	"presynapse"	"with_soma"
"18369"	1297489	2366863	2	402	"presynapse"	"with_soma"
"18370"	780915	1303153	2	932	"presynapse"	"with_soma"
"18371"	780915	1855915	2	3287	"presynapse"	"with_soma"
"18372"	1560655	1855915	2	3287	"presynapse"	"with_soma"
"18373"	1829164	1855915	2	3287	"presynapse"	"with_soma"
"18374"	1855014	1307745	2	1699	"presynapse"	"with_soma"
"18375"	1158821	335229	2	2269	"presynapse"	"with_soma"
"18376"	1355728	335229	2	2269	"presynapse"	"with_soma"
"18377"	786570	2019137	2	2235	"presynapse"	"with_soma"
"18378"	801132	2019137	2	2235	"presynapse"	"with_soma"
"18379"	1284780	837128	2	1364	"presynapse"	"with_soma"
"18380"	1319657	837128	2	1364	"presynapse"	"with_soma"
"18381"	1770014	1860825	2	949	"presynapse"	"with_soma"
"18382"	2007173	1860825	2	949	"presynapse"	"with_soma"
"18383"	1797181	1352017	2	1794	"presynapse"	"with_soma"
"18384"	798041	55225	2	2756	"presynapse"	"with_soma"
"18385"	1405840	55225	2	2756	"presynapse"	"with_soma"
"18386"	1417810	1674603	2	49	"presynapse"	"with_soma"
"18387"	962948	147361	2	1151	"presynapse"	"with_soma"
"18388"	1417810	147361	2	1151	"presynapse"	"with_soma"
"18389"	1293005	1449343	2	741	"presynapse"	"with_soma"
"18390"	801132	1773755	2	67	"presynapse"	"with_soma"
"18391"	1491577	1830642	2	3658	"presynapse"	"with_soma"
"18392"	1845305	1830642	2	3658	"presynapse"	"with_soma"
"18393"	1845760	1830642	2	3658	"presynapse"	"with_soma"
"18394"	802066	1753932	2	801	"presynapse"	"with_soma"
"18395"	1449903	656354	2	2017	"presynapse"	"with_soma"
"18396"	1473311	2294779	2	1280	"presynapse"	"with_soma"
"18397"	824903	1600760	2	3794	"presynapse"	"with_soma"
"18398"	1333529	1600760	2	3794	"presynapse"	"with_soma"
"18399"	1473202	1600760	2	3794	"presynapse"	"with_soma"
"18400"	824903	1311697	2	1444	"presynapse"	"with_soma"
"18401"	987008	1311697	2	1444	"presynapse"	"with_soma"
"18402"	1274799	1311697	2	1444	"presynapse"	"with_soma"
"18403"	1360565	1304990	2	4394	"presynapse"	"with_soma"
"18404"	1571286	1304990	2	4394	"presynapse"	"with_soma"
"18405"	1600760	1304990	2	4394	"presynapse"	"with_soma"
"18406"	2296864	1304990	2	4394	"presynapse"	"with_soma"
"18407"	1308618	573635	2	676	"presynapse"	"with_soma"
"18408"	1741418	573635	2	676	"presynapse"	"with_soma"
"18409"	1395647	568702	2	844	"presynapse"	"with_soma"
"18410"	1461953	568702	2	844	"presynapse"	"with_soma"
"18411"	1741422	568273	2	914	"presynapse"	"with_soma"
"18412"	826675	137882	2	1053	"presynapse"	"with_soma"
"18413"	1741418	137882	2	1053	"presynapse"	"with_soma"
"18414"	1741422	137882	2	1053	"presynapse"	"with_soma"
"18415"	826675	575448	2	964	"presynapse"	"with_soma"
"18416"	826675	575319	2	1547	"presynapse"	"with_soma"
"18417"	1166300	578783	2	1576	"presynapse"	"with_soma"
"18418"	1727474	1501849	2	986	"presynapse"	"with_soma"
"18419"	1776476	1501849	2	986	"presynapse"	"with_soma"
"18420"	1276652	1985623	2	2847	"presynapse"	"with_soma"
"18421"	1325272	1985623	2	2847	"presynapse"	"with_soma"
"18422"	1367741	1985623	2	2847	"presynapse"	"with_soma"
"18423"	857325	1777190	2	1287	"presynapse"	"with_soma"
"18424"	1752235	1507391	2	440	"presynapse"	"with_soma"
"18425"	1488284	2015233	2	2317	"presynapse"	"with_soma"
"18426"	1624567	2015233	2	2317	"presynapse"	"with_soma"
"18427"	1674019	2015233	2	2317	"presynapse"	"with_soma"
"18428"	923710	1433701	2	252	"presynapse"	"with_soma"
"18429"	923710	2416412	2	806	"presynapse"	"with_soma"
"18430"	1679615	1484878	2	1172	"presynapse"	"with_soma"
"18431"	932287	2009602	2	2182	"presynapse"	"with_soma"
"18432"	1486136	2009602	2	2182	"presynapse"	"with_soma"
"18433"	1950245	2009602	2	2182	"presynapse"	"with_soma"
"18434"	1397285	1274514	2	1984	"presynapse"	"with_soma"
"18435"	1393787	1397326	2	1574	"presynapse"	"with_soma"
"18436"	1397285	1397326	2	1574	"presynapse"	"with_soma"
"18437"	1314140	1436108	2	1796	"presynapse"	"with_soma"
"18438"	1364445	1920579	2	2017	"presynapse"	"with_soma"
"18439"	1726348	1920579	2	2017	"presynapse"	"with_soma"
"18440"	1488795	1016172	2	1346	"presynapse"	"with_soma"
"18441"	1509512	1417265	2	629	"presynapse"	"with_soma"
"18442"	954910	1590476	2	693	"presynapse"	"with_soma"
"18443"	1239327	1718172	2	829	"presynapse"	"with_soma"
"18444"	954910	909450	2	848	"presynapse"	"with_soma"
"18445"	1181940	1397746	2	667	"presynapse"	"with_soma"
"18446"	955074	1397762	2	570	"presynapse"	"with_soma"
"18447"	1181940	1630022	2	679	"presynapse"	"with_soma"
"18448"	955074	1628716	2	909	"presynapse"	"with_soma"
"18449"	955074	1628748	2	810	"presynapse"	"with_soma"
"18450"	955074	2008748	2	763	"presynapse"	"with_soma"
"18451"	1280930	1601839	2	757	"presynapse"	"with_soma"
"18452"	1398649	1601839	2	757	"presynapse"	"with_soma"
"18453"	1297489	1568596	2	631	"presynapse"	"with_soma"
"18454"	955074	1568802	2	520	"presynapse"	"with_soma"
"18455"	955074	1397815	2	516	"presynapse"	"with_soma"
"18456"	1364315	1397815	2	516	"presynapse"	"with_soma"
"18457"	955074	1486784	2	443	"presynapse"	"with_soma"
"18458"	1849324	1633569	2	795	"presynapse"	"with_soma"
"18459"	961644	1323828	2	683	"presynapse"	"with_soma"
"18460"	2008355	1444070	2	529	"presynapse"	"with_soma"
"18461"	961644	1361174	2	2066	"presynapse"	"with_soma"
"18462"	962948	1929705	2	58	"presynapse"	"with_soma"
"18463"	1415528	1612233	2	2276	"presynapse"	"with_soma"
"18464"	1417810	1612233	2	2276	"presynapse"	"with_soma"
"18465"	1293005	1657438	2	340	"presynapse"	"with_soma"
"18466"	1306155	1732420	2	1555	"presynapse"	"with_soma"
"18467"	982688	1359995	2	839	"presynapse"	"with_soma"
"18468"	982688	1342632	2	1397	"presynapse"	"with_soma"
"18469"	1103961	1342632	2	1397	"presynapse"	"with_soma"
"18470"	984413	1328909	2	985	"presynapse"	"with_soma"
"18471"	987008	1319704	2	977	"presynapse"	"with_soma"
"18472"	2313882	1319704	2	977	"presynapse"	"with_soma"
"18473"	987008	1320728	2	18	"presynapse"	"with_soma"
"18474"	987008	1065178	2	1747	"presynapse"	"with_soma"
"18475"	1157465	1474793	2	747	"presynapse"	"with_soma"
"18476"	987008	1380543	2	4960	"presynapse"	"with_soma"
"18477"	1304990	1380543	2	4960	"presynapse"	"with_soma"
"18478"	1378190	1380543	2	4960	"presynapse"	"with_soma"
"18479"	1473202	1380543	2	4960	"presynapse"	"with_soma"
"18480"	1482574	1380543	2	4960	"presynapse"	"with_soma"
"18481"	1650725	1380543	2	4960	"presynapse"	"with_soma"
"18482"	1725480	1380543	2	4960	"presynapse"	"with_soma"
"18483"	1354979	2015571	2	2143	"presynapse"	"with_soma"
"18484"	1701849	2015571	2	2143	"presynapse"	"with_soma"
"18485"	1736887	2015571	2	2143	"presynapse"	"with_soma"
"18486"	2015241	2015571	2	2143	"presynapse"	"with_soma"
"18487"	2015241	1736887	2	2140	"presynapse"	"with_soma"
"18488"	1487501	1276473	2	925	"presynapse"	"with_soma"
"18489"	1378190	1968292	2	239	"presynapse"	"with_soma"
"18490"	1845305	1447581	2	913	"presynapse"	"with_soma"
"18491"	1340501	1530009	2	2120	"presynapse"	"with_soma"
"18492"	1473202	1530009	2	2120	"presynapse"	"with_soma"
"18493"	1340501	1448858	2	1710	"presynapse"	"with_soma"
"18494"	988822	1650135	2	579	"presynapse"	"with_soma"
"18495"	1813880	1395614	2	844	"presynapse"	"with_soma"
"18496"	1018325	1454932	2	3388	"presynapse"	"with_soma"
"18497"	1829164	1454932	2	3388	"presynapse"	"with_soma"
"18498"	1018325	1578901	2	1075	"presynapse"	"with_soma"
"18499"	1018325	1452687	2	1757	"presynapse"	"with_soma"
"18500"	1450597	1452687	2	1757	"presynapse"	"with_soma"
"18501"	1323882	2008355	2	3019	"presynapse"	"with_soma"
"18502"	1026501	1453826	2	546	"presynapse"	"with_soma"
"18503"	1956332	1583047	2	1164	"presynapse"	"with_soma"
"18504"	1026501	1027917	2	1099	"presynapse"	"with_soma"
"18505"	1026501	1027911	2	1622	"presynapse"	"with_soma"
"18506"	1460772	1027911	2	1622	"presynapse"	"with_soma"
"18507"	1026501	1728847	2	1752	"presynapse"	"with_soma"
"18508"	1436108	1394518	2	449	"presynapse"	"with_soma"
"18509"	1525257	1394518	2	449	"presynapse"	"with_soma"
"18510"	2008327	1394518	2	449	"presynapse"	"with_soma"
"18511"	1026501	1444039	2	407	"presynapse"	"with_soma"
"18512"	1026501	1455427	2	286	"presynapse"	"with_soma"
"18513"	1276971	1455427	2	286	"presynapse"	"with_soma"
"18514"	1441775	1455427	2	286	"presynapse"	"with_soma"
"18515"	1434598	1368019	2	1335	"presynapse"	"with_soma"
"18516"	1026962	1348581	2	1580	"presynapse"	"with_soma"
"18517"	1486363	1348581	2	1580	"presynapse"	"with_soma"
"18518"	1026501	1420504	2	1266	"presynapse"	"with_soma"
"18519"	1026962	1420504	2	1266	"presynapse"	"with_soma"
"18520"	2008355	1460810	2	333	"presynapse"	"with_soma"
"18521"	1026962	1420440	2	1566	"presynapse"	"with_soma"
"18522"	1026962	1368030	2	1172	"presynapse"	"with_soma"
"18523"	1241266	1368030	2	1172	"presynapse"	"with_soma"
"18524"	1434598	1368030	2	1172	"presynapse"	"with_soma"
"18525"	1026962	1027978	2	990	"presynapse"	"with_soma"
"18526"	1280930	1027978	2	990	"presynapse"	"with_soma"
"18527"	2028720	1027978	2	990	"presynapse"	"with_soma"
"18528"	1447037	1569102	2	838	"presynapse"	"with_soma"
"18529"	1026962	1623138	2	867	"presynapse"	"with_soma"
"18530"	1415344	1623138	2	867	"presynapse"	"with_soma"
"18531"	1026962	1356793	2	1612	"presynapse"	"with_soma"
"18532"	1052127	1621549	2	503	"presynapse"	"with_soma"
"18533"	1064990	1116504	2	1167	"presynapse"	"with_soma"
"18534"	1850496	1848592	2	1764	"presynapse"	"with_soma"
"18535"	1393552	1949236	2	760	"presynapse"	"with_soma"
"18536"	1380543	1578084	2	1714	"presynapse"	"with_soma"
