"x"
"1"	876
"2"	977
"3"	755
"4"	634
"5"	563
"6"	738
"7"	1109
"8"	857
"9"	969
"10"	1142
"11"	1640
"12"	933
"13"	2230
"14"	941
"15"	906
"16"	723
"17"	659
"18"	1109
"19"	815
"20"	714
"21"	743
"22"	3009
"23"	1262
"24"	2066
"25"	1853
"26"	804
"27"	2747
"28"	1147
"29"	1063
"30"	1301
"31"	1084
"32"	1297
"33"	740
"34"	1165
"35"	1483
"36"	1703
"37"	3685
"38"	2756
"39"	1269
"40"	1031
"41"	1106
"42"	1207
"43"	1537
"44"	1189
"45"	1168
"46"	1145
"47"	1063
"48"	696
"49"	6105
"50"	3479
"51"	1748
"52"	1014
"53"	825
"54"	922
"55"	1142
"56"	1107
"57"	1180
"58"	820
"59"	1160
"60"	1142
"61"	881
"62"	721
"63"	4563
"64"	784
"65"	1979
"66"	4846
"67"	7209
"68"	1404
"69"	3262
"70"	978
"71"	156
"72"	247
"73"	235
"74"	4542
"75"	359
"76"	509
"77"	1454
"78"	2424
"79"	6586
"80"	2261
"81"	82
"82"	1288
"83"	137
"84"	871
"85"	256
"86"	924
"87"	2679
"88"	147
"89"	9176
"90"	1041
"91"	3146
"92"	1282
"93"	4582
"94"	1415
"95"	1492
"96"	1053
"97"	2328
"98"	4408
"99"	2591
"100"	6954
"101"	2555
"102"	7614
"103"	1151
"104"	843
"105"	2296
"106"	2210
"107"	734
"108"	2025
"109"	922
"110"	865
"111"	3951
"112"	1309
"113"	1374
"114"	1288
"115"	973
"116"	631
"117"	4281
"118"	1372
"119"	4379
"120"	1794
"121"	3092
"122"	2301
"123"	3454
"124"	1454
"125"	4205
"126"	2652
"127"	1831
"128"	1141
"129"	3880
"130"	2769
"131"	3046
"132"	3825
"133"	1784
"134"	2549
"135"	5423
"136"	2412
"137"	1010
"138"	1508
"139"	854
"140"	823
"141"	1021
"142"	611
"143"	1487
"144"	908
"145"	732
"146"	1741
"147"	985
"148"	767
"149"	874
"150"	818
"151"	2341
"152"	471
"153"	722
"154"	2587
"155"	2524
"156"	1934
"157"	2430
"158"	1762
"159"	1704
"160"	5202
"161"	3266
"162"	2881
"163"	787
"164"	4138
"165"	3017
"166"	796
"167"	2020
"168"	4790
"169"	10318
"170"	737
"171"	1793
"172"	707
"173"	163
"174"	4207
"175"	1774
"176"	2850
"177"	2006
"178"	4394
"179"	3864
"180"	1969
"181"	1737
"182"	2525
"183"	2807
"184"	1535
"185"	135
"186"	9345
"187"	1976
"188"	1621
"189"	2212
"190"	1966
"191"	1268
"192"	940
"193"	3123
"194"	1330
"195"	9133
"196"	2272
"197"	3390
"198"	4879
"199"	1428
"200"	593
"201"	904
"202"	549
"203"	986
"204"	1101
"205"	875
"206"	5922
"207"	380
"208"	553
"209"	3011
"210"	1743
"211"	2122
"212"	1227
"213"	2243
"214"	2703
"215"	1989
"216"	1010
"217"	222
"218"	2962
"219"	1208
"220"	1487
"221"	1133
"222"	2269
"223"	461
"224"	6819
"225"	1410
"226"	664
"227"	678
"228"	1169
"229"	1041
"230"	6745
"231"	742
"232"	3710
"233"	2544
"234"	1011
"235"	5513
"236"	1333
"237"	3835
"238"	1131
"239"	13803
"240"	2656
"241"	652
"242"	3453
"243"	924
"244"	4440
"245"	1005
"246"	605
"247"	1401
"248"	847
"249"	1418
"250"	959
"251"	441
"252"	4080
